char 1, char2, index, text
Baelor-the-Blessed (Baelor), Tyrion-Lannister (Tyrion), 1605878, "throne and then did nothing once he had it."  "Baelor starved himself to death; fasting;" said Tyrion"
Tyrion-Lannister (Tyrion), Daeron-I-Targaryen (Young-Dragon), 1605952, "to death; fasting;" said Tyrion. "His uncle served him loyally as Hand; as he had served the Young-Dragon"
Daeron-I-Targaryen (Young-Dragon), Viserys (Viserys), 1605972, "said Tyrion. "His uncle served him loyally as Hand; as he had served the Young-Dragon before him. Viserys"
Viserys (Viserys), Daeron-I-Targaryen (Daeron), 1606043, "the Young-Dragon before him. Viserys might only have reigned a year; but he ruled for fifteen; while Daeron"
Daeron-I-Targaryen (Daeron), Baelor-the-Blessed (Baelor), 1606061, "him. Viserys might only have reigned a year; but he ruled for fifteen; while Daeron warred and Baelor"
Baelor-the-Blessed (Baelor), Sansa-Stark (Sansa), 1606203, "remove his nephew; can you blame him? Someone had to save the realm from Baelor follies."  Sansa"
Sansa-Stark (Sansa), Baelor-the-Blessed (Baelor-the-Blessed), 1606240, "you blame him? Someone had to save the realm from Baelor follies."  Sansa was shocked. "But Baelor-the-Blessed"
Baelor-the-Blessed (Baelor-the-Blessed), Sansa-Stark (Lady-Sansa), 1606639, "Baelor-the-Blessed? Id sooner save my fangs for someone juicier �"  "My prince is playing with you; Lady-Sansa"
Sansa-Stark (Lady-Sansa), Ellaria-Sand (Ellaria-Sand), 1606669, "my fangs for someone juicier �"  "My prince is playing with you; Lady-Sansa;" said the woman Ellaria-Sand"
Ellaria-Sand (Ellaria-Sand), Baelor-the-Blessed (Baelor), 1606743, "said the woman Ellaria-Sand. "The septons and singers like to say that the snakes did not bite Baelor"
Viserys (Viserys), Tyrion-Lannister (Tyrion), 1606912, "should have died from it."  "If he had; Viserys would have reigned a dozen years;" said Tyrion"
Tyrion-Lannister (Tyrion), Baelor-the-Blessed (Baelor), 1606988, "reigned a dozen years;" said Tyrion; "and the Seven Kingdoms might have been better served. Some believe Baelor"
Baelor-the-Blessed (Baelor), Oberyn-Martell (Prince-Oberyn), 1607048, "might have been better served. Some believe Baelor was deranged by all that venom."  "Yes;" said Prince-Oberyn"
Joffrey-Baratheon (Joffrey), Tyrion-Lannister (Tyrion), 1607163, "this Red Keep of yours. So how do you account for Joffrey?"  "I prefer not to." Tyrion"
Tyrion-Lannister (dwarf), Sansa-Stark (Sansa), 1607257, "to." Tyrion inclined his head stiffly. "If you will excuse us. Our litter awaits." The dwarf helped Sansa"
Tyrion-Lannister (Tyrion), Joffrey-Baratheon (Joff), 1608128, ""The boy earned himself a dagger; wouldnt you say?" Thankfully Tyrion did not wait for her reply. "Joff"
Joffrey-Baratheon (Joff), Robb-Stark (Robb), 1608161, "dagger; wouldnt you say?" Thankfully Tyrion did not wait for her reply. "Joff quarreled with your brother Robb"
Tyrion-Lannister (Tyrion), Robb-Stark (Robb), 1608161, "dagger; wouldnt you say?" Thankfully Tyrion did not wait for her reply. "Joff quarreled with your brother Robb"
Joffrey-Baratheon (Joff), Bran (Bran), 1608220, "her reply. "Joff quarreled with your brother Robb at Winterfell. Tell me; was there ill feeling between Bran"
Robb-Stark (Robb), Bran (Bran), 1608220, "her reply. "Joff quarreled with your brother Robb at Winterfell. Tell me; was there ill feeling between Bran"
Bran (Bran), Tommen (Tommen), 1608420, "back. It was all so long ago. "Bran was a sweet boy. Everyone loved him. He and Tommen"
Tommen (Tommen), Tyrion-Lannister (Tyrion), 1608487, "Everyone loved him. He and Tommen fought with wooden swords; I remember; but just for play."  Tyrion"
Tyrion-Lannister (Tyrion), Sansa-Stark (Sansa), 1608525, "fought with wooden swords; I remember; but just for play."  Tyrion lapsed back into moody silence. Sansa"
Sansa-Stark (Sansa), Bran (Bran), 1609264, "young to know what treason was." He rubbed his nose. "Sansa; do you know what happened to Bran"
Theon-Greyjoy (Theon-Greyjoy), Tyrion-Lannister (Tyrion), 1609448, "he fell. We always feared he would. And Theon-Greyjoy killed him; but that was later."  "Theon-Greyjoy." Tyrion"
High-Septon (High-Septon), Tyrion-Lannister (Tyrion), 1610575, "crystal and spun gold. Rainbow light flashed and shimmered every time the High-Septon moved his head; but Tyrion"
Joffrey-Baratheon (Joffrey), Margaery-Tyrell (Margaery), 1610677, "wonder how the man could bear the weight. And even he had to concede that Joffrey and Margaery"
Jaime-Lannister (Jaime), Cersei-Lannister (Cersei), 1612086, "to have seen it long ago. Jaime would never send another man to do his killing; and Cersei"
Joffrey-Baratheon (Prince-Joffrey), Sandor-Clegane (Hound), 1612360, "when hed climbed down the steep exterior steps from Winterfell library to find Prince-Joffrey jesting with the Hound"
Sandor-Clegane (Hound), Joffrey-Baratheon (Joffrey), 1612431, "jesting with the Hound about killing wolves. Send a dog to kill a wolf; he said. Even Joffrey"
Joffrey-Baratheon (Joffrey), Sandor-Clegane (Sandor-Clegane), 1612479, "a dog to kill a wolf; he said. Even Joffrey was not so foolish as to command Sandor-Clegane"
Joffrey-Baratheon (Joffrey), Eddard-Stark (Eddard-Stark), 1612509, "he said. Even Joffrey was not so foolish as to command Sandor-Clegane to slay a son of Eddard-Stark"
Sandor-Clegane (Sandor-Clegane), Eddard-Stark (Eddard-Stark), 1612509, "he said. Even Joffrey was not so foolish as to command Sandor-Clegane to slay a son of Eddard-Stark"
Eddard-Stark (Eddard-Stark), Sandor-Clegane (Hound), 1612529, "Joffrey was not so foolish as to command Sandor-Clegane to slay a son of Eddard-Stark; however; the Hound"
Eddard-Stark (Eddard-Stark), Cersei-Lannister (Cersei), 1612555, "as to command Sandor-Clegane to slay a son of Eddard-Stark; however; the Hound would have gone to Cersei"
Sandor-Clegane (Hound), Cersei-Lannister (Cersei), 1612555, "as to command Sandor-Clegane to slay a son of Eddard-Stark; however; the Hound would have gone to Cersei"
Tyrion-Lannister (Tyrion), Robert-Baratheon (Robert), 1612872, "a prince favor and a little coin. Tyrion wondered whose idea it had been to wait until Robert"
Robert-Baratheon (Robert), Bran (Bran), 1612908, "little coin. Tyrion wondered whose idea it had been to wait until Robert left Winterfell before opening Bran"
Tyrion-Lannister (Tyrion), Bran (Bran), 1612908, "little coin. Tyrion wondered whose idea it had been to wait until Robert left Winterfell before opening Bran"
Bran (Bran), Joffrey-Baratheon (Joff), 1612921, "Tyrion wondered whose idea it had been to wait until Robert left Winterfell before opening Bran throat. Joff"
Robert-Baratheon (Robert), Joffrey-Baratheon (Joff), 1612921, "Tyrion wondered whose idea it had been to wait until Robert left Winterfell before opening Bran throat. Joff"
Tyrion-Lannister (Tyrion), Joffrey-Baratheon (Joff), 1613100, "dagger had a jeweled pommel and inlaid goldwork on the blade; Tyrion seemed to recall. At least Joff"
Tyrion-Lannister (Tyrion), Robert-Baratheon (Robert), 1613350, "his son any dagger he wanted � but Tyrion guessed that the boy had just taken it. Robert"
Kevan-Lannister (Kevan), Joffrey-Baratheon (Joff), 1614687, "the other; trying to see between his father and his uncle Kevan. If the gods are just; Joff"
Joffrey-Baratheon (Joff), Sansa-Stark (Sansa), 1614750, "gods are just; Joff will make a hash of this. He made certain not to look at Sansa"
Mace-Tyrell (Mace-Tyrell), Joffrey-Baratheon (Joffrey), 1615001, "yours and let me keep a little dignity?  Mace-Tyrell removed his daughter maiden cloak tenderly; while Joffrey"
Joffrey-Baratheon (Joffrey), Tommen (Tommen), 1615057, "Mace-Tyrell removed his daughter maiden cloak tenderly; while Joffrey accepted the folded bride cloak from his brother Tommen"
Joffrey-Baratheon (Joff), Tyrion-Lannister (Tyrion), 1615406, "easily she passed from her father protection to her husband. But who will protect her from Joff? Tyrion"
Joffrey-Baratheon (Joff), Loras-Tyrell (Knight-of-Flowers), 1615439, "her father protection to her husband. But who will protect her from Joff? Tyrion glanced at the Knight-of-Flowers"
Tyrion-Lannister (Tyrion), Loras-Tyrell (Knight-of-Flowers), 1615439, "her father protection to her husband. But who will protect her from Joff? Tyrion glanced at the Knight-of-Flowers"
Loras-Tyrell (Ser-Loras), Joffrey-Baratheon (Joffrey), 1615572, "You had best keep your sword well honed; Ser-Loras.  "With this kiss I pledge my love!" Joffrey"
Joffrey-Baratheon (Joffrey), Margaery-Tyrell (Margaery), 1615613, "well honed; Ser-Loras.  "With this kiss I pledge my love!" Joffrey declared in ringing tones. When Margaery"
Loras-Tyrell (Ser-Loras), Margaery-Tyrell (Margaery), 1615613, "well honed; Ser-Loras.  "With this kiss I pledge my love!" Joffrey declared in ringing tones. When Margaery"
High-Septon (High-Septon), Joffrey-Baratheon (Joffrey), 1615772, "her long and deep. Rainbow lights danced once more about the High-Septon crown as he solemnly declared Joffrey"
High-Septon (High-Septon), Margaery-Tyrell (Margaery), 1615823, "more about the High-Septon crown as he solemnly declared Joffrey of the Houses Baratheon and Lannister and Margaery"
Joffrey-Baratheon (Joffrey), Margaery-Tyrell (Margaery), 1615823, "more about the High-Septon crown as he solemnly declared Joffrey of the Houses Baratheon and Lannister and Margaery"
Loras-Tyrell (Ser-Loras), Meryn-Trant (Ser-Meryn), 1615985, "Now let get back to the bloody castle so I can have a piss.  Ser-Loras and Ser-Meryn"
Cersei-Lannister (Queen-Cersei), Mace-Tyrell (Lord-Tyrell), 1616213, "rose petals from a basket before the king and queen. After the royal couple followed Queen-Cersei and Lord-Tyrell"
Cersei-Lannister (Queen-Cersei), Tywin-Lannister (Lord-Tywin), 1616263, "king and queen. After the royal couple followed Queen-Cersei and Lord-Tyrell; then the bride mother arm-in-arm with Lord-Tywin"
Mace-Tyrell (Lord-Tyrell), Tywin-Lannister (Lord-Tywin), 1616263, "king and queen. After the royal couple followed Queen-Cersei and Lord-Tyrell; then the bride mother arm-in-arm with Lord-Tywin"
Cersei-Lannister (Queen-Cersei), Olenna-Tyrell (Queen-of-Thorns), 1616284, "queen. After the royal couple followed Queen-Cersei and Lord-Tyrell; then the bride mother arm-in-arm with Lord-Tywin. The Queen-of-Thorns"
Mace-Tyrell (Lord-Tyrell), Olenna-Tyrell (Queen-of-Thorns), 1616284, "queen. After the royal couple followed Queen-Cersei and Lord-Tyrell; then the bride mother arm-in-arm with Lord-Tywin. The Queen-of-Thorns"
Tywin-Lannister (Lord-Tywin), Olenna-Tyrell (Queen-of-Thorns), 1616284, "queen. After the royal couple followed Queen-Cersei and Lord-Tyrell; then the bride mother arm-in-arm with Lord-Tywin. The Queen-of-Thorns"
Olenna-Tyrell (Queen-of-Thorns), Kevan-Lannister (Ser-Kevan-Lannister), 1616341, "Lord-Tyrell; then the bride mother arm-in-arm with Lord-Tywin. The Queen-of-Thorns tottered after them with one hand on Ser-Kevan-Lannister"
Tywin-Lannister (Lord-Tywin), Kevan-Lannister (Ser-Kevan-Lannister), 1616341, "Lord-Tyrell; then the bride mother arm-in-arm with Lord-Tywin. The Queen-of-Thorns tottered after them with one hand on Ser-Kevan-Lannister"
Garlan-Tyrell (Ser-Garlan-Tyrell), Tyrion-Lannister (Tyrion), 1616523, "fell. Next came Ser-Garlan-Tyrell and his lady wife; and finally it was their turn.  "My lady." Tyrion"
Garlan-Tyrell (Ser-Garlan-Tyrell), Sansa-Stark (Sansa), 1616537, "came Ser-Garlan-Tyrell and his lady wife; and finally it was their turn.  "My lady." Tyrion offered Sansa"
Tyrion-Lannister (Tyrion), Sansa-Stark (Sansa), 1616537, "came Ser-Garlan-Tyrell and his lady wife; and finally it was their turn.  "My lady." Tyrion offered Sansa"
Margaery-Tyrell (Margaery), Joffrey-Baratheon (Joffrey), 1616810, "before he reached the doors. The mob loved Margaery so much they were even willing to love Joffrey"
Joffrey-Baratheon (Joffrey), Renly-Baratheon (Renly), 1616843, "mob loved Margaery so much they were even willing to love Joffrey again. She had belonged to Renly"
Margaery-Tyrell (Margaery), Renly-Baratheon (Renly), 1616843, "mob loved Margaery so much they were even willing to love Joffrey again. She had belonged to Renly"
Tyrion-Lannister (Tyrion), Sansa-Stark (Sansa), 1617264, " They stepped out into the crisp autumn air. "I feared wed never escape;" Tyrion quipped.  Sansa"
Petyr-Baelish (Littlefinger), Joffrey-Baratheon (Joffrey), 1617641, "Id contrived some mission to take me out of the city. Littlefinger was the clever one."  Joffrey"
Joffrey-Baratheon (Joffrey), Margaery-Tyrell (Margaery), 1617654, "some mission to take me out of the city. Littlefinger was the clever one."  Joffrey and Margaery"
Petyr-Baelish (Littlefinger), Margaery-Tyrell (Margaery), 1617654, "some mission to take me out of the city. Littlefinger was the clever one."  Joffrey and Margaery"
Margaery-Tyrell (Margaery), Addam-Marbrand (Ser-Addam), 1617750, "Joffrey and Margaery stood surrounded by Kingsguard atop the steps that fronted on the broad marble plaza. Ser-Addam"
Addam-Marbrand (Ser-Addam), Baelor-the-Blessed (King-Baelor-the-Blessed), 1617835, "the broad marble plaza. Ser-Addam and his gold cloaks held back the crowd; while the statue of King-Baelor-the-Blessed"
Baelor-the-Blessed (King-Baelor-the-Blessed), Tyrion-Lannister (Tyrion), 1617875, "his gold cloaks held back the crowd; while the statue of King-Baelor-the-Blessed gazed down on them benevolently. Tyrion"
Tyrion-Lannister (Tyrion), Sansa-Stark (Sansa), 1618257, "was very warm inside the curtains. As they lurched into motion; Tyrion reclined on an elbow while Sansa"
Tyrion-Lannister (Tyrion), Joffrey-Baratheon (King-Joffrey), 1619755, "the Rock."  "Yes; my lord. As you wish."  Tyrion could hear the commons shouting out King-Joffrey"
Tyrion-Lannister (Tyrion), Sansa-Stark (Sansa), 1620300, "They passed the rest of the journey in silence. After a while; Tyrion found himself hoping that Sansa"
Margaery-Tyrell (Margaery), Joffrey-Baratheon (Joffrey), 1620632, "join you shortly." He walked off stiff-legged. Across the yard; he could hear Margaery breathless laugh as Joffrey"
Joffrey-Baratheon (Joffrey), Jaime-Lannister (Jaime), 1620703, "laugh as Joffrey swept her from the saddle. The boy will be as tall and strong as Jaime"
Jaime-Lannister (Jaime), Tyrion-Lannister (dwarf), 1620749, "will be as tall and strong as Jaime one day; he thought; and Ill still be a dwarf"
Sansa-Stark (Sansa), Shae (Shae), 1621262, " "Yes; that where we keep the bed." Sansa would be in there; dressing for the feast. Shae"
Sansa-Stark (Sansa), Podrick-Payne (Pod), 1621282, "we keep the bed." Sansa would be in there; dressing for the feast. Shae as well. "Wine; Pod"
Shae (Shae), Podrick-Payne (Pod), 1621282, "we keep the bed." Sansa would be in there; dressing for the feast. Shae as well. "Wine; Pod"
Podrick-Payne (Pod), Tyrion-Lannister (Tyrion), 1621292, "the bed." Sansa would be in there; dressing for the feast. Shae as well. "Wine; Pod."  Tyrion"
Sansa-Stark (Sansa), Tyrion-Lannister (Tyrion), 1621292, "the bed." Sansa would be in there; dressing for the feast. Shae as well. "Wine; Pod."  Tyrion"
Shae (Shae), Tyrion-Lannister (Tyrion), 1621292, "the bed." Sansa would be in there; dressing for the feast. Shae as well. "Wine; Pod."  Tyrion"
Joffrey-Baratheon (Joffrey), Stannis-Baratheon (Stannis-Baratheon), 1621860, "rule.  But who would be mad enough to contest Joffrey rule now; after what had befallen Stannis-Baratheon"
Joffrey-Baratheon (Joffrey), Robb-Stark (Robb-Stark), 1621875, "But who would be mad enough to contest Joffrey rule now; after what had befallen Stannis-Baratheon and Robb-Stark"
Stannis-Baratheon (Stannis-Baratheon), Robb-Stark (Robb-Stark), 1621875, "But who would be mad enough to contest Joffrey rule now; after what had befallen Stannis-Baratheon and Robb-Stark"
Robb-Stark (Robb-Stark), Gregor-Clegane (Ser-Gregor-Clegane), 1621981, "befallen Stannis-Baratheon and Robb-Stark? There was still fighting in the riverlands; but everywhere the coils were tightening. Ser-Gregor-Clegane"
Walder-Frey (Walder-Frey), Randyll-Tarly (Lord-Randyll-Tarly), 1622137, "Trident and seized the ruby ford; then captured Harrenhal almost effortlessly. Seagard had yielded to Black Walder-Frey; Lord-Randyll-Tarly"
Randyll-Tarly (Lord-Randyll-Tarly), Daven-Lannister (Ser-Daven-Lannister), 1622218, "effortlessly. Seagard had yielded to Black Walder-Frey; Lord-Randyll-Tarly held Maidenpool; Duskendale; and the kingsroad. In the west; Ser-Daven-Lannister"
Walder-Frey (Walder-Frey), Daven-Lannister (Ser-Daven-Lannister), 1622218, "effortlessly. Seagard had yielded to Black Walder-Frey; Lord-Randyll-Tarly held Maidenpool; Duskendale; and the kingsroad. In the west; Ser-Daven-Lannister"
Ryman-Frey (Ser-Ryman-Frey), Paxter-Redwyne (Paxter-Redwyne), 1622401, "march on Riverrun. Ser-Ryman-Frey was leading two thousand spears down from the Twins to join them. And Paxter-Redwyne"
Mace-Tyrell (Mace-Tyrell), Tywin-Lannister (Lord-Tywin), 1622725, "War of the Five Kings was all but at an end. Mace-Tyrell had been heard complaining that Lord-Tywin"
Mace-Tyrell (Mace-Tyrell), Podrick-Payne (Pod), 1622772, "end. Mace-Tyrell had been heard complaining that Lord-Tywin had left no victories for him.  "My lord?" Pod"
Tywin-Lannister (Lord-Tywin), Podrick-Payne (Pod), 1622772, "end. Mace-Tyrell had been heard complaining that Lord-Tywin had left no victories for him.  "My lord?" Pod"
Tyrion-Lannister (Tyrion), Podrick-Payne (Pod), 1622935, "On your bed. For the feast."  "Feast?" said Tyrion sourly. "What feast?"  "The wedding feast." Pod"
Podrick-Payne (Pod), Joffrey-Baratheon (King-Joffrey), 1622980, " "Feast?" said Tyrion sourly. "What feast?"  "The wedding feast." Pod missed the sarcasm; of course. "King-Joffrey"
Tyrion-Lannister (Tyrion), Joffrey-Baratheon (King-Joffrey), 1622980, " "Feast?" said Tyrion sourly. "What feast?"  "The wedding feast." Pod missed the sarcasm; of course. "King-Joffrey"
Joffrey-Baratheon (King-Joffrey), Margaery-Tyrell (Lady-Margaery), 1622998, "said Tyrion sourly. "What feast?"  "The wedding feast." Pod missed the sarcasm; of course. "King-Joffrey and Lady-Margaery"
Podrick-Payne (Pod), Margaery-Tyrell (Lady-Margaery), 1622998, "said Tyrion sourly. "What feast?"  "The wedding feast." Pod missed the sarcasm; of course. "King-Joffrey and Lady-Margaery"
Tyrion-Lannister (Tyrion), Margaery-Tyrell (Lady-Margaery), 1622998, "said Tyrion sourly. "What feast?"  "The wedding feast." Pod missed the sarcasm; of course. "King-Joffrey and Lady-Margaery"
Joffrey-Baratheon (King-Joffrey), Tyrion-Lannister (Tyrion), 1623032, " "The wedding feast." Pod missed the sarcasm; of course. "King-Joffrey and Lady-Margaery. Queen-Margaery; I mean."  Tyrion"
Margaery-Tyrell (Queen-Margaery), Tyrion-Lannister (Tyrion), 1623032, " "The wedding feast." Pod missed the sarcasm; of course. "King-Joffrey and Lady-Margaery. Queen-Margaery; I mean."  Tyrion"
Podrick-Payne (Pod), Tyrion-Lannister (Tyrion), 1623032, " "The wedding feast." Pod missed the sarcasm; of course. "King-Joffrey and Lady-Margaery. Queen-Margaery; I mean."  Tyrion"
Margaery-Tyrell (Queen-Margaery), Podrick-Payne (Podrick), 1623100, "and Lady-Margaery. Queen-Margaery; I mean."  Tyrion resolved to get very; very drunk tonight. "Very well; young Podrick"
Tyrion-Lannister (Tyrion), Podrick-Payne (Podrick), 1623100, "and Lady-Margaery. Queen-Margaery; I mean."  Tyrion resolved to get very; very drunk tonight. "Very well; young Podrick"
Podrick-Payne (Podrick), Shae (Shae), 1623135, "to get very; very drunk tonight. "Very well; young Podrick; let us go make me festive."  Shae"
Podrick-Payne (Podrick), Sansa-Stark (Sansa), 1623153, "very drunk tonight. "Very well; young Podrick; let us go make me festive."  Shae was helping Sansa"
Shae (Shae), Sansa-Stark (Sansa), 1623153, "very drunk tonight. "Very well; young Podrick; let us go make me festive."  Shae was helping Sansa"
Tyrion-Lannister (Tyrion), Sansa-Stark (Sansa), 1624697, "Others were milling in front of the doors; enjoying the unseasonable warmth of the afternoon. Tyrion led Sansa"
Gyles (Lord-Gyles), Elinor-Tyrell (Elinor-Tyrell), 1624880, "at this; he thought; as he watched her tell Lord-Gyles that his cough was sounding better; compliment Elinor-Tyrell"
Lancel (Ser-Lancel), Kevan-Lannister (Ser-Kevan), 1625019, "Jalabhar Xho about wedding customs in the Summer Isles. His cousin Ser-Lancel had been brought down by Ser-Kevan"
Kevan-Lannister (Ser-Kevan), Lancel (Lancel), 1625099, "brought down by Ser-Kevan; the first time hed left his sickbed since the battle. He looks ghastly. Lancel"
Lancel (Lancel), Kevan-Lannister (Ser-Kevan), 1625357, "his valor and said how good it was to see him getting strong again; both Lancel and Ser-Kevan"
Kevan-Lannister (Ser-Kevan), Joffrey-Baratheon (Joffrey), 1625393, "it was to see him getting strong again; both Lancel and Ser-Kevan beamed. She would have made Joffrey"
Lancel (Lancel), Joffrey-Baratheon (Joffrey), 1625393, "it was to see him getting strong again; both Lancel and Ser-Kevan beamed. She would have made Joffrey"
Olenna-Tyrell (Lady-Olenna-Tyrell), Sansa-Stark (Sansa), 1625583, "if his nephew was capable of loving anyone.  "You do look quite exquisite; child;" Lady-Olenna-Tyrell told Sansa"
Sansa-Stark (Sansa), Olenna-Tyrell (Lady-Olenna), 1626560, ""You are too kind; my lady;" said Sansa; "but my place is with my lord husband."  Lady-Olenna"
Olenna-Tyrell (Lady-Olenna), Tyrion-Lannister (Tyrion), 1626572, "too kind; my lady;" said Sansa; "but my place is with my lord husband."  Lady-Olenna gave Tyrion"
Sansa-Stark (Sansa), Tyrion-Lannister (Tyrion), 1626572, "too kind; my lady;" said Sansa; "but my place is with my lord husband."  Lady-Olenna gave Tyrion"
Tyrion-Lannister (Tyrion), Sansa-Stark (Sansa), 1628242, "was packed with musicians; drummers and pipers and fiddlers; strings and horns and skins.  Tyrion clutched Sansa"
Olenna-Tyrell (Queen-of-Thorns), Tyrion-Lannister (Tyrion), 1628649, "not hide myself for their sake. The Queen-of-Thorns followed them in; shuffling along with tiny little steps. Tyrion"
Tyrion-Lannister (Tyrion), Sansa-Stark (Sansa), 1628707, "in; shuffling along with tiny little steps. Tyrion wondered which of them looked more absurd; him with Sansa"
Sansa-Stark (Sansa), Joffrey-Baratheon (Joffrey), 1628788, "looked more absurd; him with Sansa or the wizened little woman between her seven-foot-tall twin guardsmen.  Joffrey"
Joffrey-Baratheon (Joffrey), Margaery-Tyrell (Margaery), 1628801, "absurd; him with Sansa or the wizened little woman between her seven-foot-tall twin guardsmen.  Joffrey and Margaery"
Sansa-Stark (Sansa), Margaery-Tyrell (Margaery), 1628801, "absurd; him with Sansa or the wizened little woman between her seven-foot-tall twin guardsmen.  Joffrey and Margaery"
Cersei-Lannister (Cersei), Margaery-Tyrell (Margaery), 1629789, "for the occasion in long silk streamers of Baratheon gold; Lannister crimson; and Tyrell green. Cersei embraced Margaery"
Cersei-Lannister (Cersei), Tywin-Lannister (Lord-Tywin), 1629823, "silk streamers of Baratheon gold; Lannister crimson; and Tyrell green. Cersei embraced Margaery and kissed her cheeks. Lord-Tywin"
Margaery-Tyrell (Margaery), Tywin-Lannister (Lord-Tywin), 1629823, "silk streamers of Baratheon gold; Lannister crimson; and Tyrell green. Cersei embraced Margaery and kissed her cheeks. Lord-Tywin"
Cersei-Lannister (Cersei), Lancel (Lancel), 1629853, "crimson; and Tyrell green. Cersei embraced Margaery and kissed her cheeks. Lord-Tywin did the same; and then Lancel"
Margaery-Tyrell (Margaery), Lancel (Lancel), 1629853, "crimson; and Tyrell green. Cersei embraced Margaery and kissed her cheeks. Lord-Tywin did the same; and then Lancel"
Tywin-Lannister (Lord-Tywin), Lancel (Lancel), 1629853, "crimson; and Tyrell green. Cersei embraced Margaery and kissed her cheeks. Lord-Tywin did the same; and then Lancel"
Cersei-Lannister (Cersei), Kevan-Lannister (Ser-Kevan), 1629867, "Tyrell green. Cersei embraced Margaery and kissed her cheeks. Lord-Tywin did the same; and then Lancel and Ser-Kevan"
Lancel (Lancel), Kevan-Lannister (Ser-Kevan), 1629867, "Tyrell green. Cersei embraced Margaery and kissed her cheeks. Lord-Tywin did the same; and then Lancel and Ser-Kevan"
Margaery-Tyrell (Margaery), Kevan-Lannister (Ser-Kevan), 1629867, "Tyrell green. Cersei embraced Margaery and kissed her cheeks. Lord-Tywin did the same; and then Lancel and Ser-Kevan"
Tywin-Lannister (Lord-Tywin), Kevan-Lannister (Ser-Kevan), 1629867, "Tyrell green. Cersei embraced Margaery and kissed her cheeks. Lord-Tywin did the same; and then Lancel and Ser-Kevan"
Kevan-Lannister (Ser-Kevan), Joffrey-Baratheon (Joffrey), 1629876, "green. Cersei embraced Margaery and kissed her cheeks. Lord-Tywin did the same; and then Lancel and Ser-Kevan. Joffrey"
Lancel (Lancel), Joffrey-Baratheon (Joffrey), 1629876, "green. Cersei embraced Margaery and kissed her cheeks. Lord-Tywin did the same; and then Lancel and Ser-Kevan. Joffrey"
Margaery-Tyrell (Margaery), Joffrey-Baratheon (Joffrey), 1629876, "green. Cersei embraced Margaery and kissed her cheeks. Lord-Tywin did the same; and then Lancel and Ser-Kevan. Joffrey"
Tywin-Lannister (Lord-Tywin), Joffrey-Baratheon (Joffrey), 1629876, "green. Cersei embraced Margaery and kissed her cheeks. Lord-Tywin did the same; and then Lancel and Ser-Kevan. Joffrey"
Joffrey-Baratheon (Joffrey), Loras-Tyrell (Loras), 1629953, "then Lancel and Ser-Kevan. Joffrey received loving kisses from the bride father and his two new brothers; Loras"
Kevan-Lannister (Ser-Kevan), Loras-Tyrell (Loras), 1629953, "then Lancel and Ser-Kevan. Joffrey received loving kisses from the bride father and his two new brothers; Loras"
Joffrey-Baratheon (Joffrey), Garlan-Tyrell (Garlan), 1629964, "and Ser-Kevan. Joffrey received loving kisses from the bride father and his two new brothers; Loras and Garlan"
Loras-Tyrell (Loras), Garlan-Tyrell (Garlan), 1629964, "and Ser-Kevan. Joffrey received loving kisses from the bride father and his two new brothers; Loras and Garlan"
Garlan-Tyrell (Garlan), Tyrion-Lannister (Tyrion), 1630012, "and his two new brothers; Loras and Garlan. No one seemed in any great rush to kiss Tyrion"
Loras-Tyrell (Loras), Tyrion-Lannister (Tyrion), 1630012, "and his two new brothers; Loras and Garlan. No one seemed in any great rush to kiss Tyrion"
Tyrion-Lannister (Tyrion), High-Septon (High-Septon), 1630076, "in any great rush to kiss Tyrion. When the king and queen had taken their seats; the High-Septon"
Tyrion-Lannister (Tyrion), Sansa-Stark (Sansa), 1630191, "least he does not drone as badly as the last one; Tyrion consoled himself.  He and Sansa"
Sansa-Stark (Sansa), Garlan-Tyrell (Ser-Garlan-Tyrell), 1630255, "one; Tyrion consoled himself.  He and Sansa had been seated far to the king right; beside Ser-Garlan-Tyrell"
Tyrion-Lannister (Tyrion), Garlan-Tyrell (Ser-Garlan-Tyrell), 1630255, "one; Tyrion consoled himself.  He and Sansa had been seated far to the king right; beside Ser-Garlan-Tyrell"
Garlan-Tyrell (Ser-Garlan-Tyrell), Leonette (Lady-Leonette), 1630287, "He and Sansa had been seated far to the king right; beside Ser-Garlan-Tyrell and his wife; the Lady-Leonette"
Sansa-Stark (Sansa), Leonette (Lady-Leonette), 1630287, "He and Sansa had been seated far to the king right; beside Ser-Garlan-Tyrell and his wife; the Lady-Leonette"
Garlan-Tyrell (Ser-Garlan-Tyrell), Joffrey-Baratheon (Joffrey), 1630325, "to the king right; beside Ser-Garlan-Tyrell and his wife; the Lady-Leonette. A dozen others sat closer to Joffrey"
Leonette (Lady-Leonette), Joffrey-Baratheon (Joffrey), 1630325, "to the king right; beside Ser-Garlan-Tyrell and his wife; the Lady-Leonette. A dozen others sat closer to Joffrey"
Margaery-Tyrell (Margaery), Tyrion-Lannister (Tyrion-Lannister), 1630975, "To the queen-Margaery!" A thousand cups rang together; and the wedding feast was well and truly begun. Tyrion-Lannister"
Joffrey-Baratheon (Joffrey), Margaery-Tyrell (Margaery), 1631845, "table to where Joffrey sat with his Tyrell queen.  Does she wish it were her in Margaery"
