Donal-Noye,Donal-Noye,Donal,Noye,,,,,,,,,,,,
Doran-Martell,Doran-Martell,Prince-Doran,Doran,the-Prince-of-Dorne,,,,,,,,,,,
Drogo,Khal-Drogo,Drogo,,,,,,,,,,,,,
Dywen,Dywen,,,,,,,,,,,,,,
Eddard-Stark,Eddard-Stark-of-Winterfell,Lord-Eddard-Stark,Eddard-Stark,Lord-Eddard,Lord-Stark,Ned-Stark,Eddard,Ned,,,,,,,
Eddison-Tollett,Dolorous-Edd-Tollett,Dolorous-Edd,Edd-Tollett,Dolorous,Tollett,Edd,,,,,,,,,
Elia-Martell,Princess-Elia-of-Dorne,Princess-Elia,Elia-of-Dorne,Elia,,,,,,,,,,,
Ellaria-Sand,Ellaria-Sand,Ellaria,,,,,,,,,,,,,
Emmett,Iron-Emmett,Emmett,,,,,,,,,,,,,
Erik-Ironmaker,Erik-Ironmaker,Erik,Anvil-Breaker,,,,,,,,,,,,
Euron-Greyjoy,Euron-Greyjoy,Euron-Crows-Eye,Euron,,,,,,,,,,,,
Faezhar-zo-Faez,Rabbit,rabbit-toothed-lord,Faezhar-zo-Faez,,,,,,,,,,,,
Franklyn-Flowers,Ser-Franklyn-Flowers,Franklyn-Flowers,Ser-Franklyn,Franklyn,,,,,,,,,,,
Galazza-Galare,Galazza-Galare,Galazza,Green-Grace,,,,,,,,,,,,
Galbart-Glover,Galbart-Glover,Galbart,,,,,,,,,,,,,
Garth-(Wolfs-Den),Garth,,,,,,,,,,,,,,
Garth-Greyfeather,Garth-Greyfeather,Garth-Greyfeather,Greyfeather,,,,,,,,,,,,
Garth-Tyrell,Lord-Seneschal-of-Highgarden,Lord-Seneschal,Garth-the-Gross,Garth-Tyrell,,,,,,,,,,,
Gerion-Lannister,Gerion-Lannister,Gerion,,,,,,,,,,,,,
Gerold-Dayne,Gerold-Dayne,Ser-Gerold,Gerold,Darkstar,,,,,,,,,,,
Gerrick-Kingsblood,Gerrick-Kingsblood,Kingsblood,Gerrick,,,,,,,,,,,,
Gerris-Drinkwater,Ser-Gerris-Drinkwater,Gerris-Drinkwater,Ser-Gerris,Gerris,Drink,Dornish-Gerrold,,,,,,,,,
Ghael,Lord-Ghael,Ghael,,,,,,,,,,,,,
Ghazdor-zo-Ahlaq,Ghazdor-the-Great-hearted,Lord-Wobblecheeks,Great-hearted,Wobblecheeks,Ghazdor,,,,,,,,,,
Gilly,Gilly,,,,,,,,,,,,,,
Glendon-Hewett,Glendon-Hewett,Lord-Hewett,Ser-Glendon,Glendon,Hewett,,,,,,,,,,
Godric-Borrell,Lord-of-Sweetsister,Godric-Borrell,Lord-Borrell,Lord-Godric,Godric,,,,,,,,,,
Godry-Farring,Ser-Godry-the-Giantslayer,Godry-the-Giantslayer,Godry-Giantslayer,Ser-Godry-Farring,Godry-Farring,Giantslayer,Ser-Godry,Godry,,,,,,,
Goghor-the-Giant,Goghor-the-Giant,Goghor,,,,,,,,,,,,,
Grazdan-mo-Eraz,Grazdan-mo-Eraz,,,,,,,,,,,,,,
Grazdan-zo-Galare,Grazdan-zo-Galare,,,,,,,,,,,,,,
Gregor-Clegane,Ser-Gregor-Clegane,Gregor-Clegane,Ser-Gregor,Mountain,Gregor,,,,,,,,,,
Grenn,Grenn,,,,,,,,,,,,,,
Grey-Worm,Grey-Worm,Worm,eunuch-Worm,,,,,,,,,,,,
Grimtongue,Grimtongue,,,,,,,,,,,,,,
Groleo,Admiral-Groleo,Groleo,,,,,,,,,,,,,
Grunt,Grunt,,,,,,,,,,,,,,
Hagen,Hagen-the-Horn,Hagen,,,,,,,,,,,,,
Haggon,Haggon,,,,,,,,,,,,,,
Haldon,Haldon-Halfmaester,Haldon,,,,,,,,,,,,,
Harmune,Maester-Harmune-of-Eastwatch,Maester-Harmune,Harmune,,,,,,,,,,,,
Harrion-Karstark,Harrion-Karstark,Harrion,,,,,,,,,,,,,
Harry-Merrell,Hot-Harry-Merrell,Harry-Merrell,,,,,,,,,,,,,
Harry-Strickland,Homeless-Harry-Strickland,Ser-Harry-Strickland,Harry-Strickland,Homeless-Harry,Harry,,,,,,,,,,
Harwood-Fell,Lord-Harwood-Fell,Harwood-Fell,Lord-Harwood,,,,,,,,,,,,
Harwood-Stout,Harwood-Stout,Lord-Stout,,,,,,,,,,,,,
Harys-Swyft,Ser-Harys-Swyft,Harys-Swyft,Ser-Harys,Harys,,,,,,,,,,,
High-Sparrow,High-Septon,High-Sparrow,High-Holiness,Holiness,,,,,,,,,,,
Hizdahr-zo-Loraq,King-Hizdahr-zo-Loraq,Great-Master-Hizdahr,Hizdahr-zo-Loraq,King-Hizdahr,Hizdahr,king-Hizdahr,,,,,,,,,
Hobb,Three-Finger-Hobb,Three-Finger,Hobb,,,,,,,,,,,,
Hodor,Hodor,,,,,,,,,,,,,,
Holly,Holly,,,,,,,,,,,,,,
Hosteen-Frey,Ser-Hosteen-Frey,Hosteen-Frey,Ser-Hosteen,Hosteen,,,,,,,,,,,
Hoster-Blackwood,Hoster-Blackwood,Hoster,Hos,,,,,,,,,,,,
Hother-Umber,Whoresbane-Umber,Old-Whoresbane,Hother-Umber,Whoresbane,Hother,,,,,,,,,,
Hugh-Hungerford,Hugh-Hungerford,Hungerford,Hugh,,,,,,,,,,,,
Illyrio-Mopatis,Illyrio-Mopatis,Mopatis,Magister-Illyrio,Illyrio,,,,,,,,,,,
Ilyn-Payne,Ser-Ilyn-Payne,Ilyn-Payne,Ser-Ilyn,Ilyn,,,,,,,,,,,
Irri,Irri,,,,,,,,,,,,,,
Jaehaerys-I-Targaryen,Jaehaerys-the-Conciliator,Jaehaerys-the-Wise,King-Jaehaerys,Conciliator,Jaehaerys,,,,,,,,,,
Jaehaerys-II-Targaryen,Jaehaerys-Aegon-V,,,,,,,,,,,,,,
Jaime-Lannister,Jaime-Lannister,Jaime,Kingslayer,Lord-Commander-Jaime,,,,,,,,,,,
Janos-Slynt,Lord-Janos-Slynt,Janos-Slynt,Lord-Slynt,Lord-Janos,Janos,,,,,,,,,,
Jeor-Mormont,Lord-Commander-Mormont,Lord-Mormont,Jeor-Mormont,Old-Bear,Lord-Commander-Mormont,,,,,,,,,,
Jeyne-Poole,Jeyne-Poole,Poole,Jeyne,false-Arya,false-Lady-Arya,,,,,,,,,,
Jhiqui,Jhiqui,,,,,,,,,,,,,,
Jhogo,Jhogo,,,,,,,,,,,,,,
Joffrey-Baratheon,Joffrey,Joff,Young-Usurper,king-Joffrey,,,,,,,,,,,
Jojen-Reed,Jojen-Reed,Jojen,,,,,,,,,,,,,
Jon-Arryn,Jon-Arryn,,,,,,,,,,,,,,
Jon-Connington,Lord-Jon-Connington,Lord-Connington,Lord-of-Griffin,Jon-Connington,Lord-Jon,Griff,JonC,,,,,,,,
Jon-Snow,Lord-Crow,Lord-Snow,Jon-Snow,Jon,Lord-Commander,Lord-of-Winterfell-Jon,Warden-of-the-North-Jon,,,,,,,,
Jonos-Bracken,Lord-Jonos-Bracken,Jonos-Bracken,Lord-Bracken,Lord-Jonos,Jonos,,,,,,,,,,
Jorah-Mormont,Ser-Jorah-Mormont,Jorah-Mormont,Ser-Jorah,Jorah,,,,,,,,,,,
Justin-Massey,Ser-Justin-Massey,Justin-Massey,Ser-Justin,Justin,,,,,,,,,,,
Kasporio,Kasporio-the-Cunning,Kasporio-the-Cunt,Kasporio,,,,,,,,,,,,
Kedry,Maester-Kedry,Kedry,,,,,,,,,,,,,
Kerwin,Maester-Kerwin,Kerwin,,,,,,,,,,,,,
Kevan-Lannister,Ser-Kevan-Lannister,Kevan-Lannister,Ser-Kevan,Kevan,,,,,,,,,,,
Khrazz,Khrazz,,,,,,,,,,,,,,
Kindly-man,the-kindly-man,The-kindly-man,,,,,,,,,,,,,
Kyra,Kyra,,,,,,,,,,,,,,
Lancel-Lannister,Lancel-Lannister,Ser-Lancel,Lancel,,,,,,,,,,,,
Leaf,Leaf,,,,,,,,,,,,,,
Lemore,Septa-Lemore,Lady-Lemore,Lemore,,,,,,,,,,,,
Leona-Woolfield,Lady-Leona,Leona,,,,,,,,,,,,,
Lewyn-Martell,Lewyn-Martell,Prince-Lewyn,Lewyn,,,,,,,,,,,,
Longwater-Pyke,Longwater-Pyke,,,,,,,,,,,,,,
Loras-Tyrell,Knight-of-Flowers,Loras-Tyrell,Ser-Loras,Loras,,,,,,,,,,,
Lorren,Lorren-Longaxe,Longaxe,Lorren,,,,,,,,,,,,
Luwin,Maester-Luwin,Luwin,,,,,,,,,,,,,
Lyanna-Mormont,Lyanna-Mormont,Lyanna,,,,,,,,,,,,,
Lyanna-Stark,Lyanna-Stark-of-Winterfell,Lady-Lyanna,Lyanna-Stark,,,,,,,,,,,,
Lysa-Arryn,Lady-of-the-Eyrie,Lady-Arryn,Lysa-Arryn,Lysa,,,,,,,,,,,
Mace-Tyrell,Lord-Mace-Tyrell,Mace-Tyrell,Lord-Tyrell,Mace,Kings-Hand-Mace,,,,,,,,,,
Maege-Mormont,Maege-Mormont,Lady-Maege,Maege,,,,,,,,,,,,
Maegor-I-Targaryen,Maegor-the-Cruel,King-Maegor,Maegor,,,,,,,,,,,,
Malegorn,Ser-Malegorn-of-Redpool,Ser-Malegorn,Malegorn,,,,,,,,,,,,
Mance-Rayder,Mance-Rayder,Rayder,Mance,Abel,unburnt-king,King-Beyond-the-Wall,wildling-king,,,,,,,,
Margaery-Tyrell,Margaery-Tyrell,Queen-Margaery,Margaery,queen-Margaery,,,,,,,,,,,
Marghaz-zo-Loraq,Marghaz-zo-Loraq,Marghaz,,,,,,,,,,,,,
Marlon-Manderly,Ser-Marlon-Manderly,Marlon-Manderly,Ser-Marlon,Marlon,,,,,,,,,,,
Marselen,Marselen,,,,,,,,,,,,,,
Meera-Reed,Meera-Reed,Meera,,,,,,,,,,,,,
Melisandre,Melisandre-of-Asshai,Lady-Melisandre,Melisandre,Lady-Red,red-priestess,red-woman,,,,,,,,,
Meris,Pretty-Meris,Meris,,,,,,,,,,,,,
Meryn-Trant,Ser-Meryn-Trant,Meryn-Trant,Ser-Meryn,Meryn,,,,,,,,,,,
Mikken,Mikken,,,,,,,,,,,,,,
Missandei,Missandei,,,,,,,,,,,,,,
Moelle,Septa-Moelle,Moelle,,,,,,,,,,,,,
Moqorro,Moqorro,red-priest-Moqorro,Black-Flame,,,,,,,,,,,,
Morgan-Liddle,Morgan-Liddle,Middle-Liddle,Morgan,Middle,,,,,,,,,,,
Morghar-zo-Zherzyn,Morghar-zo-Zherzyn,Drunken-Conquerer,,,,,,,,,,,,,
Mors-Umber,Crowfood-Umber,Mors-Crowfood,Mors-Umber,Crowfood,Mors,,,,,,,,,,
Mully,Mully,,,,,,,,,,,,,,
Munkun,Maester-Munkun,Grand-Maester-Munkun,Munkun,,,,,,,,,,,,
Myles-(Maester),maester-Myles,Maester-Myles,,,,,,,,,,,,,
Myles-Toyne,Ser-Myles-Toyne,Myles-Toyne,Blackheart,Myles,,,,,,,,,,,
Myrcella-Baratheon,Myrcella-Baratheon,Princess-Myrcella,Myrcella,,,,,,,,,,,,
Nan,Old-Nan,Nan,,,,,,,,,,,,,
Narbert,Ser-Narbert,Narbert,,,,,,,,,,,,,
Nurse,Nurse,,,,,,,,,,,,,,
Nyessos-Vhassar,Triarch-Nyessos,Nyessos-Vhassar,Nyessos,,,,,,,,,,,,
Nymeria,Nymeria,,,,,,,,,,,,,,
Nymeria-Sand,Lady-Nym,Nymeria-Sand,,,,,,,,,,,,,
Obara-Sand,Obara-Sand,Obara,,,,,,,,,,,,,
Orson-Stone,Ser-Orson-Stone,Orson-Stone,Ser-Orson,Orson,,,,,,,,,,,
Osmund-Kettleblack,Osmund-Kettleblack,Osmund,,,,,,,,,,,,,
Osney-Kettleblack,Ser-Osney-Kettleblack,Osney-Kettleblack,Ser-Osney,Osney,,,,,,,,,,,
Othell-Yarwyck,First-Builder-Othell-Yarwyck,Othell-Yarwyck,Yarwyck,Othell,First-Builder,,,,,,,,,,
Owen,Owen-the-Oaf,Owen,Oaf,,,,,,,,,,,,
Patchface,Patchface,,,,,,,,,,,,,,
Patrek-of-Kings-Mountain,Ser-Patrek-of-Kings-Mountain,Ser-Patrek,Patrek,,,,,,,,,,,,
Paxter-Redwyne,Lord-of-the-Arbor,Paxter-Redwyne,Lord-Redwyne,Paxter,,,,,,,,,,,
Penny,Penny,dwarf-girl,dwarf-girl,Lady-Imp,,,,,,,,,,,
Petyr-Baelish,Lord-Littlefinger,Petyr-Baelish,Littlefinger,Baelish,Petyr,,,,,,,,,,
Pono,Khal-Pono,Ko-Pono,Pono,,,,,,,,,,,,
Pycelle,Grand-Maester-Pycelle,Maester-Pycelle,Grand-Maester,Pycelle,,,,,,,,,,,
Pynto,Pynto,,,,,,,,,,,,,,
Qavo-Nogarys,Qavo-Nogarys,Nogarys,Qavo,,,,,,,,,,,,
Qezza,Qezza,,,,,,,,,,,,,,
Qhorin-Halfhand,Qhorin-Halfhand,Halfhand,Qhorin,,,,,,,,,,,,
Quenton-Greyjoy,Quenton-Greyjoy,Quenton,,,,,,,,,,,,,
Quentyn-Martell,Quentyn-Martell,Prince-Quentyn,Prince-Frog,Quentyn,Frog,dragonrider,,,,,,,,,
Qyburn,Lord-Qyburn,Qyburn,,,,,,,,,,,,,
Rakharo,Rakharo,,,,,,,,,,,,,,
Ralf-(Limper),Ralf-the-Limper,,,,,,,,,,,,,,
Ralf-Kenning,Ralf-Kenning,,,,,,,,,,,,,,
Ralf-Stonehouse,Red-Ralf-Stonehouse,Red-Ralf,,,,,,,,,,,,,
Ramsay-Snow,Ramsay-Bolton,Lord-Ramsay,Ramsay-Snow,Ramsay,Bastard-of-Bolton,Lord-of-Winterfell,Warden-of-the-North,,,,,,,,
Randyll-Tarly,Lord-Randyll-Tarly,Randyll-Tarly,Lord-Randyll,Lord-Tarly,Randyll,,,,,,,,,,
Rattleshirt,Lord-of-Bones,Rattleshirt,,,,,,,,,,,,,
Raymun-Redbeard,Raymun-Redbeard,Raymun,King-Beyond-the-Wall-Raymun,,,,,,,,,,,,
Reznak-mo-Reznak,Reznak-mo-Reznak,,,,,,,,,,,,,,
Rhaegar-Frey,Rhaegar-Frey,,,,,,,,,,,,,,
Rhaegar-Targaryen,Rhaegar-Targaryen,Prince-Rhaegar,Rhaegar,Prince of Dragonstone,,,,,,,,,,,
Rhaenys-Targaryen,Princess-Rhaenys,Rhaenys-Targaryen,Rhaenys,,,,,,,,,,,,
Richard-Horpe,Ser-Richard-Horpe,Richard-Horpe,Ser-Richard,Richard,,,,,,,,,,,
Rickard-Karstark,Rickard-Karstark,Lord-Karstark,Lord-Rickard,,,,,,,,,,,,
Rickon-Stark,Rickon,Rickon-Stark,,,,,,,,,,,,,
Robb-Stark,Robb-Stark,King-Robb,Robb,Lord-Robb-Stark,Young-Wolf,king-Robb,,,,,,,,,
Robert-Baratheon,Robert-Baratheon,King-Robert,Usurper,Robert,king-Robert,,,,,,,,,,
Robert-Strong,Robert-Strong,Ser-Robert,Ser-Robert-Strong,slient-giant,,,,,,,,,,,
Robett-Glover,Robett-Glover,Robett,,,,,,,,,,,,,
Robin-Peasebury,Lord-Peasebury,Peasebury,,,,,,,,,,,,,
Rodrik-Cassel,Rodrik-Cassel,Ser-Rodrik,,,,,,,,,,,,,
Rodrik-Harlaw,Rodrik-Harlaw,Lord-Rodrik,Rodrik-the-Reader,,,,,,,,,,,,
Roger-Ryswell,Roger-Ryswell,Roger,,,,,,,,,,,,,
Rolfe-the-Dwarf,Rolfe-the-Dwarf,,,,,,,,,,,,,,
Rolly-Duckfield,Ser-Rolly-Duckfield,Rolly-Duckfield,Ser-Rolly,Ser-Duck,Rolly,Duck,big-man-Duck,,,,,,,,
Ronald-Connington,Ronald-Connington,Ser-Ronald,Knight-of-Griffins-Roost-Ronald,Ronald,,,,,,,,,,,
Ronald-Storm,Ronald-Storm,,,,,,,,,,,,,,
Ronnet-Connington,Ronnet-Connington,Ser-Ronnet,Red-Ronnet,Ronnet,Knight-of-Griffins-Roost,,,,,,,,,,
Roose-Bolton,Lord-of-the-Dreadfort,Roose-Bolton,Lord-Bolton,Lord-Roose,,,,,,,,,,,
Rory,Rory,,,,,,,,,,,,,,
Rowan,Rowan,,,,,,,,,,,,,,
Salladhor-Saan,Salladhor-the-Splendid,Salladhor-the-Smashed,Salladhor-the-Beggar,Salladhor-Saan,Salladhor,Salla,,,,,,,,,
Samwell-Tarly,Sam-the-Slayer,Sam-the-Scared,Samwell-Tarly,Sam-Tarly,Samwell,Slayer,Sam,,,,,,,,
Sandor-Clegane,Sandor-Clegane,Sandor,Hound,,,,,,,,,,,,
Sansa-Stark,Lady-Lannister,Sansa-Stark,Lady-Sansa,Sansa,,,,,,,,,,,
Scolera,Septa-Scolera,Scolera,,,,,,,,,,,,,
Selyse-Florent,Selyse-Baratheon,Queen-Selyse,Selyse,the-queen-Selyse,The-queen-Selyse,Selyse-Florent,,,,,,,,,
Shae,Shae,,,,,,,,,,,,,,
Shireen-Baratheon,Princess-Shireen,Shireen,,,,,,,,,,,,,
Sigorn,Sigorn,Magnar-of-Thenn,,,,,,,,,,,,,
Skahaz-mo-Kandaq,Skahaz-mo-Kandaq,Skahaz-Shavepate,Shavepate,Skahaz,,,,,,,,,,,
Skinner,Skinner,,,,,,,,,,,,,,
Sour-Alyn,Sour-Alyn,Sour-Alyn,,,,,,,,,,,,,
Spotted-Cat,Spotted-Cat,Spotted-Cat,,,,,,,,,,,,,
Squirrel,Squirrel,,,,,,,,,,,,,,
Stalwart-Shield,Stalwart-Shield,eunuch-Shield,,,,,,,,,,,,,
Stannis-Baratheon,Lord-Stannis-Baratheon,Lord-of-Dragonstone,Stannis-Baratheon,Lord-Stannis,King-Stannis,Stannis,king-Stannis,,,,,,,,
Steelskin,Steelskin,,,,,,,,,,,,,,
Sybelle-Glover,Sybelle-Glover,Lady-Sybelle,Lady-Glover,Sybelle,,,,,,,,,,,
Symon-Stripeback,Symon-Stripeback,Symon,,,,,,,,,,,,,
Tattered-Prince,Tattered-Prince,Old-Rags,Tattered,Rags-and-Tatters,Tatters,Rags,,,,,,,,,
Theomore,Maester-Theomore,Theomore,,,,,,,,,,,,,
Theon-Greyjoy,Theon-the-Clever,Theon-Turncloak,Theon-Kinslayer,Theon-Greyjoy,Theon-Stark,Theon,Reek,Lord-of-the-Iron-Islands,,,,,,,
Thistle,Thistle,,,,,,,,,,,,,,
Tommen-Baratheon,King-Tommen,Tommen-Lannister,King-Tommen,Tommen,king-Tommen,,,,,,,,,,
Torgon-Greyiron,Torgon-the-Latecomer,Torgon-Greyiron,Greyiron,Torgon,,,,,,,,,,,
Torrhen-Stark,Torrhen-Stark,Torrhen,King-Who-Knelt,,,,,,,,,,,,
Triarch-Malaquo,Triarch-Malaquo,Malaquo,,,,,,,,,,,,,
Tristifer-Botley,Tris-Botley,Tris,Tristifer-Botley,Tristifer,,,,,,,,,,,
Trystane-Martell,Prince-Trystane,Trystane,Trystane-Martell,,,,,,,,,,,,
Tycho-Nestoris,Tycho-Nestoris,Lord-Tycho,Nestoris,Tycho,Braavosi-Tyhco,Braavosi-banker,Braavosi-banker,,,,,,,,
