Arthur-Dayne,Ser-Arthur-Dayne,Arthur-Dayne,Arthur,Sword-of-the-Morning,,,,,,,,,,,
Artos-Stark,Artos-Stark,Artos-the-Implacable,,,,,,,,,,,,,
Arwyn-Oakheart,Lady-Arwyn-Oakheart,Arwyn-Oakheart,Lady-Oakheart,,,,,,,,,,,,
Arya-Stark,Lumpyhead-Lumpyface-Stickboy,Lumpyface-Lumpyhead-Rabbitkiller,Lumpyhead-Rabbitkiller,Arya-Underfoot,Lumpyface-Stickboy,Lumpyface,Lumpyhead,Rabbitkiller,Stickboy,Arya-Stark,Underfoot,Arya-Stark-the-Hand,Arya,Arry,princess-Arya
Arys-Oakheart,Ser-Arys-Oakheart,Ser-Arys,Arys-Oakheart,Arys,,,,,,,,,,,
Asha-Greyjoy,Asha-Greyjoy,Asha,Esgred,,,,,,,,,,,,
Ashara-Dayne,Ashara-Dayne,,,,,,,,,,,,,,
Aurane-Waters,Aurane-Waters,Bastard-of-Driftmark,,,,,,,,,,,,,
Axell-Florent,Ser-Axell-Florent,Axell-Florent,Ser-Axell,Axell,,,,,,,,,,,
Azor-Ahai,Azor-Ahai,,,,,,,,,,,,,,
Bael-the-Bard,Bael-the-Bard,King-beyond-the-Wall-Bael,Bael,,,,,,,,,,,,
Baelor-I-Targaryen,Baelor-Targaryen,Baelor-the-Blessed,Baelor,,,,,,,,,,,,
Ballabar,Maester-Ballabar,Ballabar,maester-Ballabar,,,,,,,,,,,,
Balon-Greyjoy,King-Balon,Lord-of-the-Iron-Islands,Balon-Greyjoy,Lord-Reaper,Lord-Balon,Lord-Greyjoy,King-of-the-Iron-Islands,Balon,,,,,,,
Balon-Swann,Ser-Balon-Swann,Balon-Swann,Ser-Balon,,,,,,,,,,,,
Bandy,Bandy,,,,,,,,,,,,,,
Barra,Barra,,,,,,,,,,,,,,
Barre,Septon-Barre,Barre,,,,,,,,,,,,,
Barristan-Selmy,Ser-Barristan-Selmy,Ser-Barristan,Barristan-Selmy,Barristan-the-Bold,Barristan,Lord-Commander-of-the-Kingsguard,Selmy,Arstan,Arstan-Whitebeard,Whitebeard,,,,,
Barth-Stark,Barth-Stark,Lord-Barth-Stark,Lord-Barth,Barth,,,,,,,,,,,
Bedwyck,Bedwyck,Giant,,,,,,,,,,,,,
Belwas,Strong-Belwas,Belwas,eunuchBelwas,,,,,,,,,,,,
Ben-Blackthumb,Ben-Blackthumb,Ben,Blackthumb,,,,,,,,,,,,
Benfred-Tallhart,Benfred-Tallhart,Benfred,Benfred-Tallheart,,,,,,,,,,,,
Benjen-Stark,Benjen-Stark,Benjen,Ben-Stark,,,,,,,,,,,,
Benjen-Stark-(Bitter),Benjen-the-Bitter,,,,,,,,,,,,,,
Benjen-Stark-(Sweet),Benjen-the-Sweet,,,,,,,,,,,,,,
Beren-Tallhart,Beren-Tallhart,,,,,,,,,,,,,,
Beric-Dondarrion,Lord-Beric-Dondarrion,Lord-Beric,Beric-Dondarrion,Beric,Dondarrion,,,,,,,,,,
Beron-Stark,Lord-Beron,Beron,Lord-Beron-Stark,,,,,,,,,,,,
Beth-Cassel,Beth-Cassel,Beth,,,,,,,,,,,,,
Biter,Biter,,,,,,,,,,,,,,
Bluetooth,Bluetooth,,,,,,,,,,,,,,
Bonifer-Hasty,Bonifer-the-Good,Bonifer,Ser-Bonifer-Hasty,,,,,,,,,,,,
Boros-Blount,Ser-Boros-Blount,Boros-Blount,Ser-Boros,Boros,Blount,,,,,,,,,,
Bran-Stark,Bran,Prince-Bran,Bran-Stark,prince-Bran,,,,,,,,,,,
Bran-the-Builder,Brandon-the-Builder,BrandontheBuilder,BrantheBuilder,,,,,,,,,,,,
Brandon-Stark-(Bad),Brandon-the-Bad,BrandontheBad,,,,,,,,,,,,,
Brandon-Stark-(Burner),Brandon-the-Burner,BrandontheBurner,,,,,,,,,,,,,
Brandon-Stark-(Shipwright),Brandon-the-Shipwright,BrandontheShipwright,,,,,,,,,,,,,
Brandon-Stark-(son-of-Cregan),Lord-Brandon-Stark,BrandonStark,Brandon-Stark,Lord-Brandon,,,,,,,,,,,
Brandon-Stark-(the-daughterless),Brandon-the-Daughterless,BrandontheDaughterless,,,,,,,,,,,,,
Brienne-of-Tarth,Brienne-the-Blue,Brienne-the-Beauty,Lady-Brienne,Brienne,Brienne-of-Tarth,Lady-Brienne-of-Tarth,,,,,,,,,
Bronn,Bronn,,,,,,,,,,,,,,
Brown-Bernarr,Brown-Bernarr,Bernarr,,,,,,,,,,,,,
Bryan-Fossoway,Ser-Bryan-Fossoway,Bryan-Fossoway,Ser-Bryan,,,,,,,,,,,,
Bryce-Caron,Lord-Bryce-Caron,Lord-Bryce,Bryce-Caron,Bryce,Lord-Caron,,,,,,,,,,
Bryen-Farring,Bryen-Farring,,,,,,,,,,,,,,
Brynden-Tully,Brynden-Blackfish,Blackfish,Brynden-Tully,Brynden,,,,,,,,,,,
Burton-Crakehall,Burton,Ser-Burton-Crakehall,Crakehall,Burton-Crakehall,,,,,,,,,,,
Cadwyl,Cadwyl,,,,,,,,,,,,,,
Cadwyn,Cadwyn,,,,,,,,,,,,,,
Calon,Calon,,,,,,,,,,,,,,
Calor,Calor,,,,,,,,,,,,,,
Captain-Myraham,Captain-Myraham,captain-Myraham,,,,,,,,,,,,,
Captain-Myraham-Daughter,captain-daughter,,,,,,,,,,,,,,
Cassana-Estermont,Cassana-Baratheon,Cassana-Estermont,Cassana,,,,,,,,,,,,
Catelyn-Stark,Lady-Catelyn-Stark,Lady-Catelyn,Lady-Stark,Catelyn-Stark,Catelyn,Cat,,,,,,,,,
Cayn,Cayn,,,,,,,,,,,,,,
Cersei-Lannister,Queen-Regent,Queen-Cersei-Lannister,Queen-Cersei,Cersei-Lannister,Cersei,the-queen,The-queen,Lannister-woman,Lannister-queen,,,,,,
Chataya,Chataya,,,,,,,,,,,,,,
Chayle,Septon-Chayle,Chayle,,,,,,,,,,,,,
Chella,Chella,,,,,,,,,,,,,,
Chett,Chett,,,,,,,,,,,,,,
Cheyk,Cheyk,,,,,,,,,,,,,,
Chiswyck,Chiswyck,,,,,,,,,,,,,,
Cleos-Frey,Ser-Cleos-Frey,Cleos-Frey,Ser-Cleos,Cleos,,,,,,,,,,,
Cley-Cerwyn,Cley-Cerwyn,Cley,young-Cerwyn,Young-Cerwyn,Cerwyn-boy,,,,,,,,,,
Colemon,Maester-Colemon,Colemon,,,,,,,,,,,,,
Colen-of-Greenpools,Colen-of-Greenpools,Ser-Colen,Colen,,,,,,,,,,,,
Conwy,Conwy,,,,,,,,,,,,,,
Cortnay-Penrose,Ser-Cortnay-Penrose,Cortnay-Penrose,Ser-Cortnay,Cortnay,,,,,,,,,,,
Craster,Craster,,,,,,,,,,,,,,
Crawn,Crawn,,,,,,,,,,,,,,
Cregan-Stark,Cregan-Stark,Lord-Cregan,Cregan,,,,,,,,,,,,
Cressen,Maester-Cressen,Cressen,maester-Cressen,,,,,,,,,,,,
Cutjack,CutjackCutjack,,,,,,,,,,,,,,
Daenerys-Targaryen,Daenerys-Stormborn,Stormborn,Daenerys-Targaryen,Dany,Khaleesi,Daenerys,princess-Dany,,,,,,,,
Daeron-II-Targaryen,Daeron-II-Targaryen,King-Daeron-II-Targaryen,King-Daeron,Daeron-II,,,,,,,,,,,
Daeron-Targaryen-(son-of-Maekar-I),Prince-Daeron-Targaryen,Prince-Daeron,,,,,,,,,,,,,
Dagmer,Dagmer-Cleftjaw,Cleftjaw,Dagmer,,,,,,,,,,,,
Dalbridge,Squire-Dalbridge,Dalbridge,,,,,,,,,,,,,
Dale-Seaworth,Dale-Seaworth,,,,,,,,,,,,,,
Dalla-(Dragonstone),Dalla,,,,,,,,,,,,,,
Dancy,Dancy,,,,,,,,,,,,,,
Daryn-Hornwood,Daryn-Hornwood,,,,,,,,,,,,,,
Daven-Lannister,Ser-Daven,Daven-Lannister,Daven,,,,,,,,,,,,
Davos-Seaworth,Ser-Davos-Seaworth,Davos-Seaworth,Onion-Knight,Ser-Davos,Davos-Shorthand,Davos,,,,,,,,,
Delena-Florent,Delena-Norcross,Delena-Florent,Delena,,,,,,,,,,,,
Delp,Delp,,,,,,,,,,,,,,
Denys-Mallister,Denys-Mallister,Denys,,,,,,,,,,,,,
Dermot,Ser-Dermot,Dermot,,,,,,,,,,,,,
Desmond,Desmond,,,,,,,,,,,,,,
Desmond-Grell,Ser-Desmond-Grell,Ser-Desmond,Desmond-Grell,,,,,,,,,,,,
Devan-Seaworth,Devan-Seaworth,Devan,,,,,,,,,,,,,
Dobber,Dobber,,,,,,,,,,,,,,
Dolf,Dolf,,,,,,,,,,,,,,
Domeric-Bolton,Domeric-Bolton,Domeric,,,,,,,,,,,,,
Donal-Noye,Donal-Noye,,,,,,,,,,,,,,
Donella-Hornwood,Lady-Donella-Hornwood,Lady-Hornwood,Donella-Hornwood,Lady-Donella,Donella,,,,,,,,,,
Donnel-Locke,Donnel-Locke,Donnel,,,,,,,,,,,,,
Donnor-Stark,Lord-Donnor,Donnor-Stark,Donnor,,,,,,,,,,,,
Dontos-Hollard,Ser-Dontos-the-Red,Dontos-the-Red,Ser-Dontos,Dontos,,,,,,,,,,,
Doran-Martell,Prince-Doran-Martell,Prince-Doran,Doran-Martell,Doran,Prince-of-Dorne,prince-Doran,,,,,,,,,
Doreah,Doreah,,,,,,,,,,,,,,
Dorren-Stark,Dorren-Stark,Dorren,,,,,,,,,,,,,
Drennan,Drennan,,,,,,,,,,,,,,
Drogo,Khal-Drogo,Drogo,,,,,,,,,,,,,
Dunaver,Dunaver,Ser-Dunaver,,,,,,,,,,,,,
Dunsen,Dunsen,,,,,,,,,,,,,,
Dunstan-Drumm,Lord-Dunstan-Drumm,Dunstan-Drumm,Lord-Drum,,,,,,,,,,,,
Duram-Bar-Emmon,Lord-Duram-Bar-Emmon,Duram-Bar-Emmon,Lord-Bar-Emmon,Bar-Emmon,,,,,,,,,,,
Durran,King-Durran-Godsgrief,Durran-Godsgrief,Duran,,,,,,,,,,,,
Dykk-Harlaw,Dykk-Harlaw,,,,,,,,,,,,,,
Dywen,Dywen,,,,,,,,,,,,,,
Ebben,Ebben,,,,,,,,,,,,,,
Eddard-Karstark,Eddard-Karstark,,,,,,,,,,,,,,
Eddard-Stark,Lord-Eddard-Stark,Ned-Stark,Lord-Eddard,Eddard-Stark,Ned,HandoftheKingNed,Eddard,Stark,,,,,,,
Edderion-Stark,Edderion-Stark,Edderion-the-Bridegroom,,,,,,,,,,,,,
Eddison-Tollett,Eddison-Tollett,Dolorous-Edd,Edd,Tollett,,,,,,,,,,,
Edmure-Tully,Ser-Edmure-Tully,Lord-Edmure-Tully,Edmure-Tully,Lord-Edmure,Ser-Edmure,Edmure,,,,,,,,,
Edric-Storm,Edric-Storm,,,,,,,,,,,,,,
Edrick-Stark,Edrick-Stark,Edrick-Snowbeard,Snowbeard,Edrick,,,,,,,,,,,
Edwyd-Fossoway,Edwyd-Fossoway,Ser-Edwyd,Edwyd,,,,,,,,,,,,
Edwyle-Stark,Edwyle-Stark,Lord-Edwyle,Edwyle,,,,,,,,,,,,
Edwyn-Stark,Edwyn-Stark,Edwyn-the-Spring-King,,,,,,,,,,,,,
Eggon,Eggon,,,,,,,,,,,,,,
Egon-Emeros,Egon-Emeros,Egon-Emeros-the-Exquisite,the-Exquisite,,,,,,,,,,,,
Elbert-Arryn,Elbert-Arryn,Elbert,,,,,,,,,,,,,
Eldiss,EldissEldiss,,,,,,,,,,,,,,
Eldon-Estermont,Eldon-Estermont,Lord-Eldon-Estermont,Lord-Estermont,Estermont,,,,,,,,,,,
Elenei,Elenei,,,,,,,,,,,,,,
Elia-Martell,Princess-Elia,Elia-Martell,Elia-of-Dorne,Elia,princess-Elia,,,,,,,,,,
Elmar-Frey,Elmar-Frey,Elmar-Frey,Elmar,,,,,,,,,,,,
Elwood-Meadows,Lord-Elwood-Meadows,Lord-Meadows,Elwood-Meadows,,,,,,,,,,,,
Elyas-Willum,Elyas-Willum,,,,,,,,,,,,,,
Emmon-Cuy,Emmon-Cuy,Ser-Emmon-Cuy,Ser-Emmon,Cuy,,,,,,,,,,,
Emmon-Frey,Ser-EmmonFrey,Emmon-Frey,,,,,,,,,,,,,
Endehar,Endehar,,,,,,,,,,,,,,
Endrew-Tarth,Ser-Endrew-Tarth,Ser-Endrew,Endrew,Endrew-Tarth,,,,,,,,,,,
Enger,Enger,,,,,,,,,,,,,,
Ermesande-Hayford,Ermesande-Hayford,Lady-Ermesande,Ermesande,,,,,,,,,,,,
Erryk-Cargyll,Ser-Erryk,Erryk,Erryk-Cargyll,,,,,,,,,,,,
Ethan-Glover,Ethan-Glover,,,,,,,,,,,,,,
Euron-Greyjoy,Euron-Greyjoy,Euron-Croweye,Euron,,,,,,,,,,,,
Eyron-Stark,Eyron-Stark,,,,,,,,,,,,,,
Falyse-Stokeworth,Falyse-Stokeworth,Falyse,,,,,,,,,,,,,
Farlen,Farlen,,,,,,,,,,,,,,
Flement-Brax,Flement-Brax,Flement,,,,,,,,,,,,,
Florian-the-Fool,Florian-the-Fool,Florian,,,,,,,,,,,,,
Frenken,Maester-Frenken,Frenken,,,,,,,,,,,,,
Gage,Gage,,,,,,,,,,,,,,
Galbart-Glover,Galbart-Glover,Lord-Glover,,,,,,,,,,,,,
Galt,Galt-of-the-Stone-Crows,Galt,,,,,,,,,,,,,
Gared,Gared,,,,,,,,,,,,,,
Gariss,Gariss,,,,,,,,,,,,,,
Garlan-Tyrell,Ser-Garlan-Tyrell,Garlan-Tyrell,Garlan-the-Gallant,Ser-Garlan,Garlan,,,,,,,,,,
Gawen-Wylde,Gawen,Gawen-Wylde,Ser-Gawen,Wylde,,,,,,,,,,,
Gelmarr,Gelmarr,,,,,,,,,,,,,,
Gendel,Gendel,King-Gendel,,,,,,,,,,,,,
Gendry,Gendry,,,,,,,,,,,,,,
Genna-Lannister,Genna-Frey,Lady-Genna,Genna Lannister,Genna,,,,,,,,,,,
Gerold-Hightower,Ser-Gerold-Hightower,Gerold-Hightower,White-Bull,Ser-Gerold,Gerold,,,,,,,,,,
Gerren,Gerren,,,,,,,,,,,,,,
Gevin-Harlaw,Gevin-Harlaw,,,,,,,,,,,,,,
Gilly,Gilly,,,,,,,,,,,,,,
Gorne,Gorne,King-Gorne,,,,,,,,,,,,,
Gorold-Goodbrother,Lord-Gorold-Goodbrother,Gorold-Goodbrother,Lord-Goodbrother,,,,,,,,,,,,
Gregor-Clegane,Gregor-Clegane,the-Mountain,Ser-Gregor,Gregor,Ser-Gregor-Clegane,,,,,,,,,,
Grenn,Grenn,,,,,,,,,,,,,,
Gulian-Swann,Lord-Gulian-Swann,Lord-Swann,Gulian-Swann,Gulian,,,,,,,,,,,
Guncer-Sunglass,Lord-Guncer-Sunglass,Guncer-Sunglass,Lord-Sunglass,Guncer,Sunglass,,,,,,,,,,
Guyard-Morrigen,Ser-Guyard,Guyard-Morrigen,Guyard,Guyard-the-Green,,,,,,,,,,,
Gyles-Rosby,Lord-Gyles-Rosby,Lord-Gyles,Gyles,Rosby,Gyles-Rosby,,,,,,,,,,
Gynir,Gynir-Rednose,Rednose,Gynir,,,,,,,,,,,,
Hake,Hake,,,,,,,,,,,,,,
Halder,Halder,,,,,,,,,,,,,,
Hallis-Mollen,Hallis-Mollen,Hallis,Mollen,Hal-Mollen,Hal,,,,,,,,,,
Hallyne,Hallyne-the-Pyromancer,Hallyne,Pyromancer,,,,,,,,,,,,
Halys-Hornwood,Lord-Halys,Lord-Hornwood,Halys,,,,,,,,,,,,
Harbert,Ser-Harbert,Harbert,,,,,,,,,,,,,
Harlen-Tyrell,Lord-Harlen-Tyrell,Harlen-Tyrell,,,,,,,,,,,,,
Harma,Harma-the-Dogshead,Harma,,,,,,,,,,,,,
Harra,Lady-Harra,Goodwife-Harra,Harra,,,,,,,,,,,,
Harrag-Sharp,Harrag-Sharp,Harrag-Sheepstealer,Sheepstealer,,,,,,,,,,,,
Harren-Hoare,Black-Harren,Harren-the-Black,King-Harren,Harren,,,,,,,,,,,
Harrion-Karstark,Harrion-Karstark,Harrion,,,,,,,,,,,,,
Harwin,Harwin,,,,,,,,,,,,,,
Harys-Haigh,Ser-Harys-Haigh,Harys-Haigh,,,,,,,,,,,,,
Harys-Swyft,Ser-Harys-Swyft,Harys-Swyft,,,,,,,,,,,,,
Hayhead,Hayhead,,,,,,,,,,,,,,
Helman-Tallhart,Ser-Helman-Tallhart,Ser-Helman,Helman-Tallhart,Helman,,,,,,,,,,,
Helya,Helya,,,,,,,,,,,,,,
Hendry-Bracken,Hendry-Bracken,Hendry,,,,,,,,,,,,,
High-Septon-(fat_one),High-Septon,,,,,,,,,,,,,,
High-Septon-(Tyrions),new-High-Septon,,,,,,,,,,,,,,
Hobber-Redwyne,Ser-Hobber-Redwyne,Hobber-Redwyne,Hobber,Slobber,,,,,,,,,,,
Hod,Hod,,,,,,,,,,,,,,
Hodor,Hodor,,,,,,,,,,,,,,
Holger,Holger,,,,,,,,,,,,,,
Horas-Redwyne,Ser-Horas-Redwyne,Horas-Redwyne,Ser-Horas,Horas,Horror,,,,,,,,,,
Hosteen-Frey,Ser-Hosteen-Frey,Ser-Hosteen,Hosteen-Frey,Hosteen,,,,,,,,,,,
Hoster-Tully,Lord-Hoster-Tully,Lord-Hoster,Hoster-Tully,Hoster,Lord-of-Riverrun,Lord-Tully,,,,,,,,,
Hot-Pie,Hot-Pie,,,,,,,,,,,,,,
Hother-Umber,Hother-Umber,Hother,,,,,,,,,,,,,
Howland-Reed,Howland-Reed,Howland,Lord-of-Greywater,,,,,,,,,,,,
Hubard-Rambton,Ser-Hubard,Hubard-Rambton,Hubard,,,,,,,,,,,,
Hugh,Hugh,,,,,,,,,,,,,,
Hullen,Hullen,,,,,,,,,,,,,,
Illyrio-Mopatis,Illyrio-Mopatis,Mopatis,Magister-Illyrio,Illyrio,,,,,,,,,,,
Ilyn-Payne,Ser-Ilyn-Payne,Ilyn-the-King,Ilyn-Payne,Ser-Ilyn,KingsJustice,Ilyn,,,,,,,,,
Imry-Florent,High-Captain-Ser-Imry-Florent,Ser-Imry-Florent,Imry-Florent,Ser-Imry,Imry,,,,,,,,,,
Ironbelly,Ironbelly,,,,,,,,,,,,,,
Irri,Irri,,,,,,,,,,,,,,
Jacelyn-Bywater,Lord-Jacelyn-Bywater,Lord-Bywater,Ser-Jacelyn,Lord-Jacelyn,Jacelyn-Bywater,Jacelyn,Bywater,,,,,,,,
Jaehaerys-I-Targaryen,King-Jaehaerys,Jaehaerys,,,,,,,,,,,,,
Jafer-Flowers,Jafer-Flowers,,,,,,,,,,,,,,
Jaime-Lannister,Kingslayer,Ser-Jaime-Lannister,Ser-Jaime,Jaime-the-Kingslayer,Jaime-Lannister,Jaime,,,,,,,,,
Jalabhar-Xho,Jalabhar-Xho,,,,,,,,,,,,,,
Jammos-Frey,Ser-Jammos-Frey,Jammos-Frey,Jammos,,,,,,,,,,,,
Janos-Slynt,Lord-Janos-Slynt,Janos-Slynt,Lord-Slynt,Lord-Janos,Janos,Slynt,,,,,,,,,
Jaqen-Hghar,Jaqen-Hghar,Jaqen,,,,,,,,,,,,,
Jared-Frey,Jared,Jared-Frey,,,,,,,,,,,,,
Jaremy-Rykker,Ser-Jaremy-Rykker,Ser-Jaremy,Jaremy-Rykker,Jaremy,,,,,,,,,,,
Jarman-Buckwell,Jarman-Buckwell,Jarman,Jarmen-Buckwell,Jarmen,Buckwell,,,,,,,,,,
Jason-Mallister,Lord-Jason-Mallister,Jason-Mallister,Lord-Jason,Jason,,,,,,,,,,,
Jeffory-Mallister,Jeffory-Mallister,Jeffory,,,,,,,,,,,,,
Jeor-Mormont,Lord-Mormont,Lord-Crow,Jeor-Mormont,Old-Bear,Lord-of-Bear-Island,Commander-Mormont,Jeor,Lord-Commander-of-the-Night,LordCommanderoftheNightsWatch,Mormont,,,,,
Jeyne-Poole,Jeyne-Poole,Jeyne,,,,,,,,,,,,,
Jhaqo,Khal-Jhaqo,Jhaqo,,,,,,,,,,,,,
Jhiqui,Jhiqui,,,,,,,,,,,,,,
Jhogo,Ko-Jhogo,Jhogo,,,,,,,,,,,,,
Jodge,Jodge,,,,,,,,,,,,,,
Joffrey-Baratheon,Prince-Joffrey-Baratheon,King-Joffrey-Baratheon,Prince-Joffrey,Joffrey-the-Illborn,King-Joffrey,Joffrey-Baratheon,Joffrey,Joff,boy-king,the-king,The-king,prince-Joff,,,
Jojen-Reed,Jojen-Reed,Jojen,Reed-boy,,,,,,,,,,,,
Jommy,Jommy,,,,,,,,,,,,,,
Jon-Arryn,Jon-Arryn,Lord-Arryn,HandoftheKingArryn,LordJon,,,,,,,,,,,
Jon-Fossoway,Ser-Jon-Fossoway,Jon-Fossoway,JonFossoway,,,,,,,,,,,,
Jon-Snow,Jon-Snow,Lord-Snow,Jon,Bastard-o-Winterfell,bastard-Jon,Snow,,,,,,,,,
Jon-Umber-(Greatjon),Greatjon-Umber,Lord-Umber,Greatjon,,,,,,,,,,,,
Jon-Umber-(Smalljon),Smalljon-Umber,Smalljon,,,,,,,,,,,,,
Jonnel-Stark,Jonnel-Stark,Lord-Jonnel,Lord-Jonnel-Stark,Jonnel,,,,,,,,,,,
Jonos-Bracken,Lord-Jonos-Bracken,Lord-Jonos,Jonos,Bracken,Jonos-Bracken,,,,,,,,,,
Jonos-Stark,Jonos-Stark,,,,,,,,,,,,,,
Jonquil,Jonquil,,,,,,,,,,,,,,
Jorah-Mormont,Ser-Jorah-Mormont,Jorah-Mormont,Ser-Jorah,Jorah,,,,,,,,,,,
Jorah-Stark,Jorah-Stark,,,,,,,,,,,,,,
Joramun,Joramun,,,,,,,,,,,,,,
Jory-Cassel,Jory-Cassel,Jory,,,,,,,,,,,,,
Joseth,Joseth,,,,,,,,,,,,,,
Josmyn-Peckledon,Josmyn-Peckledon,Peck,,,,,,,,,,,,,
Joss-Stilwood,Joss-Stilwood,Joss,,,,,,,,,,,,,
Josua-Willum,Josua-Willum,Josua,,,,,,,,,,,,,
Karyl-Vance,Karyl-Vance,Karyl,,,,,,,,,,,,,
Kenned,Kenned-the-Whale,Kenned,,,,,,,,,,,,,
Kevan-Lannister,Ser-Kevan-Lannister,Kevan-Lannister,Ser-Kevan,Kevan,,,,,,,,,,,
Koss,Koss,,,,,,,,,,,,,,
Kromm,Kromm,,,,,,,,,,,,,,
Kurz,Kurz,,,,,,,,,,,,,,
Kyle-Royce,Kyle-Royce,Kyle,,,,,,,,,,,,,
Kym,Maester-Kym,Kym,,,,,,,,,,,,,
Kyra,Kyra,,,,,,,,,,,,,,
Lancel-Lannister,Ser-Lancel-Lannister,Ser-Lancel,Lancel,,,,,,,,,,,,
Larence-Snow,Larence-Snow,Larence,bastard-Hornwood,,,,,,,,,,,,
Lark,Lark-the-Sisterman,Sisterman,Lark,,,,,,,,,,,,
Layna,Layna,,,,,,,,,,,,,,
Leo-Lefford,Leo-Lefford,Lord-Lefford,,,,,,,,,,,,,
Leobald-Tallhart,Leobald-Tallhart,Leobald,,,,,,,,,,,,,
Lewys-Lydden,Lewys-Lydden,Lord-Lewys-Lydden,Lord-Lydden,Lydden,,,,,,,,,,,
Leyton-Hightower,Lord-Leyton-Hightower,Lord-Hightower,,,,,,,,,,,,,
Lollys-Stokeworth,Lollys-Stokeworth,Stokeworth,Lady-Lollys,Lollys,,,,,,,,,,,
Lommy-Greenhands,Lommy-Greenhands,Lommy,,,,,,,,,,,,,
Long-Lew,Long-Lew,,,,,,,,,,,,,,
Loras-Tyrell,Ser-Loras-Tyrell,Knight-of-Flowers,Ser-Loras,Loras,,,,,,,,,,,
Lord-Deremond,Lord-Deremond,Deremond,,,,,,,,,,,,,
Lord-Lothston,Lord-Lothston,Lothston,,,,,,,,,,,,,
