Lord-Penrose,Lord-Penrose,old-Penrose,,,,,,,,,,,,,
Lord-Willum,Lord-Willum,Willum,,,,,,,,,,,,,
Lorent-Caswell,Lord-Lorent-Caswell,Lorent-Caswell,Lord-Caswell,Caswell,,,,,,,,,,,
Lorren,Black-Lorren,Lorren,,,,,,,,,,,,,
Lothor-Brune,Lothor-Brune,Brune,,,,,,,,,,,,,
Lucan,Lucan,,,,,,,,,,,,,,
Lucas-Blackwood,Lucas-Blackwood,Lucas,,,,,,,,,,,,,
Luwin,Maester-Luwin,Luwin,maester-Luwin,,,,,,,,,,,,
Lyanna-Stark,Lady-Lyanna,Lyanna,Lyanna-Stark,,,,,,,,,,,,
Lyessa-Flint,Lady-Lyessa-Flint,Lyessa-Flint,Lady-Flint,,,,,,,,,,,,
Lymond-Vikary,Lymond-Vikary,Lymond,Vikary,,,,,,,,,,,,
Lync,Lync,,,,,,,,,,,,,,
Lynesse-Hightower,Lynesse-Mormont,Lady-Lynesse,Lynesse,Lynesse-Hightower,,,,,,,,,,,
Lyonel-Frey,Ser-Lyonel,Lyonel,,,,,,,,,,,,,
Lysa-Arryn,Lady-Lysa-Arryn,Lady-Lysa,Lady-Arryn,Lysa-Arryn,Lysa,,,,,,,,,,
Mace-Tyrell,Lord-Mace-Tyrell,Lord-of-Highgarden,Mace-Tyrell,Lord-Tyrell,Mace,,,,,,,,,,
Maegor-I-Targaryen,Maegor-Targaryen,Maegor-the-Cruel,,,,,,,,,,,,,
Maekar-I-Targaryen,Maekar-Targaryen,King-Maekar-I-Targaryen,King-Maekar,Maekar,,,,,,,,,,,
Malcolm,Ser-Malcolm,Malcolm,,,,,,,,,,,,,
Mallador-Locke,Mallador-Locke,Mallador,,,,,,,,,,,,,
Malliard,Malliard,,,,,,,,,,,,,,
Mance-Rayder,Mance-Rayder,Rayder,Mance,King-beyond-the-Wall,,,,,,,,,,,
Mandon-Moore,Ser-Mandon-Moore,Mandon-Moore,Ser-Mandon,Mandon,Moore,,,,,,,,,,
Marei,Marei,,,,,,,,,,,,,,
Margaery-Tyrell,Lady-Margaery-Tyrell,Lady-Margaery,Margaery-Tyrell,Margaery,,,,,,,,,,,
Maric-Seaworth,Maric-Seaworth,Maric,,,,,,,,,,,,,
Marillion,Marillion,,,,,,,,,,,,,,
Mark-Mullendore,Mark-Mullendore,Mark,,,,,,,,,,,,,
Maron-Botley,Maron-Botley,Old-Botley,Fishwhiskers,,,,,,,,,,,,
Maron-Greyjoy,Maron-Greyjoy,Maron,,,,,,,,,,,,,
Marq-Piper,Marq-Piper,Ser-Marq-Piper,Marq,,,,,,,,,,,,
Martyn-Cassel,Martyn-Cassel,Martyn,,,,,,,,,,,,,
Martyn-Lannister,Martyn-Lannister,,,,,,,,,,,,,,
Martyn-Rivers,Martyn-Rivers,,,,,,,,,,,,,,
Marya-Seaworth,Marya-Seaworth,Lady-Marya,Marya,,,,,,,,,,,,
Mathis-Rowan,Lord-Mathis-Rowan,Lord-Mathis,Mathis-Rowan,Mathis,Lord-Rowan,,,,,,,,,,
Mathos-Mallarawan,Mathos-Mallarawan,Mathos,,,,,,,,,,,,,
Matrice,Matrice,,,,,,,,,,,,,,
Matthos-Seaworth,Matthos-Seaworth,Matthos,,,,,,,,,,,,,
Mebble,Mebble,Pinkeye,,,,,,,,,,,,,
Medger-Cerwyn,Medger-Cerwyn,Lord-Medger-Cerwyn,Lord-Cerwyn,,,,,,,,,,,,
Meera-Reed,Lady-Meera-Reed,Meera-Reed,Lady-Meera,Meera,Reed-girl,,,,,,,,,,
Melisandre,Lady-Melisandre,Melisandre,red-woman,red-priestess,priestess-Melisandre,,,,,,,,,,
Merrett-Frey,Merrett-Frey,Merrett,,,,,,,,,,,,,
Meryn-Trant,Ser-Meryn-Trant,Meryn-Trant,Ser-Meryn,Meryn,,,,,,,,,,,
Mikken,Mikken,,,,,,,,,,,,,,
Minisa-Whent,Lady-Minisa-Tully,Lady-Minisa,Minisa-Tully,Minisa,Minisa-Whent,,,,,,,,,,
Mirri-Maz-Duur,Mirri-Maz-Duur,,,,,,,,,,,,,,
Monford-Velaryon,Lord-Monford-Velaryon,Monford-Velaryon,Velaryon,Lord-Velaryon,Lord-of-the-Tides,,,,,,,,,,
Moon-Boy,Moon-Boy,,,,,,,,,,,,,,
Mord,Mord,,,,,,,,,,,,,,
Mordane,Septa-Mordane,Septa,Mordane,,,,,,,,,,,,
Morosh-the-Myrman,Morosh-the-Myrman,Morosh,,,,,,,,,,,,,
Morros-Slynt,Morros-Slynt,Morros,,,,,,,,,,,,,
Mors-Umber,Mors-Crowfood,Crowfood,Mors-Umber,Mors,,,,,,,,,,,
Munciter,Munciter,,,,,,,,,,,,,,
Murch,Murch,,,,,,,,,,,,,,
Mycah,Mycah,,,,,,,,,,,,,,
Myles-(squire),Myles,,,,,,,,,,,,,,
Myrcella-Baratheon,Princess-Myrcella-Baratheon,Myrcella-Baratheon,Princess-Myrcella,Myrcella,,,,,,,,,,,
Naerys-Targaryen,Princess-Naerys,Naerys-Targaryen,Queen-Naerys-Targaryen,Naerys,,,,,,,,,,,
Nan,Old-Nan,Nan,,,,,,,,,,,,,
Nella,Nella,,,,,,,,,,,,,,
Nissa-Nissa,Nissa-Nissa,,,,,,,,,,,,,,
Nymeria,Queen-Nymeria,,,,,,,,,,,,,,
Olyvar-Frey,Olyvar-Frey,Olyvar,,,,,,,,,,,,,
Ondrew-Locke,Lord-Ondrew-Locke,Ondrew-Locke,Lord-Locke,,,,,,,,,,,,
Osfryd-Kettleblack,Osfryd-Kettleblack,Osfryd,,,,,,,,,,,,,
Osha,Osha,wildling-woman,,,,,,,,,,,,,
Osmund-Kettleblack,Ser-Osmund-Kettleblack,Ser-Osmund,Osmund-Kettleblack,Osmund,,,,,,,,,,,
Osmynd,Osmynd,Septon-Osmynd,,,,,,,,,,,,,
Osney-Kettleblack,Osney-Kettleblack,Osney,,,,,,,,,,,,,
Othor,Othor,,,,,,,,,,,,,,
Otter-Gimpknee,Otter-Gimpknee,,,,,,,,,,,,,,
Ottyn-Wythers,Ser-Ottyn-Wythers,Ottyn-Wythers,Ser-Ottyn,Ottyn,,,,,,,,,,,
Palla,Palla,Palla-the-kennel-girl,kennel-girl,,,,,,,,,,,,
Parmen-Crane,Ser-Parmen-Crane,Parmen-Crane,Ser-Parmen,Crane,Parmen,,,,,,,,,,
Patchface,Patchface,,,,,,,,,,,,,,
Patrek-Mallister,Patrek-Mallister,Patrek,,,,,,,,,,,,,
Paxter-Redwyne,Lord-Paxter-Redwyne,Paxter-Redwyne,Lord-Paxter,Paxter,,,,,,,,,,,
Perwyn-Frey,Ser-Perwyn-Frey,Perwyn-Frey,Ser-Perwyn,Perwyn,,,,,,,,,,,
Petyr-Baelish,Lord-Petyr-Baelish,Petyr-Baelish,Lord-Baelish,Lord-Paramount,Baelish,Lord-Petyr,Lord-Littlefinger,Littlefinger,Petyr,,,,,,
Philip-Foote,Ser-Philip-Foote,Foote,Ser-Philip,Philip,Lord-Philip,,,,,,,,,,
Pia,Pia,,,,,,,,,,,,,,
Podrick-Payne,Podrick-Payne,Pod,Podrick,,,,,,,,,,,,
Pollitor,Pollitor,Wisdom-Pollitor,,,,,,,,,,,,,
Polliver,Polliver,,,,,,,,,,,,,,
Pono,Khal-Pono,Pono,,,,,,,,,,,,,
Porther,Porther,,,,,,,,,,,,,,
Poul-Pemford,Poul-Pemford,,,,,,,,,,,,,,
Poxy-Tym,Poxy-Tym,,,,,,,,,,,,,,
Praed,Praed,,,,,,,,,,,,,,
Preston-Greenfield,Ser-Preston-Greenfield,Ser-Preston,Preston-Greenfield,Preston,,,,,,,,,,,
Pyat-Pree,Pyat-Pree,Pyat,Pree,,,,,,,,,,,,
Pycelle,Grand-Maester-Pycelle,Maester-Pycelle,Grand-Maester,Pycelle,maester-Pycelle,,,,,,,,,,
Pylos,Lord-Maester,Maester-Pylos,Pylos,maester-Pylos,,,,,,,,,,,
Pypar,Pypar,Pyp,,,,,,,,,,,,,
Qalen,Maester-Qalen,Qalen,maester-Qalen,,,,,,,,,,,,
Qarl-the-Maid,Qarl-the-Maid,Qarl,,,,,,,,,,,,,
Qhorin-Halfhand,Qhorin-Halfhand,Halfhand,Qhorin,,,,,,,,,,,,
Quaithe,Quaithe-of-the-Shadow,Quaithe,,,,,,,,,,,,,
Quhuru-Mo,Quhuru-Mo,Captain-Quhuru,,,,,,,,,,,,,
Qyburn,Qyburn,maester-Qyburn,Maester-Qyburn,,,,,,,,,,,,
Qyle,Qyle,,,,,,,,,,,,,,
Rafford,Rafford,Raff-the-Sweetling,Raff,,,,,,,,,,,,
Ragwyle,Ragwyle,,,,,,,,,,,,,,
Rakharo,Rakharo,,,,,,,,,,,,,,
Ramsay-Snow,Ramsay-Snow,Lord-Ramsay,Ramsay-Bolton,the-Bastard-of-Bolton,Ramsay,Bolton-bastard,bastard-of-the-Dreadfort,the-Bastard,bastard-Ramsay,,,,,,
Randyll-Tarly,Lord-Randyll-Tarly,Lord-Tarly,Lord-Randyll,Randyll-Tarly,Randyll,Tarly,,,,,,,,,
Rast,Rast,,,,,,,,,,,,,,
Rattleshirt,Lord-of-Bones,Rattleshirt,,,,,,,,,,,,,
Raymun-Redbeard,Raymun-Redbeard,,,,,,,,,,,,,,
Red-Rolfe,Red-Rolfe,,,,,,,,,,,,,,
Redwyn,Redwyn,,,,,,,,,,,,,,
Reek,Reek,Heke,,,,,,,,,,,,,
Renly-Baratheon,Lord-Renly-Baratheon,Lord-Renly,Lord-of-Storm,King-Renly,Renly,Renly-Baratheon,KingintheSouth,kingRenly,,,,,,,
Reysen,Reysen,Rey,,,,,,,,,,,,,
Rhaegar-Targaryen,Prince-Rhaegar,Rhaegar,Prince-Rhaegar-Targaryen,,,,,,,,,,,,
Rhaego,Rhaego,,,,,,,,,,,,,,
Rhaenys-Targaryen,Rhaenys-Targaryen,Rhaenys,,,,,,,,,,,,,
Rhaenys-Targaryen-(daughter-of-Rhaegar),Princess-Rhaenys,,,,,,,,,,,,,,
Rickard-Karstark,Lord-Rickard-Karstark,Lord-Karstark,Rickard-Karstark,,,,,,,,,,,,
Rickard-Stark,Lord-Rickard-Stark,Lord-Rickard,Rickard-Stark,,,,,,,,,,,,
Rickon-Stark,Rickon-Stark,Rickon,,,,,,,,,,,,,
Robar-Royce,Ser-Robar-Royce,Robar-Royce,Ser-Robar,Robar,,,,,,,,,,,
Robb-Stark,Lord-Robb,King-Robb,Robb-the-Boy,Robb-Stark,KingintheNorth,Lord-Stark,kingRobb,Robb,Stark-boy,Stark-pup,Young-Wolf,Boy-Wolf,,,
Robert-Arryn,Robert-Arryn,Lord-Robert,LordRobert,RobertArryn,,,,,,,,,,,
Robert-Baratheon,King-Robert-Baratheon,Robert-Baratheon,King-Robert,Robert-the-Usurper,Usurper,kingRobert,Robert,,,,,,,,
Robett-Glover,Robett-Glover,Robett,Glover,,,,,,,,,,,,
Robin-Flint,Robin-Flint,,,,,,,,,,,,,,
Robin-Ryger,Robin-Ryger,,,,,,,,,,,,,,
Rodrik-Cassel,Ser-Rodrik-Cassel,Rodrik-Cassel,Ser-Rodrik,,,,,,,,,,,,
Rodrik-Greyjoy,Rodrik-Greyjoy,,,,,,,,,,,,,,
Rodwell-Stark,Rodwell-Stark,Lord-Rodwell,Rodwell,,,,,,,,,,,,
Roland-Crakehall-(Lord),Lord-Roland-Crakehall,Roland-Crakehall,Lord-Crakehall,,,,,,,,,,,,
Rolfe,Rolfe,,,,,,,,,,,,,,
Ronel-Rivers,Ronel-Rivers,Rivers,Ronel,bastard-Frey,,,,,,,,,,,
Ronnet-Connington,Ronnet-Connington,Red-Ronnet,,,,,,,,,,,,,
Roose-Bolton,Lord-Roose-Bolton,Roose-Bolton,Lord-of-the-Dreadfort,Lord-Bolton,Roose,Rooth-Bolton,Bolton,Lord-Leech,,,,,,,
Rorge,Rorge,,,,,,,,,,,,,,
Rossart,Lord-Rossart,Rossart,,,,,,,,,,,,,
Rupert-Brax,Rupert-Brax,Ser-Rupert-Brax,Rubert,,,,,,,,,,,,
Ryam-Redwyne,Ryam-Redwyne,Ryam,,,,,,,,,,,,,
Ryman-Frey,Ryman-Frey,Ryman,,,,,,,,,,,,,
Rymolf,Rymolf-Stormdrunk,Rymolf,,,,,,,,,,,,,
Rymund-the-Rhymer,Rymund-the-Rhymer,Rymund,,,,,,,,,,,,,
Saathos,Saathos-the-Wise,Saathos,,,,,,,,,,,,,
Salladhor-Saan,Salladhor-Saan,Saan,Salladhor,Salla,captain-Salla,,,,,,,,,,
Salloreon,Salloreon,Master-Armorer,,,,,,,,,,,,,
Samwell-Tarly,Sam-Tarly,Samwell-Tarly,Sam,Samwell,,,,,,,,,,,
Sandor-Clegane,Sandor-Clegane,Sandor,Hound,,,,,,,,,,,,
Sansa-Stark,Lady-Sansa-Stark,Lady-Sansa,Sansa-Stark,Sansa,Stark-girl,,,,,,,,,,
Sawane-Botley,Lord-Sawane-Botley,Sawane-Botley,Lord-Botley,,,,,,,,,,,,
Selwyn-Tarth,Selwyn-the-Evenstar,Selwyn,Evenstar,Lord-Selwin-the-Evenstar,,,,,,,,,,,
Selyse-Florent,Queen-Selyse-Florent,Queen-Selyse,Lady-Selyse-Florent,Lady-Selyse,Selyse,queen-Selyse,Selyse-Florent,Selyse-Baratheon,,,,,,,
Serwyn-of-the-Mirror-Shield,Serwyn-of-the-Mirror-Shield,Serwyn,,,,,,,,,,,,,
Shadd,Shadd,,,,,,,,,,,,,,
Shae,Shae,,,,,,,,,,,,,,
Shagga,Shagga,,,,,,,,,,,,,,
Shagwell,Shagwell-the-Fool,Shagwell,,,,,,,,,,,,,
Shella-Whent,Lady-Shella-Whent,Shella-Whent,Lady-Whent,,,,,,,,,,,,
Shireen-Baratheon,Shireen-Baratheon,Lady-Shireen,Lady-Shireen-Baratheon,Shireen,princess-Shireen,,,,,,,,,,
Shitmouth,Shitmouth,,,,,,,,,,,,,,
Shyra,Shyra,,,,,,,,,,,,,,
Errol-Florent,Ser-Errol,Errol-Florent,,,,,,,,,,,,,
Sigrin,Sigrin-the-Shipwright,Sigrin,,,,,,,,,,,,,
Skittrick,Skittrick,,,,,,,,,,,,,,
Skyte,Skyte,,,,,,,,,,,,,,
Squint,Squint,,,,,,,,,,,,,,
Stafford-Lannister,Ser-Stafford-Lannister,Stafford-Lannister,Ser-Stafford,Stafford,,,,,,,,,,,
Stannis-Baratheon,Lord-of-Dragonstone,Lord-Stannis,King-Stannis,Stannis-Baratheon,Stannis,kingStannis,,,,,,,,,
Steffon-Baratheon,Lord-Steffon-Baratheon,Lord-Steffon,Steffon-Baratheon,Steffon,,,,,,,,,,,
Steffon-Varner,Lord-Steffon-Varner,Steffon-Varner,Lord-Varner,Varner,,,,,,,,,,,
Stevron-Frey,Ser-Stevron-Frey,Stevron-Frey,Ser-Stevron,Stevron,,,,,,,,,,,
Stonesnake,Stonesnake,,,,,,,,,,,,,,
Stygg,Stygg,,,,,,,,,,,,,,
Sybassion,Blind-Sybassion-the-Eater-of-Eyes,Sybassion,,,,,,,,,,,,,
Sylas,Sylas-Sourmouth,Sourmouth,Sylas,,,,,,,,,,,,
Symeon-Star-Eyes,Symeon-Star-Eyes,Symeon,,,,,,,,,,,,,
Symon-Silver-Tongue,Symon-Silver-Tongue,,,,,,,,,,,,,,
Syrio-Forel,Syrio-Forel,Syrio,Forel,,,,,,,,,,,,
Tallad,Tallad-the-Tall,Tallad,,,,,,,,,,,,,
Tanda-Stokeworth,Tanda-Stokeworth,Lady-Tanda,Tanda,,,,,,,,,,,,
Tanton-Fossoway,Tanton-Fossoway,Ser-Tanton,Tanton,,,,,,,,,,,,
Tarber,Tarber,,,,,,,,,,,,,,
Theon-Greyjoy,Theon-Greyjoy,Theon-Turncloak,Prince-Theon,Theon,prince-Theon,Prince-of-Winterfall,,,,,,,,,
Theon-Stark,Theon-Stark,TheonStark,Hungry-Wolf,,,,,,,,,,,,
Thoren-Smallwood,Thoren-Smallwood,Thoren,Smallwood,,,,,,,,,,,,
Thoros-of-Myr,Thoros-of-Myr,Thoros,red-priest,,,,,,,,,,,,
Tickler,Tickler,,,,,,,,,,,,,,
Timett,Timett,Timett-One-Eye,,,,,,,,,,,,,
Timon,Ser-Timon-the-Scrapesword,Timon-the-Scrapesword,Timon,,,,,,,,,,,,
Tion-Frey,Tion-Frey,Tion,,,,,,,,,,,,,
Tobbot,Tobbot,,,,,,,,,,,,,,
Tobho-Mott,Master-Mott,Tobho-Mott,Mott,,,,,,,,,,,,
Todder,Todder,Toad,,,,,,,,,,,,,
Todric,Todric,,,,,,,,,,,,,,
Tomard,Tomard,Fat-Tom,,,,,,,,,,,,,
Tommen-Baratheon,Prince-Tommen-Lannister,Prince-Tommen,Tommen-Lannister,Tommen,prince-Tommen,,,,,,,,,,
TomToo,TomToo,,,,,,,,,,,,,,
Torrhen-Karstark,Torrhen-Karstark,,,,,,,,,,,,,,
Torrhen-Stark,Torrhen-Stark,King-Who-Knelt,KingWhoKnelt,,,,,,,,,,,,
Tothmure,Maester-Tothmure,Tothmure,maester-Tothmure,,,,,,,,,,,,
Tregar-Ormollen,Tregar-Ormollen,,,,,,,,,,,,,,
Trystane-Martell,Trystane-Martell,Trystane,,,,,,,,,,,,,
Tuffleberry,Tuffleberry,,,,,,,,,,,,,,
Turnip,Turnip,,,,,,,,,,,,,,
Tygett-Lannister,Tygett-Lannister,Tygett,Tyg,,,,,,,,,,,,
Tymor,Tymor,,,,,,,,,,,,,,
Tyrek-Lannister,Tyrek-Lannister,Tyrek,,,,,,,,,,,,,
Tyrion-Lannister,Tyrion-the-Imp,Tyrion-Lannister,Imp,Lord-Tyrion,Tyrion,HandoftheKing,Halfman,halfman,dwarf,KingsHand,Hand,little-man,giant-of-Lannister,,
Tysha,Tysha,,,,,,,,,,,,,,
Tytos-Blackwood,Lord-Tytos-Blackwood,Tytos-Blackwood,Lord-Tytos,Tytos,,,,,,,,,,,
Tytos-Brax,Tytos-Brax,,,,,,,,,,,,,,
Tywin-Lannister,Lord-of-Casterly-Rock,Tywin-Lannister,Lord-Tywin,Tywin,HandoftheKingTywin,,,,,,,,,,
Ulf-the-Ill,Ulf-the-Ill,,,,,,,,,,,,,,
Uller,Uller,,,,,,,,,,,,,,
Urrathon,Urrathon-Night-Walker,Urrathon,,,,,,,,,,,,,
Urreg,Urreg,,,,,,,,,,,,,,
Urron-Greyiron,Urron-Greyiron,Urron-Redhand,Urron,,,,,,,,,,,,
Urswyck,Faithful-Urswyck,Urswyck-the-Faithful,Urswyck,,,,,,,,,,,,
Urzen,Urzen,,,,,,,,,,,,,,
Utherydes-Wayn,Utherydes-Wayn,Utherydes,,,,,,,,,,,,,
Utt,Septon-Utt,Utt,,,,,,,,,,,,,
Vardis-Egen,Vardis-Egen,Vardis,Egen,,,,,,,,,,,,
Vargo-Hoat,Lord-Vargo-Hoat,Lord-Hoat,Lord-Vargo,Vargo-Hoat,Vargo,Hoat,,,,,,,,,
Varys,Lord-Eunuch,Lord-Varys,Varys,Spider,Eunuch,eunuch,master-of-whisperers,,,,,,,,
Vayon-Poole,Vayon-Poole,Vayon,,,,,,,,,,,,,
Victarion-Greyjoy,Victarion-Greyjoy,Victarion,,,,,,,,,,,,,
Visenya-Targaryen,Visenya-Targaryen,Visenya,Wife-of-Aegon-I,,,,,,,,,,,,
Viserys-Targaryen,Viserys,,,,,,,,,,,,,,
Vylarr,Vylarr,Captain-Vylarr,captain-Vylarr,,,,,,,,,,,,
Vyman,Vyman,Maester-Vyman,maester-Vyman,,,,,,,,,,,,
Walda-Frey-(daughter-of-Merrett),Lady-Walda,Walda,,,,,,,,,,,,,
Walder-Frey,Lord-Walder-Frey,Walder-Frey,Lord-Walder,Lord-Frey,Lord-of-the-Crossing,Red-Walder,,,,,,,,,
Walder-Frey-(son-of-Jammos),Big-Walder-Frey,Big-Walder,,,,,,,,,,,,,
Walder-Frey-(son-of-Merrett),Little-Walder-Frey,Little-Walder,Frey-boy,,,,,,,,,,,,
Walder-Rivers,Walder-Rivers,,,,,,,,,,,,,,
Walton,Walton,Steelshanks-Walton,,,,,,,,,,,,,
Walton-Stark,Walton-Stark,Moon-King,,,,,,,,,,,,,
Waltyr-Frey,Waltyr-Frey,Waltyr,Tyr,,,,,,,,,,,,
Wat-(Whitesmile),Whitesmile-Wat,Wat,,,,,,,,,,,,,
Waymar-Royce,Ser-Waymar-Royce,Waymar-Royce,Waymar,Ser-Waymar,,,,,,,,,,,
Weasel,Weasel,,,,,,,,,,,,,,
Weeper,Weeping-Man,Weeper,,,,,,,,,,,,,
Weese,Weese,,,,,,,,,,,,,,
Wendamyr,Maester-Wendamyr,Wendamyr,,,,,,,,,,,,,
Wendel-Manderly,Ser-Wendel-Manderly,Wendel-Manderly,Ser-Wendel,Wendel,,,,,,,,,,,
Wendello-Qar-Deeth,Wendello-Qar-Deeth,,,,,,,,,,,,,,
Werlag,Werlag,,,,,,,,,,,,,,
Wex-Pyke,Wex-Pyke,Wex,,,,,,,,,,,,,
Willam-Stark,Willam-Stark,Lord-Willam-Stark,Lord-Willam,Willam,,,,,,,,,,,
Willem-Darry,Willem-Darry,,,,,,,,,,,,,,
Willem-Lannister,Willem-Lannister,,,,,,,,,,,,,,
William-Mooton,William-Mooton,Lord-William-Mooton,Lord-Mooton,Mooton,,,,,,,,,,,
Willit,Willit,,,,,,,,,,,,,,
Woth,Woth,,,,,,,,,,,,,,
Wylis-Manderly,Ser-Wylis-Manderly,Wylis-Manderly,Wylis,Ser-Wylis,,,,,,,,,,,
Wyman-Manderly,Lord-Wyman-Manderly,Lord-Wyman,Wyman,Lord-of-White-Harbor,Wyman-Manderly,Lord-Manderly,Lord-Lamprey,,,,,,,,
Xaro-Xhoan-Daxos,Xaro-Xhoan-Daxos,Xhoan-Daxos,Xhoan,Daxos,Xaro,merchant-prince,,,,,,,,,
Ygritte,Ygritte,,,,,,,,,,,,,,
Yohn-Royce,Bronze-Yohn-Royce,Yohn-Royce,,,,,,,,,,,,,
Yoren,Yoren,,,,,,,,,,,,,,
