Tristifer,Tristifer-the-Fifth,King-Tristifer,Tristifer,,,,,,,,,
Tyrion-Lannister,Imp-Tyrion-Lannister,Tyrion-Lannister,Lord-Imp,Lord-Tyrion,Imp,Tyrion,dwarf,Halfman,halfman,Halfman,,
Tysha,Tysha,,,,,,,,,,,
Tytos-Blackwood,Tytos-Blackwood,Lord-Blackwood,Lord-Tytos,Tytos,,,,,,,,
Tywin-Lannister,Lord-Tywin-of-the-Rock,Lord-of-Casterly-Rock,Lord-Tywin-Lannister,Tywin-Lannister,Lord-Tywin,Tywin,,,,,,
Urswyck,Urswyck-the-Faithful,Faithful-Urswyck,Urswyck,,,,,,,,,
Utherydes-Wayn,Utherydes-Wayn,Utherydes,Wayn,,,,,,,,,
Utt,Septon-Utt,Utt,,,,,,,,,,
Val,Val,,,,,,,,,,,
Varamyr,Varamyr-Sixskins,Sixskins,Varamyr,,,,,,,,,
Vargo-Hoat,Lord-Vargo,Vargo-Hoat,Vargo,Hoat,,,,,,,,
Varys,Lord-Varys,Lady-Varys,Spider,Varys,eunuch,,,,,,,
Viserion,Viserion,,,,,,,,,,,
Viserys,Prince-Viserys,King-Viserys,Viserys,,,,,,,,,
Vyman,Maester-Vyman,Vyman,,,,,,,,,,
Walda-Bolton,Walda-Bolton,Lady-Bolton,Lady-Walda,Walda-Frey,Fat-Walda,,,,,,,
Walder-Frey,Lord-of-the-Crossing,Lord-Walder-Frey,Walder-Frey,Lord-Walder,Lord-Frey,,,,,,,
Walder-Rivers,Walder-Rivers,,,,,,,,,,,
Walton,Steelshanks-Walton,Steelshanks,Walton,,,,,,,,,
Weeper,Weeper,,,,,,,,,,,
Wendel-Manderly,Ser-Wendel-Manderly,Wendel-Manderly,Ser-Wendel,Wendel,,,,,,,,
Willas-Tyrell,Willas-Tyrell,Ser-Willas,Willas,,,,,,,,,
Willem-Darry,Ser-Willem-Darry,Willem-Darry,,,,,,,,,,
Willem-Lannister,Willem-Lannister,Willem,,,,,,,,,,
Wynton-Stout,Ser-Wynton-Stout,Wynton-Stout,Wynton,,,,,,,,,
Xaro-Xhoan-Daxos,Xaro-Xhoan-Daxos,Daxos,Xhoan,Xaro,,,,,,,,
Ygritte,Ygritte,,,,,,,,,,,
