Jaime,560
Cersei,469
No,404
Brienne,401
Sam,350
Tommen,191
Victarion,149
Robert,144
Alayne,138
Margaery,125
Arya,123
Arianne,122
Landing,109
Do,106
Gilly,101
Sansa,100
Asha,99
Oldtown,93
Petyr,90
Aeron,87
Podrick,85
Qyburn,83
Eye,81
Pate,78
Tyrion,77
Riverrun,77
Euron,76
Lord Tywin,75
Crow,75
Balon,74
Myrcella,74
Lancel,71
High Septon,69
Dorne,69
Cat,68
Wall,66
Dareon,64
Hand,63
Kingsguard,61
Lannister,59
Braavos,59
Taena,58
Ser Hyle,57
Pycelle,57
Ser Loras,57
Maester Aemon,56
Stannis,56
Hound,55
Jon,54
Citadel,53
Maidenpool,52
Tyrell,52
Joffrey,51
Highgarden,50
Imp,48
Westeros,47
Nimble Dick,46
Duskendale,45
Edmure,44
Frey,44
Hotah,43
Dornish,43
Harrenhal,43
Mya,42
Drowned,42
Damphair,42
Myrish,42
Iron Throne,42
Eyrie,42
Are,41
Blackfish,41
Garin,40
Lord Nestor,40
Aemon,40
Dog,40
Stark,39
Braavosi,39
Darry,39
Saltpans,39
Ser Arys,39
Watch,38
Ser Ilyn,38
Seven Kingdoms,38
Alleras,37
Winterfell,37
Lord Robert,37
Trident,37
Renly,37
Tywin,36
Freys,36
Tarly,35
Dragonstone,35
Night,35
Sunspear,35
Most,35
Crabb,34
Seastone Chair,34
Arbor,34
Osney,34
Septon Meribald,34
Ser Osmund,34
Warrior,34
Merryweather,34
Lady Lysa,33
Tully,33
Meribald,32
Littlefinger,32
Lord Gyles,31
Kevan,31
Loras,30
Titan,30
Mace Tyrell,30
Xhondo,30
Others,29
Prince Doran,29
Twins,28
Faith,28
Sansa Stark,28
Brusco,28
Lady Merryweather,27
Grand Maester Pycelle,27
Tyene,27
Ser Creighton,27
Dick,27
Drey,26
Kettleblack,26
Leo,26
Lord Commander,26
Falyse,25
Quentyn,25
Mollander,25
Sweetrobin,25
Strongboar,25
Pyke,24
Elder,24
Oathkeeper,24
High Holiness,24
Pia,24
Ser Kevan,24
Shagwell,24
Mountain,23
Obara,23
Ser Jaime,23
Casterly Rock,23
Lady Catelyn,23
Kingslayer,23
Rosby,23
Aerys,23
Redwyne,23
End,22
Slayer,22
Knight of Flowers,22
Nagga,22
Snow,22
Petyr Baelish,22
Maddy,22
Cinnamon Wind,22
Red Keep,22
Old Wyk,22
Osmund Kettleblack,22
Lord Protector,22
Waters,21
Lysa,21
Aegon,21
Ser Ryman,21
Aurane Waters,21
Peck,21
Dorcas,21
Harlaw,21
Jaime Lannister,21
Lord Stannis,21
Edwyn,21
Above,20
Areo Hotah,20
Rhaegar,20
Darkstar,20
Lannisters,20
Ser Brynden,20
Moon Boy,20
Baelor,20
Varys,20
Reach,20
Valyrian,20
Payne,19
Joff,19
Declarant,19
Sandor Clegane,19
Gyles,19
Margaery Tyrell,19
King Tommen,19
Timeon,19
Melara,19
Jeyne,19
Blackwater,19
Ser Gregor,18
Clegane,18
Tongue,18
Aeron Damphair,18
Brune,18
Marillion,18
Jon Snow,18
Willow,18
Lannisport,18
Lady Genna,18
Bronze Yohn,18
Blue Bard,18
Tywin Lannister,18
Maester Colemon,18
Nuncle,18
Bronn,18
Rosey,18
Greyjoy,18
Tarth,18
Myr,17
Denyo,17
Lord Renly,17
Silence,17
Gretchel,17
Arys,17
Craster,17
Tyrells,17
Lord Petyr,17
Water Gardens,17
Armen,17
Daven,17
Needle,17
Ser Osney,17
Hyle Hunt,17
Ser Harys,16
Valyria,16
Prince Rhaegar,16
Lord Emmon,16
Many-Faced,16
Reader,16
Maiden,16
Lady Waynwood,16
Lord Randyll,16
Stranger,16
Lord Qyburn,16
Lord Tyrell,16
Lys,16
Gendry,16
Ser Daven,15
Sworn,15
Sphinx,15
Jon Arryn,15
Lord Tarly,15
Osmund,15
Lord Rodrik,15
Crone,15
Cedra,15
Arryn,15
Tyrosh,15
Biter,15
Many,15
Lord Beric,15
Waynwood,15
Royce,15
Horn Hill,15
Lord Walder,15
Megga,15
Lady Sansa,14
Myranda,14
Piper,14
Sand Snakes,14
Ser Lothor,14
Wat,14
Martell,14
Dondarrion,14
Narbert,14
Gulltown,14
Lady Margaery,14
Ser Meryn,14
Mander,14
Tyroshi,14
Greenblood,14
Roone,14
Alla,14
Mya Stone,13
Ser Balman,13
Stannis Baratheon,13
Iron Fleet,13
Ser Illifer,13
Nute the Barber,13
Lady Amerei,13
Corbray,13
Smith,13
Nymeria,13
Grey King,13
Podrick Payne,13
Stokeworth,13
Barber,13
Whispers,13
Lyn Corbray,13
Ser Shadrich,13
Pyg,13
Senelle,13
Blackbird,13
Moat Cailin,13
Ned Stark,13
Stinking Goose,13
Jocelyn,13
Hunt,13
Baelish,13
Doran Martell,12
Rodrik,12
White Harbor,12
Yohn,12
Robb,12
Happy Port,12
Spotted Sylva,12
Ser Dontos,12
Randyll Tarly,12
Lord Waters,12
Hotho,12
Brea,12
Maid,12
Tower of the Hand,12
Nute,12
Edmure Tully,12
Ten Towers,12
Stone,12
Salty,12
Yorko,12
Orton Merryweather,12
Loras Tyrell,12
Goodbrother,11
Stepstones,11
Maegor,11
Lord Merryweather,11
Young Wolf,11
Targaryen,11
Nym,11
Red Oarsman,11
Sky,11
Belmore,11
Dornishman,11
King Robert,11
Dornishmen,11
Doran,11
Tris,11
Justice,11
Umma,11
Pyp,11
Him,11
Urri,11
Walgrave,11
Lord Captain,11
Elia,10
Crackclaw Point,10
Oberyn,10
Ser Boros,10
Runestone,10
Theon,10
Addam Marbrand,10
Seven-Pointed Star,10
Ragman,10
Ser Osfryd,10
Kojja Mo,10
Skagos,10
Castle Black,10
Prince Oberyn,10
Lord Snow,10
Moon Door,10
Drumm,10
Lord Redwyne,10
Marwyn,10
Kettleblacks,10
Be,10
Balman,10
Lanna,10
Elinor,10
Gates,10
Dalla,10
Jaqen,10
Maggy,10
Osfryd,10
Lady Olenna,10
Vargo Hoat,10
Ship,10
Lady Mariya,10
Walder Rivers,10
Mord,10
Tumblestone,9
Free Cities,9
Brave Companions,9
King Renly,9
Botley,9
Quill,9
War,9
Ser Bonifer,9
Goat,9
Ilyn,9
High Sparrow,9
Great Sept,9
Talea,9
Maid of Tarth,9
Ser Lyn,9
Red Wedding,9
Ser Tallad,9
Norvos,9
Bran,9
Longwaters,9
Gregor Clegane,9
Ser Harys Swyft,9
Mace,9
Princess Myrcella,9
Most Devout,9
Honeywine,9
Samwell Tarly,9
Other,9
Gorold Goodbrother,9
Lollys,9
Grenn,9
Lady Nym,9
Queen of Thorns,9
Red Fork,9
Shitmouth,9
Swyft,9
Redfort,9
Connington,9
Lady Brienne,8
Ser Addam Marbrand,8
Eddard Stark,8
Beric Dondarrion,8
Osney Kettleblack,8
Emm,8
Baelor the Blessed,8
Orton,8
Ser Boros Blount,8
Iron Islands,8
Lord Yronwood,8
Sailor,8
Archmaester Walgrave,8
Rugen,8
Robert Baratheon,8
Wife,8
Garth,8
Red Viper,8
Eastwatch,8
Warden of the West,8
Nestor,8
Queen Cersei,8
Aeron Greyjoy,8
Iron Victory,8
Maester Caleotte,8
Black Wind,8
Mooton,8
Timoth,8
Queen Margaery,8
Marbrand,8
Hoat,8
Honor,8
Lord Belmore,8
Arys Oakheart,8
Balon Greyjoy,8
Ralf the Limper,8
Him of Many Faces,8
Gregor,8
Tankard,8
Emmon Frey,8
Maester Pycelle,8
Thoros,8
Caleotte,8
Day,8
Seneschal,8
Tower of the Sun,8
Baratheon,8
Terro,8
Great Wyk,8
Merlyn,8
King Aerys,8
