Daenerys-Targaryen,Daenerys-Stormborn,Daenerys-Targaryen,Stormborn,Khaleesi,Daenerys,Dany,the-queen-Dany,,,,,
Daeron-I-Targaryen,King-Daeron-the-First,Daeron-I-Targaryen,,,,,,,,,,
Daeron-II-Targaryen,good-King-Daeron,second-Daeron,Daeron-II-Targaryen,King-Daeron,,,,,,,,
Dagon-Greyjoy,Dagon-Greyjoy,Lord-Dagon,Dagon,,,,,,,,,
Dalla,Dalla,,,,,,,,,,,
Dareon,Dareon,black-singer,,,,,,,,,,
Daven-Lannister,Ser-Daven-Lannister,Daven-Lannister,Ser-Daven,Daven,,,,,,,,
Denyo-Treys,Denyo Terys,Denyo,,,,,,,,,,
Denys-Arryn,Ser-Denys-Arryn,Denys-Arryn,Ser-Denys,Denys,Denys-Arryn,,,,,,,
Denys-Darklyn,Lord-of-Duskendale,Denys-Darklyn,Lord-Darklyn,Lord-Denys,,,,,,,,
Dermot,Ser-Dermot-of-the-Rainwood,Ser-Dermot,Dermot,,,,,,,,,
Dick-Crabb,Dick-Crabb,,,,,,,,,,,
Donnel-of-Duskendale,Ser-Donnel-of-Duskendale,Donnel-of-Duskendale,,,,,,,,,,
Dontos-Hollard,Ser-Dontos-the-Red,Dontos-Hollard,Young-Dontos,Ser-Dontos,Dontos,,,,,,,
Doran-Martell,Doran-Martell,Prince-Doran,Doran,,,,,,,,,
Dorcas,Dorcas,,,,,,,,,,,
Dunstan-Drumm,Dunstan-Drumm,the-Drumm,Drumm,Dunstan-King,The-Drumm,,,,,,,
Ebrose,Archmaester-Ebrose,Ebrose,,,,,,,,,,
Eddison-Tollett,Dolorous-Edd-Tollett,Dolorous-Edd,Edd-Tollett,Edd,Tollett,Eddison-Tollett,,,,,,
Eddard-Stark,Lord-Stark-of-Winterfell,Lord-Eddard-Stark,Eddard-Stark,Lord-Eddard,Lord-Stark,Ned-Stark,Eddard,Ned,King-in-the-North-Ned,,,
Edmure-Tully,Lord-Edmure-Tully,Edmure-Tully,Lord-Edmure,Ser-Edmure,Edmure,,,,,,,
Edwyn-Frey,Edwyn-Frey,Edwyn,,,,,,,,,,
Elinor-Tyrell,Elinor-Tyrell,Lady-Elinor,Elinor,,,,,,,,,
Ellaria-Sand,Ellaria-Sand,Ellaria,,,,,,,,,,
Ellyn-Tarbeck,Ellyn-Tarbeck,Tarbeck-Hall,Lady-Ellyn,Tarbeck,Ellyn,,,,,,,
Elys-Waynwood,Ser-Elys-Waynwood,Elys-Waynwood,Ser-Elys,Elys,,,,,,,,
Emmon-Frey,Lord-Emmon-Frey,Lord-Emmon,Emmon-Frey,Ser-Emmon,Emmon,Emm,,,,,,
Erik-Ironmaker,Erik-Anvil-Breaker,Erik-Ironmaker,Erik-the-Just,Anvil-Breaker,King-Erik,Ironmaker,Erik,,,,,
Euron-Greyjoy,Euron-Greyjoy,Euron-Crow,Lord-Euron,Euron,king-Euron,,,,,,,
Falyse-Stokeworth,Lady-Falyse-of-Stokeworth,Sweet-Falyse,Lady-Falyse,Falyse-Stokeworth,Falyse,,,,,,,
Forley-Prester,Ser-Forley-Prester,Forley-Prester,Ser-Forley,Forley,,,,,,,,
Galladon-of-Morne,Ser-Galladon-of-Morne,Ser-Galladon,Galladon,Perfect-Knight,Galladon-of-Morne,,,,,,,
Garin-(prince),Garin-the-Great,Prince-Garin,,,,,,,,,,
Garin-(orphan),Garin,,,,,,,,,,,
Garlan-Tyrell,Ser-Garlan-the-Gallant,Garlan-the-Gallant,Ser-Garlan,Garlan-Tyrell,Garlan,,,,,,,
Garth-Tyrell,Garth-the-Gross,Garth-Tyrell,Garth,,,,,,,,,
Gawen-Westerling,Lord-Gawen-Westerling,Gawen-Westerling,Lord-Westerling,Lord-Gawen,Gawen,,,,,,,
Gendry,Ser-Gendry,Gendry,,,,,,,,,,
Genna-Lannister,Genna-Lannister,Lady-Genna,Genna,,,,,,,,,
Germund-Botley,Germund-Botley,Germund,Lord of Lordsport,,,,,,,,,
Gerold-Dayne,Ser-Gerold-Dayne,Gerold-the-Great,Gerold-Dayne,Ser-Gerold,Darkstar,Gerold,,,,,,
Gilly,Gilly,,,,,,,,,,,
Gilwood-Hunter,Young-Lord-Hunter,Gilwood-Hunter,Lord-Hunter,Hunter,Lord-of-Longbow-Hall,,,,,,,
Lady-Glover,Lady-Glover,,,,,,,,,,,
Gormond-Goodbrother,Gormond-Goodbrother,Gormond,,,,,,,,,,
Gorold-Goodbrother,Gorold-Goodbrother,Lord-Gorold,Gorold,,,,,,,,,
Gregor-Clegane,Ser-Gregor-Clegane,Gregor-Clegane,Ser-Gregor,Gregor-the-Mountain,Gregor,the-Mountain-that-Rides,the-Mountain,The-Mountain,,,,
Grenn,Grenn,,,,,,,,,,,
Gretchel,Gretchel,,,,,,,,,,,
Lord-Grandison,Greybeard-Grandison,Lord-Grandison,Grandison,,,,,,,,,
Greydon-Goodbrother,Greydon-Goodbrother,Greydon,,,,,,,,,,
Gunthor-Hightower,Ser-Gunthor,Gunthor-Hightower,Gunthor,,,,,,,,,
Gwynesse-Harlaw,Lady-Gwynesse,Gwynesse,Gwynesse-Harlaw,,,,,,,,,
Gyles-Grafton,Gyles-Grafton,Lord-Grafton,Grafton,,,,,,,,,
Gyles-Rosby,Lord-Gyles-Rosby,Gyles-Rosby,Lord-Rosby,Lord-Gyles,Gyles,,,,,,,
Hallyne,Hallyne-of-the-Guild-of-Alchemists,Lord-Hallyne,Hallyne,,,,,,,,,
Harmen-Uller,Lord-of-Hellholt,Harmen-Uller,Lord-Harmen,Lord-Uller,Harmen,Lord-of-Hellholt,,,,,,
Harras-Harlaw,Ser-Harras-Harlaw,Harras-Harlaw,Ser-Harras,Harras,Lord-of-Greyshield,,,,,,,
Harrold-Hardyng,Harrold-Hardyng,Harry-the-Heir,Lord-Harrold,Ser-Harrold,Ser-Harry,Hardyng,Harrold,Harry-Hardyng,,,,
Harwyn-Plumm,Harwyn-Plumm,Ser-Harwyn,Harwyn,,,,,,,,,
Harys-Swyft,Ser-Harys-Swyft,Harys-Swyft,Ser-Harys,King-Hand_Swyft,,,,,,,,
High-Septon-(Tyrions),High-Septon-Old,,,,,,,,,,,
High-Sparrow,High-Holiness,High-Septon,Holiness,High-Sparrow,,,,,,,,
Horas-Redwyne,Horas-Redwyne,Horas,,,,,,,,,,
Horton-Redfort,Lord-of-Redfort,Horton-Redfort,Lord-Redfort,Lord-Horton,Redfort,Horton,,,,,,
Hoster-Tully,Lord-of-Riverrun,Lord-Hoster-Tully,Hoster-Tully,Lord-Hoster,Lord-Tully,Hoster,,,,,,
Hotho-Harlaw,Hotho-the-Humpback,Hotho-Humpback,Hotho-Harlaw,Humpback,Hotho,,,,,,,
Humfrey-Wagstaff,Humfrey-Wagstaff,Ser-Humfrey,Wagstaff,,,,,,,,,
Hyle-Hunt,Ser-Hyle-Hunt,Hyle-Hunt,Ser-Hyle,Hyle,,,,,,,,
Illifer,Ser-Illifer-the-Penniless,Illifer-the-Penniless,Ser-Illifer,Penniless,Illifer,,,,,,,
Ilyn-Payne,Ser-Ilyn-Payne,Ilyn-Payne,Ser-Ilyn,Ilyn,Kings-Justice,,,,,,,
Jaehaerys-I-Targaryen,Jaehaerys-the-Conciliator,King-Jaehaerys,Conciliator,Jaehaerys,king-Jaehaerys,,,,,,,
Jaime-Lannister,Jaime-Lannister,Kingslayer,Lord-Jaime,Ser-Jaime,Jaime,Lord-Commander-of-the-Kingsguard,Young-Lion,Lord-Commander-Jaime,,,,
Jalabhar-Xho,Prince-Jalabhar,Jalabhar-Xho,Jalabhar,Xho,,,,,,,,
Janos-Slynt,Janos-Slynt,Lord-Janos,Slynt,Janos,,,,,,,,
Jaqen-Hghar,Jaqen,Jaqen Hghar,,,,,,,,,,
Jasper-Arryn,Lord-Jasper-Arryn,Jasper-Arryn,Lord-Jasper,Jasper,,,,,,,,
Jeor-Mormont,Lord-Commander-Mormont,Lord-Mormont,Jeor-Mormont,Old-Bear,Mormont,Bear,,,,,,
Jeyne-Darry,Jeyne-Darry,Jeyne-Darry,,,,,,,,,,
Jeyne-Farman,Fat-Jeyne-Farman,Jeyne-Farman,Jeyne,,,,,,,,,
Jeyne-Fowler,Jeyne-Fowler,,,,,,,,,,,
Jeyne-Heddle,Long-Jeyne-Heddle,Jeyne-Heddle,Long-Jeyne,Jeyne-Heddle,,,,,,,,
Jeyne-Poole,Jeyne-Poole,,,,,,,,,,,
Jeyne-Westerling,Jeyne-Westerling,Jeyne-Westerling,,,,,,,,,,
Jocelyn-Swyft,Jocelyn-Swyft,Lady-Jocelyn,Jocelyn,,,,,,,,,
Joffrey-Baratheon,Prince-Joffrey,King-Joffrey,Joffrey,Joff,king-Joffrey,,,,,,,
Jon-Arryn,Lord-Jon-Arryn,Lord-Arryn,Jon-Arryn,Lord-Jon,,,,,,,,
Jon-Connington,Jon-Connington,Lord-JonC,,,,,,,,,,
Jonothor-Darry,Ser-Jon-Darry,Jon-Darry,Jonothor Darry,,,,,,,,,
Jon-Snow,Lord-Commander-Snow,Great-Lord-Snow,Lord-Snow,Jon-Snow,Snow,Jon,,,,,,
Josmyn-Peckledon,Josmyn-Peckledon,Peckledon,Peck,,,,,,,,,
Karyl-Vance,Lord-Karyl-Vance,Lord-of-Wayfarer,Karyl-Vance,Karyl,,,,,,,,
Kennos-of-Kayce,Ser-Kennos-of-Kayce,Ser-Kennos,Kennos,,,,,,,,,
Kevan-Lannister,Ser-Kevan-Lannister,Kevan-Lannister,Ser-Kevan,Kevan,,,,,,,,
Kojja-Mo,Kojja-Mo,Kojja,,,,,,,,,,
Lambert-Turnberry,Ser-Lambert-Turnberry,Lambert-Turnberry,Ser-Lambert,Lambert,,,,,,,,
Lancel-Lannister,Lord-Lancel,Lancel,,,,,,,,,,
Lem,Lem,,,,,,,,,,,
Leo-Tyrell,Leo-Tyrell,Lazy-Leo,Leo,,,,,,,,,
Lewyn-Martell,Prince-Lewyn-of-Dorne,Lewyn-Martell,Prince-Lewyn,Lewyn,,,,,,,,
Lewys-Piper,Little-Lew-Piper,Lewys-Piper,Little-Lew,Lew-Piper,Lewys,Lew,,,,,,
Leyton-Hightower,Lord-Leyton-of-the-Hightower,Leyton-Hightower,Lord-Hightower,Lord-Leyton,Leyton,,,,,,,
Lollys-Stokeworth,Lollys-Lackwit,Lollys,,,,,,,,,,
Loras-Tyrell,Knight-of-Flowers,Loras-Tyrell,Ser-Loras,Loras,,,,,,,,
Lothor-Brune,Ser-Lothor-Brune,Lothor-Brune,Ser-Lothor,Lothor,apple-eater,,,,,,,
Lucamore-Strong,Ser-Lucamore-Strong,Lucamore-the-Lusty,Lucamore-Strong,Lucamore,,,,,,,,
Lucas-Codd,Left-Hand-Lucas-Codd,Lucas-Codd,Left-Hand,Lucas,,,,,,,,
Lyle-Crakehall,Lyle-Crakehall,Strongboar,Ser-Lyle,Lyle,,,,,,,,
Lyn-Corbray,Ser-Lyn-Corbray,Lyn-Corbray,Ser-Lyn,Lyn,,,,,,,,
Lyonel-Corbray,Lord-Lyonel-Corbray,Lyonel-Corbray,Lord-Corbray,Lord-Lyonel,Lyonel,,,,,,,
Lysa-Arryn,Lysa-Tully-of-Riverrun,Lysa-Tully,Lysa-Arryn,Lady-Lysa,Lysa,,,,,,,
Mace-Tyrell,Lord-of-Highgarden,Mace-Tyrell,Lord-Tyrell,Mace,,,,,,,,
Maddy,Fat-Maddy,Maddy,,,,,,,,,,
Maegor-I-Targaryen,Maegor-the-Cruel,King-Maegor,Maegor,,,,,,,,,
Maggy,Maggy-the-Frog,Maggy,Frog,,,,,,,,,
Malora-Hightower,Malora-Hightower,Mad-Maid,,,,,,,,,,
Mance-Rayder,King-beyond-the-Wall,Mance-Rayder,Rayder,Mance,,,,,,,,
Manfrey-Martell,Ser-Manfrey-Martell,Manfrey-Martell,Ser-Manfrey,Manfrey,,,,,,,,
Margaery-Tyrell,Margaery-Tyrell,Queen-Margaery,Lady-Margaery,Maid-Margaery,Margaery,little-queen,queen-Margaery,the-king-wife,,,,
Mariah-Martell,Mariah-Martell,Myriah-Martell,Princess-Myriah,Princess-Mariah,,,,,,,,
Marillion,Marillion,,,,,,,,,,,
Mariya-Darry,Lady-Mariya,Mariya,,,,,,,,,,
Mark-Mullendore,Ser-Mark-Mullendore,Mark-Mullendore,Mark,,,,,,,,,
Maron-Volmark,Maron-Volmark,Prince-Maron,Maron,,,,,,,,,
Marwyn,Archmaester-Marwyn,Marwyn-the-Mage,Marwyn,Mage,,,,,,,,
Marwyn-Belmore,Ser-Marwyn-Belmore,Ser-Marwyn,,,,,,,,,,
Masha-Heddle,Masha-Heddle,Masha,,,,,,,,,,
Megga-Tyrell,Megga-Tyrell,Lady-Megga,Megga,,,,,,,,,
Melara-Hetherspoon,Melara-Hetherspoon,Hetherspoon,Melara,,,,,,,,,
Melisandre,Melisandre-of-Asshai,Lady-Melisandre,Melisandre,red-priestess,red-woman,,,,,,,
Meribald,Septon-Meribald,Meribald,,,,,,,,,,
Meldred-Merlyn,Lord-Merlyn,Merlyn,Meldred Merlyn,,,,,,,,,
Merrett-Frey,Merrett-Frey,Merrett,,,,,,,,,,
Meryn-Trant,Ser-Meryn-Trant,Meryn-Trant,Ser-Meryn,Meryn,Trant,,,,,,,
Moelle,Septa-Moelle,Moelle,,,,,,,,,,
Mollander,Mollander,,,,,,,,,,,
Moon-Boy,Moon-Boy,,,,,,,,,,,
Mya-Stone,Mya-Stone,Mya,,,,,,,,,,
Myranda-Royce,Lady-Myranda-Royce,Myranda-Royce,Lady-Myranda,Myranda,Randa,,,,,,,
Myrcella-Baratheon,Little-Myrcella-Baratheon,Myrcella-Baratheon,Princess-Myrcella,Queen-Myrcella,Myrcella,,,,,,,
Nan,Old-Nan,Nan,,,,,,,,,,
Narbert,Septon-Narbert,Narbert,,,,,,,,,,
Nestor-Royce,Lord-Nestor-Royce,Nestor-Royce,Lord-Nestor,Nestor,Keeper-of-the-Gates-of-the-Moon,,,,,,,
Nick-Crabb,Nimble-Dick,Nick Crabb,,,,,,,,,,
Nute,Nute-the-Barber,Barber,Nute,,,,,,,,,
Nymeria-Sand,Nymeria-Sand,Lady-Nym,Nymeria,Nym,,,,,,,,
Nymeria,Queen-Nymeria,Queen-Nymeria,,,,,,,,,,
Obara-Sand,Obara-Sand,Lady-Obara,Obara,,,,,,,,,
Oberyn-Martell,Prince-Oberyn-of-Dorne,Prince-Oberyn-Viper,Red-Viper-of-Dorne,Prince-Oberyn,Oberyn-Viper,Red-Viper,Oberyn,Viper,,,,
Olenna-Redwyne,Lady-Olenna-Tyrell,Queen-of-Thorns,Olenna-Tyrell,Lady-Olenna,Olenna,Olenna Redwyne,,,,,,
Orton-Merryweather,Orton-Merryweather,Lord-Merryweather,Lord-Orton,Orton,,,,,,,,
Osfryd-Kettleblack,Osfryd-Kettleblack,Ser-Osfryd,Osfryd,,,,,,,,,
Osmund-Kettleblack,Ser-Osmund-Kettleblack,Osmund-Kettleblack,Ser-Osmund,Osmund,Osmund-Kettleblack,,,,,,,
Osney-Kettleblack,Ser-Osney-Kettleblack,Osney-Kettleblack,Ser-Osney,Osney,Osney-Kettleblack,,,,,,,
Pate-(novice),Pate,,,,,,,,,,,
Pate-(whipping-boy),Pate-whipping-boy,,,,,,,,,,,
Pate-(Nights-Watch),Spotted-Pate,,,,,,,,,,,
Paxter-Redwyne,Paxter-Redwyne,Lord-Redwyne,Lord-Paxter,Paxter,,,,,,,,
Petyr-Baelish,Lord-Littlefinger,Petyr-Baelish,Lord-Baelish,Littlefinger,Lord-Petyr,Baelish,Petyr,Lord-Protector-of-the-Vale,Lord-Paramount-of-the-Trident,,,
Pia,Pia,,,,,,,,,,,
Podrick-Payne,Podrick-Payne,Poor-Podrick,Podrick,Pod,,,,,,,,
Pycelle,Grand-Maester-Pycelle,Maester-Pycelle,Pycelle,,,,,,,,,
Pyg,Pyg,,,,,,,,,,,
Pypar,Pyp,Pypar,,,,,,,,,,
Quellon-Greyjoy,Lord-of-the-Iron-Islands,Quellon-Greyjoy,Lord-Quellon,Quellon,,,,,,,,
Quellon-Humble,Quellon-Humble,,,,,,,,,,,
Quentyn-Martell,Quentyn-Martell,Quentyn,Prince-Frog,Prince-Who-Came-Too-Late,Dragonrider,,,,,,,
Quhuru-Mo,Quhuru-Mo,Quhuru,,,,,,,,,,
Quincy-Cox,Ser-Quincy-Cox,Ser-Quincy,Quincy-Cox,Quincy,,,,,,,,
Qyburn,Maester-Qyburn,Lord-Qyburn,Qyburn,,,,,,,,,
Rafford,Raff-the-Sweetling,Raff,Rafford,,,,,,,,,
Ralf-Stonehouse,Red-Ralf-Stonehouse,Red-Ralf,Stonehouse,,,,,,,,,
Ralf-Kenning,Ralf-Kenning,,,,,,,,,,,
Ralf-(Limper),Ralf-the-Limper,Ralf-the-Limp,Limper,,,,,,,,,
Randyll-Tarly,Randyll-Bloody-Tarly,Lord-Randyll-Tarly,Randyll-Tarly,Lord-Randyll,Lord-Tarly,Randyll,,,,,,
Raymun-Darry,Ser-Raymun-Darry,Raymun-Darry,Ser-Raymun,Raymun,,,,,,,,
Raynald-Westerling,Ser-Raynald-Westerling,Raynald-Westerling,Ser-Raynald,Raynald,,,,,,,,
Raynard,Septon-Raynard,Raynard,,,,,,,,,,
Red-Oarsman,Red-Oarsman,Oarsman,,,,,,,,,,
Renly-Baratheon,Renly-Baratheon,Lord-Renly,King-Renly,King-Renly,Renly,Lord-of-Storm-End,king-Renly,,,,,
Rennifer-Longwaters,Rennifer-Longwaters,Longwaters,Rennifer,,,,,,,,,
Rhaegar-Targaryen,Rhaegar-Targaryen,Prince-Rhaegar,Rhaegar,Prince-of-Dragonstone,prince-Rhaegar,,,,,,,
Rickon-Stark,Rickon,Rickon Stark,,,,,,,,,,
Robb-Stark,Young-Wolf,Robb-Stark,Robb,,,,,,,,,
Robert-Arryn,Lord-of-the-Eyrie,Ser-Sweetrobin,Robert-Arryn,Lord-Robert,Sweetrobin,Defender-of-the-Vale,little-lord,,,,,
Robert-Baratheon,Robert-Baratheon,King-Robert,Robert,Usurper,king-Robert,,,,,,,
Rodrik-Harlaw,Lord-Rodrik-Harlaw,Rodrik-the-Reader,Lord-of-Harlaw,Rodrik-Harlaw,Lord-Rodrik,Lord-Harlaw,Rodrik,Reader,,,,
Roelle,Septa-Roelle,Roelle,,,,,,,,,,
Roger-Hogg,Ser-Roger-Hogg,Roger-Hogg,Ser-Roger,Roger,,,,,,,,
Ronnel-Arryn-(son-of-Jasper),Ser-Ronnel-Arryn,Ronnel-Arryn,Ronnel,,,,,,,,,
Ronnet-Connington,Red-Ronnet-Connington,Ronnet-Connington,Ser-Ronnet,Red-Ronnet,Ronnet,,,,,,,
Roone,Roone,,,,,,,,,,,
Roose-Bolton,Lord-of-the-Dreadfort,Roose-Bolton,Lord-Bolton,Roose,,,,,,,,
Rorge,Mad-Dog-of-Saltpans,Rorge,,,,,,,,,,
Rosey,Rosey,,,,,,,,,,,
Roslin-Frey,Lady-Roslin,Roslin-Frey,Roslin,,,,,,,,,
Ryam,Archmaester-Ryam,Ryam,,,,,,,,,,
Ryam-Redwyne,Ser-Ryam-Redwyne,Ryam-Redwyne,Ryam,,,,,,,,,
Ryman-Frey,Ser-Ryman-Frey,Ryman-Frey,Ser-Ryman,Ryman,,,,,,,,
Samwell-Tarly,Sam-the-Seducer,Sam-the-Slayer,Sam-the-Scared,Samwell-Tarly,Samwell,Black-Sam,Sam,,,,,
Sandor-Clegane,Sandor-Clegane,Sandor,Hound,,,,,,,,,
Sansa-Stark,Sansa-Stark,Lady-Sansa,Sansa,Alayne-Stone,Alayne-Stone,Lady-Alayne,,,,,,
Sawane-Botley,Sawane-Botley,Sawane,,,,,,,,,,
Senelle,Senelle,,,,,,,,,,,
Shadrich,Ser-Shadrich-the-Mad-Mouse,Shadrich-of-the-Shady-Glen,Ser-Shadrich,Mad-Mouse,Shadrich,,,,,,,
Shae,Shae,,,,,,,,,,,
Shagwell,Shagwell,,,,,,,,,,,
Sigfryd-Harlaw,Sigfryd-Harlaw-the-Silverhair,Sigfryd-Silverhair,Sigfryd-Harlaw,Silverhair,Sigfryd,,,,,,,
Stannis-Baratheon,Stannis-Baratheon,Lord-Stannis,King-Stannis,Stannis,,,,,,,,
Samwell-Stone,Strong-Sam-Stone,Samwell Stone,,,,,,,,,,
Sybell-Spicer,Lady-Westerling,Sybell-Spicer,Lady-Sybell,Sybell,Spicer,,,,,,,
Sylva-Santagar,Lady-Sylva-Santagar,Sylva-Santagar,Spotted-Sylva,Lady-Sylva,Sylva,,,,,,,
Symond-Templeton,Symond-Templeton,Ser-Symond,Templeton,Symond,Knight-of-Ninestars,,,,,,,
Syrio-Forel,Syrio-Forel,Syrio,Forel,,,,,,,,,
Taena-of-Myr,Taena-Merryweather,Lady-Merryweather,Lady-Taena,Taena,Taena of Myr,,,,,,,
Talbert-Serry,Ser-Talbert-Serry,Talbert-Serry,Talbert,,,,,,,,,
Tallad,Ser-Tallad-the-Tall,Tallad-the-Tall,Ser-Tallad,Tallad,,,,,,,,
Tanda-Stokeworth,Tanda-Stokeworth,Lady-Tanda,Tanda,,,,,,,,,
