A Game of Thrones,Addam-Marbrand,Addam Marbrand,Ser Addam Marbrand,Ser,Addam,Marbrand,,
A Game of Thrones,Aegon-I-Targaryen,Aegon Targaryen,King Aegon I Targaryen; The Conqueror/The Dragon,King,Aegon,Targaryen,,The Conqueror/The Dragon
A Game of Thrones,Aegon-III-Targaryen,Aegon Targaryen,King Aegon III Targaryen; Dragonbane/The Younger,King,Aegon,Targaryen,,Dragonbane/The Younger
A Game of Thrones,Aegon-V-Targaryen,Aegon Targaryen,King Aegon V Targaryen; The Fortunate/The Unlikely,King,Aegon,Targaryen,,The Fortunate/The Unlikely
A Game of Thrones,Aemon-Targaryen-(Maester-Aemon),Aemon,Maester Aemon (Targaryen),Maester,Aemon,,Targaryen,
A Game of Thrones,Aemon-Targaryen-(Dragonknight),Aemon Targaryen,Prince Aemon Targaryen; The Dragonknight,Prince,Aemon,Targaryen,,The Dragonknight
A Game of Thrones,Aerys-II-Targaryen,Aerys Targaryen,King Aerys II Targaryen; The Mad King,King,Aerys,Targaryen,,The Mad King
A Game of Thrones,Aethelmure,Aethelmure,Grand Maester Aethelmure,Grand Maester,Aethelmure,,,
A Game of Thrones,Albar-Royce,Albar Royce,Ser Albar Royce,Ser,Albar,Royce,,
A Game of Thrones,Albett,Albett,Albett,,Albett,,,
A Game of Thrones,Alia,Alia,Alia; Of Braavos,,Alia,,,Of Braavos
A Game of Thrones,Alliser-Thorne,Alliser Thorne,Ser Alliser Thorne,Ser,Alliser,Thorne,,
A Game of Thrones,Alyn,Alyn,Alyn; Guard at Winterfell,,Alyn,,,Guard at Winterfell
A Game of Thrones,Alyssa-Arryn,Alyssa Arryn,Alyssa Arryn,,Alyssa,Arryn,,
A Game of Thrones,Amory-Lorch,Amory Lorch,Ser Amory Lorch,Ser,Amory,Lorch,,
A Game of Thrones,Andar-Royce,Andar Royce,Ser Andar Royce,Ser,Andar,Royce,,
A Game of Thrones,Andros-Brax,Andros Brax,Lord Andros Brax,Lord,Andros,Brax,,
A Game of Thrones,Anguy,Anguy,Anguy,,Anguy,,,
A Game of Thrones,Anya-Waynwood,Anya Waynwood,Lady Anya Waynwood,Lady,Anya,Waynwood,,
A Game of Thrones,Aron-Santagar,Aron Santagar,Ser Aron Santagar,Ser,Aron,Santagar,,
A Game of Thrones,Arryk-Cargyll,Arryk Cargyll,Ser Arryk Cargyll,Ser,Arryk,Cargyll,,
A Game of Thrones,Arthur-Dayne,Arthur Dayne,Ser Arthur Dayne; Sword of the Morning,Ser,Arthur,Dayne,,Sword of the Morning
A Game of Thrones,Arya-Stark,Arya Stark,Arya Stark,,Arya,Stark,,
A Game of Thrones,Arys-Oakheart,Arys Oakheart,Ser Arys Oakheart,Ser,Arys,Oakheart,,
A Game of Thrones,Ashara-Dayne,Ashara Dayne,Lady Ashara Dayne,Lady,Ashara,Dayne,,
A Game of Thrones,Ayrmidon,Ayrmidon,Ayrmidon,,Ayrmidon,,,
A Game of Thrones,Baelor-I-Targaryen,Baelor Targaryen,King Baelor I Targaryen; The Blessed,King,Baelor,Targaryen,,The Blessed
A Game of Thrones,Balon-Greyjoy,Balon Greyjoy,Lord Balon Greyjoy,Lord,Balon,Greyjoy,,
A Game of Thrones,Balon-Swann,Balon Swann,Ser Balon Swann,Ser,Balon,Swann,,
A Game of Thrones,Barra,Barra,Barra,,Barra,,,
A Game of Thrones,Barristan-Selmy,Barristan Selmy,Ser Barristan Selmy,Ser,Barristan,Selmy,,
A Game of Thrones,Bass,Bass,Bass,,Bass,,,
A Game of Thrones,Benjen-Stark,Benjen Stark,Benjen Stark,,Benjen,Stark,,
A Game of Thrones,Beric-Dondarrion,Beric Dondarrion,Lord Beric Dondarrion; The Lightning Lord,Lord,Beric,Dondarrion,,The Lightning Lord
A Game of Thrones,Bessa,Bessa,Bessa,,Bessa,,,
A Game of Thrones,Beth-Cassel,Beth Cassel,Beth Cassel,,Beth,Cassel,,
A Game of Thrones,Bethany-Redwyne,Bethany Rowan,Bethany Rowan;Bethany Redwyne,,Bethany,Rowan,Redwyne,
A Game of Thrones,Bharbo,Bharbo,Khal Bharbo,Khal,Bharbo,,,
A Game of Thrones,Borcas,Borcas,Borcas,,Borcas,,,
A Game of Thrones,Boros-Blount,Boros Blount,Ser Boros Blount,Ser,Boros,Blount,,
A Game of Thrones,Bowen-Marsh,Bowen Marsh,Bowen Marsh,,Bowen,Marsh,,
A Game of Thrones,Brandon-Stark,Brandon Stark,Brandon Stark; Bran,,Brandon,Stark,,Bran
A Game of Thrones,Brandon-Stark,Brandon Stark,Brandon Stark; The Builder,,Brandon,Stark,,The Builder
A Game of Thrones,Brandon-Stark,Brandon Stark,Brandon Stark; Brother of Eddard,,Brandon,Stark,,Brother of Eddard
A Game of Thrones,Brandon-Stark,Brandon Stark,King Brandon Stark; The Shipwright,King,Brandon,Stark,,The Shipwright
A Game of Thrones,Brandon-Stark,Brandon Stark,King Brandon Stark; The Burner,King,Brandon,Stark,,The Burner
A Game of Thrones,Bronn,Bronn,Bronn,,Bronn,,,
A Game of Thrones,Bryce-Caron,Bryce Caron,Lord Bryce Caron,Lord,Bryce,Caron,,
A Game of Thrones,Brynden-Tully,Brynden Tully,Ser Brynden Tully; Blackfish,Ser,Brynden,Tully,,Blackfish
A Game of Thrones,Buu,Buu,Buu,,Buu,,,
A Game of Thrones,Byan-Votyris,Byan Votyris,Captain Byan Votyris,Captain,Byan,Votyris,,
A Game of Thrones,Catelyn-Stark,Catelyn Stark,Lady Catelyn Stark (Tully),Lady,Catelyn,Stark,Tully,
A Game of Thrones,Cayn,Cayn,Cayn,,Cayn,,,
A Game of Thrones,Cellador,Cellador,Septon Cellador,Septon,Cellador,,,
A Game of Thrones,Cersei-Lannister,Cersei Lannister,Queen Cersei Lannister,Queen,Cersei,Lannister,,
A Game of Thrones,Chataya,Chataya,Chataya,,Chataya,,,
A Game of Thrones,Chayle,Chayle,Septon Chayle,Septon,Chayle,,,
A Game of Thrones,Chella,Chella,Chella; Daughter of Cheyk,,Chella,,,Daughter of Cheyk
A Game of Thrones,Chett,Chett,Chett,,Chett,,,
A Game of Thrones,Chiggen,Chiggen,Chiggen,,Chiggen,,,
