Book,Page,Chapter No,Chapter Name,POV,Character,Title,Forename,Surname,Old Surname,Alias,Regnal No,Gender,Status
A Dance with Dragons,157,11,Daenerys II,Daenerys Targaryen,Hazzea,,Hazzea,,,,,F,D
A Dance with Dragons,165,12,Reek I,Theon Greyjoy,Ben; Ben Bones,,Ben,,,Ben Bones,,M,
A Dance with Dragons,165,12,Reek I,Theon Greyjoy,Damon; Damon Dance-For-Me,,Damon,,,Damon Dance-For-Me,,M,
A Dance with Dragons,165,12,Reek I,Theon Greyjoy,Grunt,,Grunt,,,,,M,
A Dance with Dragons,165,12,Reek I,Theon Greyjoy,Alyn; Sour Alyn,,Alyn,,,Sour Alyn,,M,
A Dance with Dragons,165,12,Reek I,Theon Greyjoy,Skinner,,Skinner,,,,,M,
A Dance with Dragons,165,12,Reek I,Theon Greyjoy,Dick; Yellow Dick,,Dick,,,Yellow Dick,,M,D
A Dance with Dragons,179,14,Tyrion IV,Tyrion Lannister,Yandry,,Yandry,,,,,M,
A Dance with Dragons,185,14,Tyrion IV,Tyrion Lannister,Galendro,,Galendro,,,,,M,
A Dance with Dragons,188,14,Tyrion IV,Tyrion Lannister,Triarch Malaquo Maegyr,Triarch,Malaquo,Maegyr,,,,M,
A Dance with Dragons,188,14,Tyrion IV,Tyrion Lannister,Triarch Nyessos Vhassar,Triarch,Nyessos,Vhassar,,,,M,
A Dance with Dragons,188,14,Tyrion IV,Tyrion Lannister,Triarch Doniphos Paenymion,Triarch,Doniphos,Paenymion,,,,M,
A Dance with Dragons,194,15,Davos II,Davos Seaworth,Casso Mogat,,Casso,Mogat,,,,M,
A Dance with Dragons,213,16,Daenerys III,Daenerys Targaryen,Mezzara,,Mezzara,,,,,F,
A Dance with Dragons,214,16,Daenerys III,Daenerys Targaryen,Rommo,,Rommo,,,,,M,
A Dance with Dragons,214,16,Daenerys III,Daenerys Targaryen,Mollono Yos Dob,,Mollono,Yos Dob,,,,M,
A Dance with Dragons,214,16,Daenerys III,Daenerys Targaryen,Symon Stripeback,,Symon,Stripeback,,,,M,
A Dance with Dragons,218,17,Jon IV,Jon Snow,Wick Whittlestick,,Wick,Whittlestick,,,,M,
A Dance with Dragons,228,17,Jon IV,Jon Snow,Lord Hoarfrost Umber,Lord,Hoarfrost,Umber,,,,M,
A Dance with Dragons,224,17,Jon IV,Jon Snow,Lord Sweet,Lord,?,Sweet,,,,M,
A Dance with Dragons,243,19,Davos III,Davos Seaworth,Ser Marlon Manderly,Ser,Marlon,Manderly,,,,M,
A Dance with Dragons,246,19,Davos III,Davos Seaworth,Maester Theomore (Lannister),Maester,Theomore,,Lannister,,,M,
A Dance with Dragons,247,19,Davos III,Davos Seaworth,Lady Leona Manderly (Woolfield),Lady,Leona,Manderly,Woolfield,,,F,
A Dance with Dragons,257,20,Reek II,Theon Greyjoy,Wylla Manderly,,Wylla,Manderly,,,,F,
A Dance with Dragons,257,20,Reek II,Theon Greyjoy,Dagon Codd,,Dagon,Codd,,,,M,D
A Dance with Dragons,261,20,Reek II,Theon Greyjoy,Adrack Humble,,Adrack,Humble,,,,M,D
A Dance with Dragons,262,20,Reek II,Theon Greyjoy,Roger Ryswell,,Roger,Ryswell,,,,M,
A Dance with Dragons,262,20,Reek II,Theon Greyjoy,Rickard Ryswell,,Rickard,Ryswell,,,,M,
A Dance with Dragons,268,21,Jon V,Jon Snow,Ty,,Ty,,,,,M,
A Dance with Dragons,272,21,Jon V,Jon Snow,Rory,,Rory,,,,,M,
A Dance with Dragons,273,21,Jon V,Jon Snow,Butts,,Butts,,,,,M,
A Dance with Dragons,283,22,Tyrion VI,Tyrion Lannister,Qavo Nogarys,,Qavo,Nogarys,,,,M,
A Dance with Dragons,285,22,Tyrion VI,Tyrion Lannister,Triarch Horonno,Triarch,Horonno,,,,,M,
A Dance with Dragons,286,22,Tyrion VI,Tyrion Lannister,Benerro,,Benerro,,,,,M,
A Dance with Dragons,293,23,Daenerys IV,Daenerys Targaryen,Qezza,,Qezza,,,,,F,
A Dance with Dragons,293,23,Daenerys IV,Daenerys Targaryen,Grazhar,,Grazhar,,,,,M,
A Dance with Dragons,294,23,Daenerys IV,Daenerys Targaryen,Cleon the Second,King,?,,,Cleon the Second,,M,
A Dance with Dragons,294,23,Daenerys IV,Daenerys Targaryen,King Cutthroat,King,?,,,King Cutthroat,,M,
A Dance with Dragons,294,23,Daenerys IV,Daenerys Targaryen,Queen Whore,Queen,?,,,Queen Whore,,F,
A Dance with Dragons,295,23,Daenerys IV,Daenerys Targaryen,Mazdhan zo Loraq; The Magnificent,,Mazdhan,zo Loraq,,The Magnificent,,M,
A Dance with Dragons,295,23,Daenerys IV,Daenerys Targaryen,Hazrak zo Loraq; The Handsome,,Hazrak,zo Loraq,,The Handsome,,M,
A Dance with Dragons,295,23,Daenerys IV,Daenerys Targaryen,Zharaq zo Loraq; The Liberator,,Zharaq,zo Loraq,,The Liberator,,M,
A Dance with Dragons,307,24,The Lost Lord,Jon Connington,Myles Toyne; Blackheart,,Myles,Toyne,,Blackheart,,M,D
A Dance with Dragons,310,24,The Lost Lord,Jon Connington,Franklyn Flowers,,Franklyn,Flowers,,,,M,A
A Dance with Dragons,312,24,The Lost Lord,Jon Connington,Marq Mandrake,,Marq,Mandrake,,,,M,A
A Dance with Dragons,312,24,The Lost Lord,Jon Connington,Balaq; Black Balaq,,Balaq,,,Black Balaq,,M,A
A Dance with Dragons,312,24,The Lost Lord,Jon Connington,Gorys Edoryen,,Gorys,Edoryen,,,,M,A
A Dance with Dragons,312,24,The Lost Lord,Jon Connington,Lysono Maar,,Lysono,Maar,,,,M,A
A Dance with Dragons,313,24,The Lost Lord,Jon Connington,Watkyn,,Watkyn,,,,,M,A
A Dance with Dragons,314,24,The Lost Lord,Jon Connington,Laswell Peake,,Laswell,Peake,,,,M,A
A Dance with Dragons,315,24,The Lost Lord,Jon Connington,Ser Tristan Rivers,Ser,Tristan,Rivers,,,,M,A
A Dance with Dragons,320,25,The Windblown,Quentyn Martell,Dick Straw,,Dick,Straw,,,,M,
A Dance with Dragons,320,25,The Windblown,Quentyn Martell,Bill Bone; Old Bill Bone,,Bill,Bone,,Old Bill Bone,,M,
A Dance with Dragons,320,25,The Windblown,Quentyn Martell,Myrio Myrakis,,Myrio,Myrakis,,,,M,
A Dance with Dragons,320,25,The Windblown,Quentyn Martell,The Tattered Prince,,?,,,The Tattered Prince,,M,
A Dance with Dragons,320,25,The Windblown,Quentyn Martell,Caggo,,Caggo,,,,,M,
A Dance with Dragons,320,25,The Windblown,Quentyn Martell,Baqq,,Baqq,,,,,M,
A Dance with Dragons,320,25,The Windblown,Quentyn Martell,Greenguts,,Greenguts,,,,,M,
A Dance with Dragons,320,25,The Windblown,Quentyn Martell,Gerrold Redback,,Gerrold,Redback,,,,M,
A Dance with Dragons,321,25,The Windblown,Quentyn Martell,Gerrold; Black Gerrold,,Gerrold,,,Black Gerrold,,M,
A Dance with Dragons,321,25,The Windblown,Quentyn Martell,Books,,Books,,,,,M,
A Dance with Dragons,323,25,The Windblown,Quentyn Martell,Bloodbeard,,Bloodbeard,,,,,M,
A Dance with Dragons,323,25,The Windblown,Quentyn Martell,Yurkhaz zo Yunzak,,Yurkhaz,zo Yunzak,,,,M,D
A Dance with Dragons,323,25,The Windblown,Quentyn Martell,Yezzan zo Qaggaz; Yellow Whale,,Yezzan,zo Qaggaz,,Yellow Whale,,M,D
A Dance with Dragons,323,25,The Windblown,Quentyn Martell,Girl General,,?,,,Girl General,,F,
A Dance with Dragons,323,25,The Windblown,Quentyn Martell,Paezhar zo Myraq; Little Pigeon,,Paezhar,zo Myraq,,Little Pigeon,,M,
A Dance with Dragons,324,25,The Windblown,Quentyn Martell,Ghazdor zo Ahlaq; Lord Wobblecheeks,,Ghazdor,zo Ahlaq,,Lord Wobblecheeks,,M,
A Dance with Dragons,324,25,The Windblown,Quentyn Martell,Morghaz zo Zherzyn; The Drunken Conqueror,,Morghaz,zo Zherzyn,,The Drunken Conqueror,,M,
A Dance with Dragons,324,25,The Windblown,Quentyn Martell,The Beastmaster,,?,,,The Beastmaster,,M,
A Dance with Dragons,324,25,The Windblown,Quentyn Martell,Gorzhak zo Eraz; Pudding Face,,Gorzhak,zo Eraz,,Pudding Face,,M,
A Dance with Dragons,324,25,The Windblown,Quentyn Martell,Faezhar zo Faez; The Rabbit,,Faezhar,zo Faez,,The Rabbit,,M,
A Dance with Dragons,324,25,The Windblown,Quentyn Martell,The Charioteer,,?,,,The Charioteer,,M,
A Dance with Dragons,324,25,The Windblown,Quentyn Martell,The Perfurmed Hero,,?,,,The Perfurmed Hero,,M,
A Dance with Dragons,325,25,The Windblown,Quentyn Martell,Denzo D'han,,Denzo,Dhan,,,,M,
A Dance with Dragons,328,25,The Windblown,Quentyn Martell,Meris; Pretty Meris,,Meris,,,Pretty Meris,,F,
A Dance with Dragons,328,25,The Windblown,Quentyn Martell,Hugh Hungerford,,Hugh,Hungerford,,,,M,
A Dance with Dragons,329,25,The Windblown,Quentyn Martell,Lewys Lanster,,Lewys,Lanster,,,,M,
A Dance with Dragons,330,25,The Windblown,Quentyn Martell,Ser Orson Stone,Ser,Orson,Stone,,,,M,
A Dance with Dragons,330,25,The Windblown,Quentyn Martell,Will; Will of the Woods,,Will,,,Will of the Woods,,M,
A Dance with Dragons,330,25,The Windblown,Quentyn Martell,Ser Lucifer Long,Ser,Lucifer,Long,,,,M,
A Dance with Dragons,330,25,The Windblown,Quentyn Martell,Webber,,Webber,,,,,M,
A Dance with Dragons,333,26,The Wayward Bride,Asha Greyjoy,Quenton Greyjoy; Cousin of Asha,,Quenton,Greyjoy,,Cousin of Asha,,M,D
A Dance with Dragons,333,26,The Wayward Bride,Asha Greyjoy,Dagon Greyjoy; The Drunkard,,Dagon,Greyjoy,,The Drunkard,,M,
A Dance with Dragons,333,26,The Wayward Bride,Asha Greyjoy,Cromm,,Cromm,,,,,M,D
A Dance with Dragons,335,26,The Wayward Bride,Asha Greyjoy,Qarl Kenning; Queer Qarl Kenning,,Qarl,Kenning,,Queer Qarl Kenning,,M,
A Dance with Dragons,335,26,The Wayward Bride,Asha Greyjoy,Qarl Quickaxe,,Qarl,Quickaxe,,,,M,
A Dance with Dragons,339,26,The Wayward Bride,Asha Greyjoy,Hagen; The Horn,,Hagen,,,The Horn,,M,D
A Dance with Dragons,341,26,The Wayward Bride,Asha Greyjoy,Torgon Greyiron; The Latecomer,,Torgon,Greyiron,,The Latecomer,,M,
A Dance with Dragons,342,26,The Wayward Bride,Asha Greyjoy,Urragon Goodbrother,,Urragon,Goodbrother,,,,M,
A Dance with Dragons,342,26,The Wayward Bride,Asha Greyjoy,Lorren Longaxe,,Lorren,Longaxe,,,,M,
A Dance with Dragons,342,26,The Wayward Bride,Asha Greyjoy,Harl; Six-Toed Harl,,Harl,,,Six-Toed Harl,,M,
A Dance with Dragons,342,26,The Wayward Bride,Asha Greyjoy,Grimtongue,,Grimtongue,,,,,M,
A Dance with Dragons,344,26,The Wayward Bride,Asha Greyjoy,Rolfe; The Dwarf,,Rolfe,,,The Dwarf,,M,D
A Dance with Dragons,346,26,The Wayward Bride,Asha Greyjoy,Roggon Rustbeard,,Roggon,Rustbeard,,,,M,
A Dance with Dragons,347,26,The Wayward Bride,Asha Greyjoy,Dale; Droopeye Dale,,Dale,,,Droopeye Dale,,M,
A Dance with Dragons,361,27,Tyrion VII,Tyrion Lannister,Methyso,,Methyso,,,,,M,
A Dance with Dragons,361,27,Tyrion VII,Tyrion Lannister,Alios Qhaedar,,Alios,Qhaedar,,,,M,
A Dance with Dragons,364,27,Tyrion VII,Tyrion Lannister,Widow of the Waterfront/Vogarro's Whore,,?,,,Widow of the Waterfront/Vogarro's Whore,,F,
A Dance with Dragons,364,27,Tyrion VII,Tyrion Lannister,Vogarro,,Vogarro,,,,,M,
A Dance with Dragons,367,27,Tyrion VII,Tyrion Lannister,Parquello Vaelaros,,Parquello,Vaelaros,,,,M,
A Dance with Dragons,367,27,Tyrion VII,Tyrion Lannister,Belicho Staegone,,Belicho,Staegone,,,,M,
A Dance with Dragons,367,27,Tyrion VII,Tyrion Lannister,Triarch Trianna,Triarch,Trianna,,,,,F,
A Dance with Dragons,369,27,Tyrion VII,Tyrion Lannister,Oppo,,Oppo,,,,,M,D
A Dance with Dragons,370,27,Tyrion VII,Tyrion Lannister,Penny,,Penny,,,,,F,
A Dance with Dragons,374,28,Jon VI,Jon Snow,Jace,,Jace,,,,,M,
A Dance with Dragons,382,29,Davos IV,Davos Seaworth,Garth; Of Wolf's Den,,Garth,,,Of Wolf's Den,,M,
A Dance with Dragons,383,29,Davos IV,Davos Seaworth,Therry,,Therry,,,,,M,
A Dance with Dragons,383,29,Davos IV,Davos Seaworth,Ser Bartimus,Ser,Bartimus,,,,,M,
A Dance with Dragons,384,29,Davos IV,Davos Seaworth,King Osgood Arryn; The Old Falcon,King,Osgood,Arryn,,The Old Falcon,,M,
A Dance with Dragons,384,29,Davos IV,Davos Seaworth,The Talon,,?,,,The Talon,,M,
A Dance with Dragons,385,29,Davos IV,Davos Seaworth,Brandon Stark; Ice Eyes,,Brandon,Stark,,Ice Eyes,,M,
A Dance with Dragons,384,29,Davos IV,Davos Seaworth,Wynafryd Manderly,,Wynafryd,Manderly,,,,F,
A Dance with Dragons,398,30,Daenerys V,Daenerys Targaryen,Miklaz,,Miklaz,,,,,?,
A Dance with Dragons,398,30,Daenerys V,Daenerys Targaryen,Kezmya,,Kezmya,,,,,F,
A Dance with Dragons,398,30,Daenerys V,Daenerys Targaryen,Ezzara,,Ezzara,,,,,F,
A Dance with Dragons,414,31,Melisandre I,Melisandre,Morgan,,Morgan,,,,,M,
A Dance with Dragons,414,31,Melisandre I,Melisandre,Merrel,,Merrel,,,,,M,
A Dance with Dragons,416,31,Melisandre I,Melisandre,Alf; Of Runnymudd,,Alf,,,Of Runnymudd,,M,
A Dance with Dragons,422,32,Reek III,Theon Greyjoy,Lord Harwood Stout,Lord,Harwood,Stout,,,,M,
A Dance with Dragons,422,32,Reek III,Theon Greyjoy,Will Short,,Will,Short,,,,M,
A Dance with Dragons,424,32,Reek III,Theon Greyjoy,Lady Barbrey Dustin (Ryswell),Lady,Barbrey,Dustin,Ryswell,,,F,A
A Dance with Dragons,424,32,Reek III,Theon Greyjoy,Roose Ryswell,,Roose,Ryswell,,,,M,
A Dance with Dragons,429,32,Reek III,Theon Greyjoy,Luton,,Luton,,,,,M,D
A Dance with Dragons,430,32,Reek III,Theon Greyjoy,Maester Uthor,Maester,Uthor,,,,,M,
A Dance with Dragons,434,33,Tyrion VIII,Tyrion Lannister,Moqorro,,Moqorro,,,,,M,A
A Dance with Dragons,439,33,Tyrion VIII,Tyrion Lannister,Triarch Belicho,Triarch,Belicho,,,,,M,
A Dance with Dragons,441,33,Tyrion VIII,Tyrion Lannister,Lord Fowler; Dornish Lord Fowler,Lord,?,Fowler,,Dornish Lord Fowler,,M,
A Dance with Dragons,443,33,Tyrion VIII,Tyrion Lannister,Hop-Bean,,Hop-Bean,,,,,M,
A Dance with Dragons,448,34,Bran III,Bran Stark,Ash,,Ash,,,,,?,A
A Dance with Dragons,448,34,Bran III,Bran Stark,Leaf,,Leaf,,,,,F,A
A Dance with Dragons,448,34,Bran III,Bran Stark,Scales,,Scales,,,,,?,A
A Dance with Dragons,448,34,Bran III,Bran Stark,Black Knife,,Black Knife,,,,,?,A
A Dance with Dragons,448,34,Bran III,Bran Stark,Snowylocks,,Snowylocks,,,,,F,A
A Dance with Dragons,448,34,Bran III,Bran Stark,Coals,,Coals,,,,,?,A
A Dance with Dragons,463,35,Jon VII,Jon Snow,Tom Barleycorn,,Tom,Barleycorn,,,,M,
A Dance with Dragons,463,35,Jon VII,Jon Snow,Duncan Liddle; Big Liddle,,Duncan,Liddle,,Big Liddle,,M,
A Dance with Dragons,463,35,Jon VII,Jon Snow,Luke; Of Longtown,,Luke,,,Of Longtown,,M,
A Dance with Dragons,463,35,Jon VII,Jon Snow,Leathers,,Leathers,,,,,M,A
A Dance with Dragons,463,35,Jon VII,Jon Snow,Jax,,Jax,,,,,M,
A Dance with Dragons,470,35,Jon VII,Jon Snow,Alysane Mormont,,Alysane,Mormont,,,,F,
A Dance with Dragons,485,37,The Prince of Winterfell,Theon Greyjoy,Lord Slate,Lord,?,Slate,,,,M,
A Dance with Dragons,495,37,The Prince of Winterfell,Theon Greyjoy,Maester Medrick,Maester,Medrick,,,,,M,
A Dance with Dragons,495,37,The Prince of Winterfell,Theon Greyjoy,Maester Rhodry,Maester,Rhodry,,,,,M,
A Dance with Dragons,495,37,The Prince of Winterfell,Theon Greyjoy,Maester Henly,Maester,Henly,,,,,M,
A Dance with Dragons,495,37,The Prince of Winterfell,Theon Greyjoy,Maester Walys (Flowers),Maester,Walys,,Flowers,,,M,
A Dance with Dragons,500,38,The Watcher,Areo Hotah,Daenerys Targaryen; Daughter of Aegon IV,,Daenerys,Targaryen,,Daughter of Aegon IV,,F,D
A Dance with Dragons,517,39,Jon VIII,Jon Snow,Wun Weg Wun Dar Wun; Wun Wun,,Wun,Weg Wun Dar Wun,,Wun Wun,,M,
A Dance with Dragons,539,41,The Turncloak,Theon Greyjoy,Myrtle,,Myrtle,,,,,F,D
A Dance with Dragons,539,41,The Turncloak,Theon Greyjoy,Holly,,Holly,,,,,F,D
A Dance with Dragons,539,41,The Turncloak,Theon Greyjoy,Rowan,,Rowan,,,,,F,D
A Dance with Dragons,544,41,The Turncloak,Theon Greyjoy,Beron; Serjeant for House Dustin,,Beron,,,Serjeant for House Dustin,,M,
A Dance with Dragons,551,42,The King's Prize,Asha Greyjoy,Morgan Liddle; Middle Liddle,,Morgan,Liddle,,Middle Liddle,,M,
A Dance with Dragons,551,42,The King's Prize,Asha Greyjoy,Lord Brandon Norrey; The Norrey,Lord,Brandon,Norrey,,The Norrey,,M,
A Dance with Dragons,551,42,The King's Prize,Asha Greyjoy,Hugo Wull; Big Bucket Wull,,Hugo,Wull,,Big Bucket Wull,,M,
A Dance with Dragons,551,42,The King's Prize,Asha Greyjoy,Artos Flint,,Artos,Flint,,,,M,
A Dance with Dragons,551,42,The King's Prize,Asha Greyjoy,Lord Robin Peasebury,Lord,Robin,Peasebury,,,,M,
A Dance with Dragons,554,42,The King's Prize,Asha Greyjoy,Lyra Mormont,,Lyra,Mormont,,,,F,
A Dance with Dragons,554,42,The King's Prize,Asha Greyjoy,Jorelle Mormont; Jory,,Jorelle,Mormont,,Jory,,F,
A Dance with Dragons,557,42,The King's Prize,Asha Greyjoy,Benjicot Branch,,Benjicot,Branch,,,,M,
A Dance with Dragons,559,42,The King's Prize,Asha Greyjoy,Ser Harys Cobb,Ser,Harys,Cobb,,,,M,
A Dance with Dragons,559,42,The King's Prize,Asha Greyjoy,William Foxglove; Will Foxglove,,William,Foxglove,,Will Foxglove,,M,
A Dance with Dragons,560,42,The King's Prize,Asha Greyjoy,Donnel Flint; Black Donnel Flint,,Donnel,Flint,,Black Donnel Flint,,M,
A Dance with Dragons,569,43,Daenerys VII,Daenerys Targaryen,Jack; Ginger Jack,,Jack,,,Ginger Jack,,M,
A Dance with Dragons,579,44,Jon IX,Jon Snow,Ser Narbert Grandison,Ser,Narbert,Grandison,,,,M,
A Dance with Dragons,579,44,Jon IX,Jon Snow,Ser Benethon Scales,Ser,Benethon,Scales,,,,M,
A Dance with Dragons,579,44,Jon IX,Jon Snow,Ser Brus Buckler,Ser,Brus,Buckler,,,,M,
A Dance with Dragons,579,44,Jon IX,Jon Snow,Ser Patrek; Of King's Mountain,Ser,Patrek,,,Of King's Mountain,,M,D
A Dance with Dragons,579,44,Jon IX,Jon Snow,Ser Dorden; The Dour,Ser,Dorden,,,The Dour,,M,
A Dance with Dragons,579,44,Jon IX,Jon Snow,Ser Malegorn; Of Redpool,Ser,Malegorn,,,Of Redpool,,M,
A Dance with Dragons,579,44,Jon IX,Jon Snow,Ser Lambert Whitewater,Ser,Lambert,Whitewater,,,,M,
A Dance with Dragons,579,44,Jon IX,Jon Snow,Ser Perkin Follard,Ser,Perkin,Follard,,,,M,
A Dance with Dragons,580,44,Jon IX,Jon Snow,Tycho Nestoris,,Tycho,Nestoris,,,,M,
A Dance with Dragons,588,44,Jon IX,Jon Snow,Dannel,,Dannel,,,,,M,
A Dance with Dragons,590,44,Jon IX,Jon Snow,Cregan Karstark,,Cregan,Karstark,,,,M,
A Dance with Dragons,594,45,The Blind Girl,Arya Stark,Tormo Fregar,,Tormo,Fregar,,,,M,
A Dance with Dragons,601,45,The Blind Girl,Arya Stark,Pynto,,Pynto,,,,,M,
A Dance with Dragons,608,46,A Ghost in Winterfell,Theon Greyjoy,Gelmar; The Grim,,Gelmar,,,The Grim,,M,
A Dance with Dragons,622,47,Tyrion X,Tyrion Lannister,Nurse,,Nurse,,,,,M,D
A Dance with Dragons,624,47,Tyrion X,Tyrion Lannister,Zahrina,,Zahrina,,,,,F,
A Dance with Dragons,627,47,Tyrion X,Tyrion Lannister,Sweets,,Sweets,,,,,?,U
A Dance with Dragons,634,48,Jaime I,Jaime Lannister,Hildy,,Hildy,,,,,M,
A Dance with Dragons,636,48,Jaime I,Jaime Lannister,Barba Bracken,,Barba,Bracken,,,,F,
A Dance with Dragons,636,48,Jaime I,Jaime Lannister,Lady Melissa Blackwood,Lady,Melissa,Blackwood,,,,F,
A Dance with Dragons,640,48,Jaime I,Jaime Lannister,Bethany Blackwood,,Bethany,Blackwood,,,,F,
A Dance with Dragons,640,48,Jaime I,Jaime Lannister,Ben Blackwood,,Ben,Blackwood,,,,M,
A Dance with Dragons,640,48,Jaime I,Jaime Lannister,Robert Blackwood,,Robert,Blackwood,,,,M,
A Dance with Dragons,640,48,Jaime I,Jaime Lannister,Brynden Blackwood,,Brynden,Blackwood,,,,M,
A Dance with Dragons,640,48,Jaime I,Jaime Lannister,Hoster Blackwood; Hos,,Hoster,Blackwood,,Hos,,M,
A Dance with Dragons,640,48,Jaime I,Jaime Lannister,Harry Rivers; Bastard of Bracken,,Harry,Rivers,,Bastard of Bracken,,M,D
A Dance with Dragons,644,48,Jaime I,Jaime Lannister,Harry Merrell; Hot Harry Merrell,,Harry,Merrell,,Hot Harry Merrell,,M,
A Dance with Dragons,645,48,Jaime I,Jaime Lannister,Harsley,,Harsley,,,,,M,
A Dance with Dragons,645,48,Jaime I,Jaime Lannister,Lacey,,Lacey,,,,,F,
A Dance with Dragons,655,49,Jon X,Jon Snow,Lord Torghen Flint; Old Flint/The Flint,Lord,Torghen,Flint,,Old Flint/The Flint,,M,
A Dance with Dragons,662,50,Daenerys VIII,Daenerys Targaryen,Gylo Rhegan,,Gylo,Rhegan,,,,M,
A Dance with Dragons,663,50,Daenerys VIII,Daenerys Targaryen,Hero,,Hero,,,,,M,
A Dance with Dragons,663,50,Daenerys VIII,Daenerys Targaryen,Marghaz zo Loraq,,Marghaz,zo Loraq,,,,M,
A Dance with Dragons,673,51,Theon I,Theon Greyjoy,Squirrel,,Squirrel,,,,,F,D
A Dance with Dragons,679,51,Theon I,Theon Greyjoy,Willow; Willow Witch-eye,,Willow,,,Willow Witch-eye,,F,
A Dance with Dragons,674,51,Theon I,Theon Greyjoy,Frenya,,Frenya,,,,,F,D
A Dance with Dragons,742,56,The Iron Suitor,Victarion Greyjoy,Tom Codd; Bloodless Tom,,Tom,Codd,,Bloodless Tom,,M,
A Dance with Dragons,742,56,The Iron Suitor,Victarion Greyjoy,Daegon Shepherd; The Black Shepherd,,Daegon,Shepherd,,The Black Shepherd,,M,
A Dance with Dragons,742,56,The Iron Suitor,Victarion Greyjoy,Rodrik Sparr; The Vole,,Rodrik,Sparr,,The Vole,,M,
A Dance with Dragons,734,55,The Queensguard,Barristan Selmy,Maester Kerwin,Maester,Kerwin,,,,,M,D
A Dance with Dragons,747,56,The Iron Suitor,Victarion Greyjoy,Burton Humble,,Burton,Humble,,,,M,
A Dance with Dragons,749,56,The Iron Suitor,Victarion Greyjoy,Longwater Pyke,,Longwater,Pyke,,,,M,
A Dance with Dragons,756,57,Tyrion XI,Tyrion Lannister,Scar,,Scar,,,,,M,
A Dance with Dragons,758,57,Tyrion XI,Tyrion Lannister,Morgo,,Morgo,,,,,M,
A Dance with Dragons,767,57,Tyrion XI,Tyrion Lannister,Viserys Plumm,,Viserys,Plumm,,,,M,
A Dance with Dragons,768,57,Tyrion XI,Tyrion Lannister,Tybero Istarion; Inkpots,,Tybero,Istarion,,Inkpots,,M,
A Dance with Dragons,768,57,Tyrion XI,Tyrion Lannister,Kasporio; The Cunning/The Cunt,,Kasporio,,,The Cunning/The Cunt,,M,
A Dance with Dragons,770,58,Jon XII,Jon Snow,Maris; Black Maris,,Maris,,,Black Maris,,F,
A Dance with Dragons,771,58,Jon XII,Jon Snow,Fulk; The Flea,,Fulk,,,The Flea,,M,
A Dance with Dragons,771,58,Jon XII,Jon Snow,Garrett; Garrett Greenspear,,Garrett,,,Garrett Greenspear,,M,
A Dance with Dragons,772,58,Jon XII,Jon Snow,Dryn,,Dryn,,,,,M,
A Dance with Dragons,773,58,Jon XII,Jon Snow,Soren Shieldbreaker,,Soren,Shieldbreaker,,,,M,
A Dance with Dragons,773,58,Jon XII,Jon Snow,Gerrick Kingsblood,,Gerrick,Kingsblood,,,,M,
A Dance with Dragons,773,58,Jon XII,Jon Snow,Harle; The Huntsman,,Harle,,,The Huntsman,,M,
A Dance with Dragons,773,58,Jon XII,Jon Snow,Harle; The Handsome,,Harle,,,The Handsome,,M,
A Dance with Dragons,773,58,Jon XII,Jon Snow,Howd Wanderer,,Howd,Wanderer,,,,M,
A Dance with Dragons,773,58,Jon XII,Jon Snow,Brogg,,Brogg,,,,,M,
A Dance with Dragons,773,58,Jon XII,Jon Snow,Devyn Sealskinner,,Devyn,Sealskinner,,,,M,
A Dance with Dragons,773,58,Jon XII,Jon Snow,Kyleg; Of the Wooden Ear,,Kyleg,,,Of the Wooden Ear,,M,
A Dance with Dragons,773,58,Jon XII,Jon Snow,Morna; White Mask,,Morna,,,White Mask,,F,
A Dance with Dragons,773,58,Jon XII,Jon Snow,The Great Walrus,,?,,,The Great Walrus,,?,
A Dance with Dragons,784,59,The Discarded Knight,Barristan Selmy,Harghaz; The Hero,,Harghaz,,,The Hero,,M,
A Dance with Dragons,793,60,The Spurned Suitor,Quentyn Martell,Beans,,Beans,,,,,M,
A Dance with Dragons,802,61,The Griffin Reborn,Jon Connington,Malo Jayn,,Malo,Jayn,,,,M,
A Dance with Dragons,802,61,The Griffin Reborn,Jon Connington,Ser Brendel Byrne,Ser,Brendel,Byrne,,,,M,
A Dance with Dragons,803,61,The Griffin Reborn,Jon Connington,Lord Armond Connington,Lord,Armond,Connington,,,,M,
A Dance with Dragons,803,61,The Griffin Reborn,Jon Connington,Lord Morrigen,Lord,?,Morrigen,,,,M,
A Dance with Dragons,804,61,The Griffin Reborn,Jon Connington,Ser Ronald Connington,Ser,Ronald,Connington,,,,M,
A Dance with Dragons,805,61,The Griffin Reborn,Jon Connington,Raymund Connington,,Raymund,Connington,,,,M,
A Dance with Dragons,805,61,The Griffin Reborn,Jon Connington,Alynne Connington,,Alynne,Connington,,,,F,
A Dance with Dragons,805,61,The Griffin Reborn,Jon Connington,Ronald Storm,,Ronald,Storm,,,,M,
A Dance with Dragons,807,61,The Griffin Reborn,Jon Connington,Ser Tristan,Ser,Tristan,,,,,M,
A Dance with Dragons,810,61,The Griffin Reborn,Jon Connington,Dick Cole,,Dick,Cole,,,,M,
A Dance with Dragons,810,61,The Griffin Reborn,Jon Connington,Lymond Pease,,Lymond,Pease,,,,M,
A Dance with Dragons,817,62,The Sacrifice,Asha Greyjoy,Canty,,Canty,,,,,M,
