Book,Page,Chapter No,Chapter Name,POV,Character,Title,Forename,Surname,Old Surname,Alias,Regnal No,Gender,Status
A Clash of Kings,183,12,Daenerys I,Daenerys Targaryen,Xaro Xhoan Daxos,,Xaro,Xhoan Daxos,,,,M,A
A Clash of Kings,183,12,Daenerys I,Daenerys Targaryen,Quaithe; Of the Shadow,,Quaithe,,,Of the Shadow,,F,A
A Clash of Kings,186,13,Jon II,Jon Snow,Eddison Tollett; Dolorous Edd,,Eddison,Tollett,,Dolorous Edd,,M,A
A Clash of Kings,187,13,Jon II,Jon Snow,Jarman Buckwell,,Jarman,Buckwell,,,,M,D
A Clash of Kings,188,13,Jon II,Jon Snow,Ser Mallador Locke,Ser,Mallador,Locke,,,,M,D
A Clash of Kings,188,13,Jon II,Jon Snow,Bedwyck; Giant,,Bedwyck,,,Giant,,M,A
A Clash of Kings,188,13,Jon II,Jon Snow,Ser Ottyn Wythers,Ser,Ottyn,Wythers,,,,M,D
A Clash of Kings,192,14,Arya IV,Arya Stark,Woth,,Woth,,,,,M,D
A Clash of Kings,192,14,Arya IV,Arya Stark,Gerren,,Gerren,,,,,M,D
A Clash of Kings,194,14,Arya IV,Arya Stark,Rey,,Rey,,,,,M,U
A Clash of Kings,201,14,Arya IV,Arya Stark,Urreg,,Urreg,,,,,M,D
A Clash of Kings,203,14,Arya IV,Arya Stark,Qyle,,Qyle,,,,,M,D
A Clash of Kings,207,15,Tyrion III,Tyrion Lannister,Maester Frenken,Maester,Frenken,,,,,M,A
A Clash of Kings,212,15,Tyrion III,Tyrion Lannister,Ironbelly,,Ironbelly,,,,,M,A
A Clash of Kings,213,15,Tyrion III,Tyrion Lannister,Salloreon; Master Armorer,,Salloreon,,,Master Armorer,,M,U
A Clash of Kings,216,15,Tyrion III,Tyrion Lannister,Alayaya,,Alayaya,,,,,F,A
A Clash of Kings,226,16,Bran II,Bran Stark,Poxy Tym,,Poxy Tym,,,,,M,D
A Clash of Kings,227,16,Bran II,Bran Stark,Lady Donella Hornwood,Lady,Donella,Hornwood,,,,F,D
A Clash of Kings,228,16,Bran II,Bran Stark,Domeric Bolton,,Domeric,Bolton,,,,M,D
A Clash of Kings,228,16,Bran II,Bran Stark,Heke; Reek,,Heke,,,Reek,,M,D
A Clash of Kings,228,16,Bran II,Bran Stark,Mors Umber; Crowfood,,Mors,Umber,,Crowfood,,M,A
A Clash of Kings,232,16,Bran II,Bran Stark,Hother Umber; Whoresbane,,Hother,Umber,,Whoresbane,,M,A
A Clash of Kings,233,16,Bran II,Bran Stark,Larence Snow,,Larence,Snow,,,,M,A
A Clash of Kings,233,16,Bran II,Bran Stark,Leobald Tallhart,,Leobald,Tallhart,,,,M,D
A Clash of Kings,234,16,Bran II,Bran Stark,Benfred Tallhart,,Benfred,Tallhart,,,,M,D
A Clash of Kings,234,16,Bran II,Bran Stark,Beren Tallhart,,Beren,Tallhart,,,,M,A
A Clash of Kings,235,16,Bran II,Bran Stark,Lord Ondrew Locke,Lord,Ondrew,Locke,,,,M,A
A Clash of Kings,235,16,Bran II,Bran Stark,Lady Lyessa Flint,Lady,Lyessa,Flint,,,,F,A
A Clash of Kings,235,16,Bran II,Bran Stark,Cley Cerwyn,,Cley,Cerwyn,,,,M,D
A Clash of Kings,241,17,Tyrion IV,Tyrion Lannister,Ser Tallad; The Tall,Ser,Tallad,,,The Tall,,M,A
A Clash of Kings,243,17,Tyrion IV,Tyrion Lannister,Wisdom Hallyne; The Pyromancer,Wisdom,Hallyne,,,The Pyromancer,,M,A
A Clash of Kings,265,19,Arya V,Arya Stark,Weasel,,Weasel,,,,,F,U
A Clash of Kings,281,20,Tyrion V,Tyrion Lannister,Munciter,,Munciter,,,,,M,A
A Clash of Kings,281,20,Tyrion V,Tyrion Lannister,Malliard,,Malliard,,,,,M,A
A Clash of Kings,282,20,Tyrion V,Tyrion Lannister,Lord Rossart,Lord,Rossart,,,,,M,A
A Clash of Kings,288,20,Tyrion V,Tyrion Lannister,Crawn; Son of Calor,,Crawn,,,Son of Calor,,M,A
A Clash of Kings,288,20,Tyrion V,Tyrion Lannister,Calor,,Calor,,,,,M,U
A Clash of Kings,297,21,Bran III,Bran Stark,Skittrick,,Skittrick,,,,,M,U
A Clash of Kings,297,21,Bran III,Bran Stark,Meera Reed,,Meera,Reed,,,,F,A
A Clash of Kings,297,21,Bran III,Bran Stark,Jojen Reed,,Jojen,Reed,,,,M,A
A Clash of Kings,302,21,Bran III,Bran Stark,Shadd,,Shadd,,,,,M,U
A Clash of Kings,306,22,Catelyn II,Catelyn Tully,Ser Colen; Of Greenpools,Ser,Colen,,,Of Greenpools,,M,A
A Clash of Kings,308,22,Catelyn II,Catelyn Tully,Ser Ronnet Connington; Red Ronnet,Ser,Ronnet,Connington,,Red Ronnet,,M,A
A Clash of Kings,311,22,Catelyn II,Catelyn Tully,Brienne Tarth; The Beauty/The Blue/Of Tarth,,Brienne,Tarth,,The Beauty/The Blue/Of Tarth,,F,A
A Clash of Kings,311,22,Catelyn II,Catelyn Tully,Lord Selwyn Tarth; The Evenstar,Lord,Selwyn,Tarth,,The Evenstar,,M,A
A Clash of Kings,313,22,Catelyn II,Catelyn Tully,Lord Lorent Caswell,Lord,Lorent,Caswell,,,,M,A
A Clash of Kings,314,22,Catelyn II,Catelyn Tully,Lucas Blackwood,,Lucas,Blackwood,,,,M,D
A Clash of Kings,316,22,Catelyn II,Catelyn Tully,Lord Willum,Lord,?,Willum,,,,M,A
A Clash of Kings,316,22,Catelyn II,Catelyn Tully,Josua Willum,,Josua,Willum,,,,M,A
A Clash of Kings,316,22,Catelyn II,Catelyn Tully,Elyas Willum,,Elyas,Willum,,,,M,A
A Clash of Kings,316,22,Catelyn II,Catelyn Tully,Lord Steffon Varner,Lord,Steffon,Varner,,,,M,A
A Clash of Kings,316,22,Catelyn II,Catelyn Tully,Ser Guyard Morrigen; The Green,Ser,Guyard,Morrigen,,The Green,,M,D
A Clash of Kings,316,22,Catelyn II,Catelyn Tully,Ser Mark Mullendore,Ser,Mark,Mullendore,,,,M,A
A Clash of Kings,316,22,Catelyn II,Catelyn Tully,Ser Tanton Fossoway,Ser,Tanton,Fossoway,,,,M,A
A Clash of Kings,320,22,Catelyn II,Catelyn Tully,Ser Cortnay Penrose,Ser,Cortnay,Penrose,,,,M,D
A Clash of Kings,321,23,Jon III,Jon Snow,Craster,,Craster,,,,,M,D
A Clash of Kings,331,23,Jon III,Jon Snow,Lark; The Sisterman,,Lark,,,The Sisterman,,M,D
A Clash of Kings,335,23,Jon III,Jon Snow,Gilly,,Gilly,,,,,F,A
A Clash of Kings,335,23,Jon III,Jon Snow,Nella,,Nella,,,,,F,U
A Clash of Kings,336,23,Jon III,Jon Snow,Bernarr; Brown Bernarr,,Bernarr,,,Brown Bernarr,,M,D
A Clash of Kings,340,23,Jon III,Jon Snow,King Raymun Redbeard,King,Raymun,Redbeard,,,,M,D
A Clash of Kings,340,23,Jon III,Jon Snow,King Bael; The Bard,King,Bael,,,The Bard,,M,F
A Clash of Kings,340,23,Jon III,Jon Snow,King Gendel,King,Gendel,,,,,M,F
A Clash of Kings,340,23,Jon III,Jon Snow,King Gorne,King,Gorne,,,,,M,F
A Clash of Kings,340,23,Jon III,Jon Snow,Joramun,,Joramun,,,,,M,F
A Clash of Kings,343,24,Theon II,Theon Greyjoy,Esgred,,Esgred,,,,,F,A
A Clash of Kings,343,24,Theon II,Theon Greyjoy,Sigrin; The Shipwright,,Sigrin,,,The Shipwright,,M,A
A Clash of Kings,346,24,Theon II,Theon Greyjoy,Otter Gimpknee,,Otter,Gimpknee,,,,M,A
A Clash of Kings,346,24,Theon II,Theon Greyjoy,Bluetooth,,Bluetooth,,,,,M,A
A Clash of Kings,347,24,Theon II,Theon Greyjoy,Rymolf Stormdrunk,,Rymolf,Stormdrunk,,,,M,A
A Clash of Kings,347,24,Theon II,Theon Greyjoy,Uller,,Uller,,,,,M,A
A Clash of Kings,347,24,Theon II,Theon Greyjoy,Qarl; The Maid,,Qarl,,,The Maid,,M,A
A Clash of Kings,347,24,Theon II,Theon Greyjoy,Skyte,,Skyte,,,,,M,A
A Clash of Kings,347,24,Theon II,Theon Greyjoy,Eldiss,,Eldiss,,,,,M,D
A Clash of Kings,348,24,Theon II,Theon Greyjoy,Wex Pyke,,Wex,Pyke,,,,M,A
A Clash of Kings,355,24,Theon II,Theon Greyjoy,Rolfe,,Rolfe,,,,,M,A
A Clash of Kings,364,25,Tyrion VI,Tyrion Lannister,Ser Donnel Locke,Ser,Donnel,Locke,,,,M,D
A Clash of Kings,375,26,Arya VI,Arya Stark,The Tickler,,The Tickler,,,,,M,D
A Clash of Kings,376,26,Arya VI,Arya Stark,Chiswyck,,Chiswyck,,,,,M,D
A Clash of Kings,377,26,Arya VI,Arya Stark,Rafford; Raff the Sweetling,,Rafford,,,Raff the Sweetling,,M,D
A Clash of Kings,378,26,Arya VI,Arya Stark,; Shitmouth,,?,,,Shitmouth,,M,A
A Clash of Kings,378,26,Arya VI,Arya Stark,Dunsen,,Dunsen,,,,,M,A
A Clash of Kings,380,26,Arya VI,Arya Stark,Goodwife Amabel,Goodwife,Amabel,,,,,F,U
A Clash of Kings,380,26,Arya VI,Arya Stark,Goodwife Harra,Goodwife,Harra,,,,,F,A
A Clash of Kings,381,26,Arya VI,Arya Stark,Weese,,Weese,,,,,M,D
A Clash of Kings,383,27,Daenerys II,Daenerys Targaryen,Saathos; The Wise,,Saathos,,,The Wise,,M,F
A Clash of Kings,389,27,Daenerys II,Daenerys Targaryen,Captain Quhuru Mo,Captain,Quhuru,Mo,,,,M,A
A Clash of Kings,408,29,Tyrion VII,Tyrion Lannister,Dancy,,Dancy,,,,,F,A
A Clash of Kings,409,29,Tyrion VII,Tyrion Lannister,Marei,,Marei,,,,,F,A
A Clash of Kings,415,30,Arya VII,Arya Stark,Pia; Pretty Pia,,Pia,,,Pretty Pia,,F,A
A Clash of Kings,415,30,Arya VII,Arya Stark,Ser Alyn Stackspear,Ser,Alyn,Stackspear,,,,M,A
A Clash of Kings,415,30,Arya VII,Arya Stark,Wat; Whitesmile Wat,,Wat,,,Whitesmile Wat,,M,A
A Clash of Kings,415,30,Arya VII,Arya Stark,Ser Dunaver,Ser,Dunaver,,,,,M,A
A Clash of Kings,415,30,Arya VII,Arya Stark,Jodge,,Jodge,,,,,M,A
A Clash of Kings,416,30,Arya VII,Arya Stark,Maester Tothmure,Maester,Tothmure,,,,,M,D
A Clash of Kings,423,30,Arya VII,Arya Stark,Joss Stilwood,,Joss,Stilwood,,,,M,A
A Clash of Kings,423,30,Arya VII,Arya Stark,Eggon,,Eggon,,,,,M,A
A Clash of Kings,423,30,Arya VII,Arya Stark,Layna,,Layna,,,,,F,A
A Clash of Kings,424,30,Arya VII,Arya Stark,Tobbot,,Tobbot,,,,,M,A
A Clash of Kings,426,31,Catelyn III,Catelyn Tully,King Durran Godsgrief,King,Durran,Godsgrief,,,,M,D
A Clash of Kings,426,31,Catelyn III,Catelyn Tully,Elenei,,Elenei,,,,,F,D
A Clash of Kings,445,32,Sansa III,Sansa Stark,Ser Rupert Brax,Ser,Rupert,Brax,,,,M,D
A Clash of Kings,446,32,Sansa III,Sansa Stark,Ser Lymond Vikary,Ser,Lymond,Vikary,,,,M,A
A Clash of Kings,446,32,Sansa III,Sansa Stark,Lord Antario Jast,Lord,Antario,Jast,,,,M,A
A Clash of Kings,446,32,Sansa III,Sansa Stark,Septon Osmynd,Septon,Osmynd,,,,,M,D
A Clash of Kings,452,33,Catelyn IV,Catelyn Tully,Ser Parmen Crane; The Purple,Ser,Parmen,Crane,,The Purple,,M,A
A Clash of Kings,452,33,Catelyn IV,Catelyn Tully,Ser Emmon Cuy; The Yellow,Ser,Emmon,Cuy,,The Yellow,,M,D
A Clash of Kings,453,33,Catelyn IV,Catelyn Tully,Ser Gawen Wylde,Ser,Gawen,Wylde,,,,M,D
A Clash of Kings,478,36,Tyrion VIII,Tyrion Lannister,Lord Alester Florent,Lord,Alester,Florent,,,,M,D
A Clash of Kings,485,37,Theon III,Theon Greyjoy,Stygg,,Stygg,,,,,M,U
A Clash of Kings,485,37,Theon III,Theon Greyjoy,Werlag,,Werlag,,,,,M,U
A Clash of Kings,486,37,Theon III,Theon Greyjoy,Tymor,,Tymor,,,,,M,U
A Clash of Kings,486,37,Theon III,Theon Greyjoy,Urzen,,Urzen,,,,,M,U
A Clash of Kings,486,37,Theon III,Theon Greyjoy,Lorren; Black Lorren,,Lorren,,,Black Lorren,,M,D
A Clash of Kings,486,37,Theon III,Theon Greyjoy,Gevin Harlaw,,Gevin,Harlaw,,,,M,A
A Clash of Kings,486,37,Theon III,Theon Greyjoy,Maron Botley; Old Botley/Fishwhiskers,,Maron,Botley,,Old Botley/Fishwhiskers,,M,A
A Clash of Kings,486,37,Theon III,Theon Greyjoy,Todric,,Todric,,,,,M,D
A Clash of Kings,490,37,Theon III,Theon Greyjoy,Andrik; The Unsmiling,,Andrik,,,The Unsmiling,,M,A
A Clash of Kings,490,37,Theon III,Theon Greyjoy,Lord Dunstan Drumm,Lord,Dunstan,Drumm,,,,M,A
A Clash of Kings,496,38,Arya VIII,Arya Stark,Lucan,,Lucan,,,,,M,D
A Clash of Kings,496,38,Arya VIII,Arya Stark,Ser Lyonel,Ser,Lyonel,,,,,M,U
A Clash of Kings,496,38,Arya VIII,Arya Stark,Tuffleberry,,Tuffleberry,,,,,M,U
A Clash of Kings,504,39,Catelyn V,Catelyn Tully,Rymund; The Rhymer,,Rymund,,,The Rhymer,,M,A
A Clash of Kings,511,39,Catelyn V,Catelyn Tully,Enger,,Enger,,,,,M,A
A Clash of Kings,511,39,Catelyn V,Catelyn Tully,Delp,,Delp,,,,,M,D
A Clash of Kings,511,39,Catelyn V,Catelyn Tully,Lew; Long Lew,,Lew,,,Long Lew,,M,A
A Clash of Kings,511,39,Catelyn V,Catelyn Tully,Poul Pemford,,Poul,Pemford,,,,M,D
A Clash of Kings,511,39,Catelyn V,Catelyn Tully,Myles,,Myles,,,,,M,D
A Clash of Kings,520,40,Daenerys III,Daenerys Targaryen,Mathos Mallarawan,,Mathos,Mallarawan,,,,M,A
A Clash of Kings,520,40,Daenerys III,Daenerys Targaryen,Wendello Qar Deeth,,Wendello,Qar Deeth,,,,M,A
A Clash of Kings,520,40,Daenerys III,Daenerys Targaryen,Egon Emeros; The Exquisite,,Egon,Emeros,,The Exquisite,,M,A
A Clash of Kings,533,41,Tyrion IX,Tyrion Lannister,Ser Osmund Kettleblack,Ser,Osmund,Kettleblack,,,,M,A
A Clash of Kings,533,41,Tyrion IX,Tyrion Lannister,Osney Kettleblack,,Osney,Kettleblack,,,,M,A
A Clash of Kings,533,41,Tyrion IX,Tyrion Lannister,Osfryd Kettleblack,,Osfryd,Kettleblack,,,,M,A
A Clash of Kings,547,42,Davos II,Davos Seaworth,Ser Bryan Fossoway,Ser,Bryan,Fossoway,,,,M,D
A Clash of Kings,550,42,Davos II,Davos Seaworth,Lord Eldon Estermont,Lord,Eldon,Estermont,,,,M,A
A Clash of Kings,556,42,Davos II,Davos Seaworth,Ser Erren Florent,Ser,Erren,Florent,,,,M,A
A Clash of Kings,557,42,Davos II,Davos Seaworth,Lord Elwood Meadows,Lord,Elwood,Meadows,,,,M,A
A Clash of Kings,565,43,Jon V,Jon Snow,Rattleshirt,,Rattleshirt,,,,,M,D
A Clash of Kings,565,43,Jon V,Jon Snow,Harma; The Dogshead,,Harma,,,The Dogshead,,F,D
A Clash of Kings,565,43,Jon V,Jon Snow,Alfyn; Crowkiller,,Alfyn,,,Crowkiller,,M,D
A Clash of Kings,569,43,Jon V,Jon Snow,; The Weeping Man,,?,,,The Weeping Man,,M,A
A Clash of Kings,569,43,Jon V,Jon Snow,Ebben,,Ebben,,,,,M,D
A Clash of Kings,575,44,Tyrion X,Tyrion Lannister,Symon; Silver Tongue,,Symon,,,Silver Tongue,,M,D
A Clash of Kings,588,45,Catelyn VI,Catelyn Tully,Maester Kym,Maester,Kym,,,,,M,D
A Clash of Kings,588,45,Catelyn VI,Catelyn Tully,Lord Deremond,Lord,?,Deremond,,,,M,F
A Clash of Kings,609,47,Arya IX,Arya Stark,Mebble; Pinkeye,,Mebble,,,Pinkeye,,M,U
A Clash of Kings,611,47,Arya IX,Arya Stark,Ser Aenys Frey,Ser,Aenys,Frey,,,,M,D
A Clash of Kings,611,47,Arya IX,Arya Stark,Ser Cadwyn,Ser,Cadwyn,,,,,M,A
A Clash of Kings,614,47,Arya IX,Arya Stark,Ben; Blackthumb,,Ben,,,Blackthumb,,M,A
A Clash of Kings,625,47,Arya IX,Arya Stark,Shagwell; The Fool,,Shagwell,,,The Fool,,M,D
A Clash of Kings,640,49,Tyrion XI,Tyrion Lannister,Holger,,Holger,,,,,M,U
A Clash of Kings,646,49,Tyrion XI,Tyrion Lannister,Wisdom Pollitor,Wisdom,Pollitor,,,,,M,U
A Clash of Kings,652,50,Theon IV,Theon Greyjoy,Drennan,,Drennan,,,,,M,D
A Clash of Kings,652,50,Theon IV,Theon Greyjoy,Squint,,Squint,,,,,M,D
A Clash of Kings,654,50,Theon IV,Theon Greyjoy,Aggar,,Aggar,,,,,M,D
A Clash of Kings,656,50,Theon IV,Theon Greyjoy,Gynir; Rednose,,Gynir,,,Rednose,,M,D
A Clash of Kings,665,51,Jon VI,Jon Snow,Dalbridge; Squire Dalbridge,,Dalbridge,,,Squire Dalbridge,,M,D
A Clash of Kings,665,51,Jon VI,Jon Snow,Stonesnake,,Stonesnake,,,,,M,U
A Clash of Kings,671,51,Jon VI,Jon Snow,Ygritte,,Ygritte,,,,,F,D
A Clash of Kings,674,51,Jon VI,Jon Snow,Lord Brandon Stark; The Daughterless,Lord,Brandon,Stark,,The Daughterless,,M,D
A Clash of Kings,721,55,Catelyn VII,Catelyn Tully,Jeffory Mallister,,Jeffory,Mallister,,,,M,D
A Clash of Kings,721,55,Catelyn VII,Catelyn Tully,Kyle Royce,,Kyle,Royce,,,,M,D
A Clash of Kings,721,55,Catelyn VII,Catelyn Tully,Elbert Arryn,,Elbert,Arryn,,,,M,D
A Clash of Kings,725,56,Theon V,Theon Greyjoy,Kromm,,Kromm,,,,,M,U
A Clash of Kings,726,56,Theon V,Theon Greyjoy,Cadwyl,,Cadwyl,,,,,M,U
A Clash of Kings,740,58,Davos III,Davos Seaworth,Ser Imry Florent,Ser,Imry,Florent,,,,M,D
A Clash of Kings,758,59,Tyrion XIII,Tyrion Lannister,Ser Arneld,Ser,Arneld,,,,,M,
A Clash of Kings,787,63,Daenerys V,Daenerys Targaryen,Urrathon; Night-walker,,Urrathon,,,Night-walker,,M,
A Clash of Kings,787,63,Daenerys V,Daenerys Targaryen,Sybassion; Eater of Eyes,,Sybassion,,,Eater of Eyes,,M,
A Clash of Kings,796,63,Daenerys V,Daenerys Targaryen,Belwas; Strong Belwas,,Belwas,,,Strong Belwas,,M,
A Clash of Kings,802,64,Arya X,Arya Stark,Walton; Steelshanks,,Walton,,,Steelshanks,,M,
A Clash of Kings,802,64,Arya X,Arya Stark,Septon Utt,Septon,Utt,,,,,M,D
A Clash of Kings,802,64,Arya X,Arya Stark,Qyburn,,Qyburn,,,,,M,
A Clash of Kings,802,64,Arya X,Arya Stark,Urswyck; Faithful Urswyck,,Urswyck,,,Faithful Urswyck,,M,
A Clash of Kings,802,64,Arya X,Arya Stark,Ser Harys Haigh,Ser,Harys,Haigh,,,,M,
A Clash of Kings,820,65,Sansa VIII,Sansa Stark,Ser Philip Foote,Ser,Philip,Foote,,,,M,
A Clash of Kings,820,65,Sansa VIII,Sansa Stark,Ser Edwyd Fossoway,Ser,Edwyd,Fossoway,,,,M,D
A Clash of Kings,821,65,Sansa VIII,Sansa Stark,Willit,,Willit,,,,,M,
A Clash of Kings,821,65,Sansa VIII,Sansa Stark,Josmyn Peckledon; Peck,,Josmyn,Peckledon,,Peck,,M,
A Clash of Kings,823,65,Sansa VIII,Sansa Stark,Ser Bonifer Hasty; The Good,Ser,Bonifer,Hasty,,The Good,,M,
A Clash of Kings,823,65,Sansa VIII,Sansa Stark,Ser Dermot; Of the Rainwood,Ser,Dermot,,,Of the Rainwood,,M,
A Clash of Kings,823,65,Sansa VIII,Sansa Stark,Ser Timon; The Scrapesword,Ser,Timon,,,The Scrapesword,,M,
A Clash of Kings,823,65,Sansa VIII,Sansa Stark,Aurane Waters; Bastard of Driftmark,,Aurane,Waters,,Bastard of Driftmark,,M,
A Clash of Kings,828,66,Theon VI,Theon Greyjoy,Dykk Harlaw,,Dykk,Harlaw,,,,M,
A Clash of Kings,828,66,Theon VI,Theon Greyjoy,Endehar,,Endehar,,,,,M,
A Clash of Kings,829,66,Theon VI,Theon Greyjoy,Rolfe; Red Rolfe,,Rolfe,,,Red Rolfe,,M,D
A Clash of Kings,829,66,Theon VI,Theon Greyjoy,Harrag Sharp; Sheepstealer,,Harrag,Sharp,,Sheepstealer,,M,
A Clash of Kings,829,66,Theon VI,Theon Greyjoy,Kenned; The Whale,,Kenned,,,The Whale,,M,
A Clash of Kings,838,66,Theon VI,Theon Greyjoy,Ramsay Snow; The Bastard of Bolton,,Ramsay,Snow,,The Bastard of Bolton,,M,A
A Clash of Kings,846,67,Tyrion XV,Tyrion Lannister,Maester Ballabar,Maester,Ballabar,,,,,M,
A Clash of Kings,859,68,Jon VIII,Jon Snow,Ragwyle,,Ragwyle,,,,,M,
A Clash of Kings,865,69,Bran VII,Bran Stark,Lord Edwyle Stark,Lord,Edwyle,Stark,,,,M,
A Clash of Kings,865,69,Bran VII,Bran Stark,Lord Willam Stark,Lord,Willam,Stark,,,,M,
A Clash of Kings,865,69,Bran VII,Bran Stark,Artos Stark; The Implacable,,Artos,Stark,,The Implacable,,M,
A Clash of Kings,865,69,Bran VII,Bran Stark,Lord Donnor Stark,Lord,Donnor,Stark,,,,M,
A Clash of Kings,865,69,Bran VII,Bran Stark,Lord Beron Stark,Lord,Beron,Stark,,,,M,
A Clash of Kings,865,69,Bran VII,Bran Stark,Lord Rodwell Stark,Lord,Rodwell,Stark,,,,M,
A Clash of Kings,865,69,Bran VII,Bran Stark,Lord Jonnel Stark,Lord,Jonnel,Stark,,,,M,
A Clash of Kings,865,69,Bran VII,Bran Stark,Lord Barth Stark,Lord,Barth,Stark,,,,M,
A Clash of Kings,865,69,Bran VII,Bran Stark,King Edwyn Stark; The Spring King,King,Edwyn,Stark,,The Spring King,,M,
A Clash of Kings,866,69,Bran VII,Bran Stark,King Jorah Stark,King,Jorah,Stark,,,,M,
A Clash of Kings,866,69,Bran VII,Bran Stark,King Jonos Stark,King,Jonos,Stark,,,,M,
A Clash of Kings,866,69,Bran VII,Bran Stark,King Brandon Stark; The Bad,King,Brandon,Stark,,The Bad,,M,
A Clash of Kings,866,69,Bran VII,Bran Stark,King Walton Stark; The Moon King,King,Walton,Stark,,The Moon King,,M,
A Clash of Kings,866,69,Bran VII,Bran Stark,King Edderion Stark; The Bridegroom,King,Edderion,Stark,,The Bridegroom,,M,
A Clash of Kings,866,69,Bran VII,Bran Stark,King Eyron Stark,King,Eyron,Stark,,,,M,
A Clash of Kings,866,69,Bran VII,Bran Stark,King Benjen Stark; The Sweet,King,Benjen,Stark,,The Sweet,,M,
A Clash of Kings,866,69,Bran VII,Bran Stark,King Benjen Stark; The Bitter,King,Benjen,Stark,,The Bitter,,M,
A Clash of Kings,866,69,Bran VII,Bran Stark,King Edrick Stark; Snowbeard,King,Edrick,Stark,,Snowbeard,,M,
A Clash of Kings,880,70,Appendix,N/A,Ser Aemon Estermont,Ser,Aemon,Estermont,,,,M,
A Clash of Kings,880,70,Appendix,N/A,Ser Alyn Estermont,Ser,Alyn,Estermont,,,,M,
A Clash of Kings,880,70,Appendix,N/A,Lady Shyra Errol,Lady,Shyra,Errol,,,,F,
A Clash of Kings,881,70,Appendix,N/A,Ser Donnel Swann,Ser,Donnel,Swann,,,,M,
A Clash of Kings,881,70,Appendix,N/A,Maester Jurne,Maester,Jurne,,,,,M,
A Clash of Kings,882,70,Appendix,N/A,Ser Lomas Estermont,Ser,Lomas,Estermont,,,,M,
A Clash of Kings,882,70,Appendix,N/A,Ser Andrew Estermont,Ser,Andrew,Estermont,,,,M,
A Clash of Kings,883,70,Appendix,N/A,Stannis Seaworth,,Stannis,Seaworth,,,,M,
A Clash of Kings,883,70,Appendix,N/A,Steffon Seaworth,,Steffon,Seaworth,,,,M,
A Clash of Kings,887,70,Appendix,N/A,Lyman Darry,,Lyman,Darry,,,,M,D
A Clash of Kings,887,70,Appendix,N/A,Ser Halmon Paege,Ser,Halmon,Paege,,,,M,
A Clash of Kings,887,70,Appendix,N/A,Berena Tallhart (Hornwood),,Berena,Tallhart,Hornwood,,,F,
A Clash of Kings,887,70,Appendix,N/A,Brandon Tallhart,,Brandon,Tallhart,,,,M,
A Clash of Kings,887,70,Appendix,N/A,Eddara Tallhart,,Eddara,Tallhart,,,,F,
A Clash of Kings,887,70,Appendix,N/A,Lady Sybelle Glover,Lady,Sybelle,Glover,,,,F,
A Clash of Kings,887,70,Appendix,N/A,Gawen Glover,,Gawen,Glover,,,,M,
A Clash of Kings,887,70,Appendix,N/A,Erena Glover,,Erena,Glover,,,,F,
A Clash of Kings,894,70,Appendix,N/A,Ser Robert Brax; Brother of Flement,Ser,Robert,Brax,,Brother of Flement,,M,
A Clash of Kings,896,70,Appendix,N/A,Captain Igon Vyrwel,Captain,Igon,Vyrwel,,,,M,
A Clash of Kings,896,70,Appendix,N/A,Butterbumps,,Butterbumps,,,,,M,
A Clash of Kings,899,70,Appendix,N/A,Lady Melara Florent (Crane),Lady,Melara,Florent,Crane,,,F,
A Clash of Kings,899,70,Appendix,N/A,Alekyne Florent,,Alekyne,Florent,,,,M,
A Clash of Kings,899,70,Appendix,N/A,Lady Melessa Tarly (Florent),Lady,Melessa,Tarly,Florent,,,F,
A Clash of Kings,899,70,Appendix,N/A,Lady Rhea Hightower (Florent),Lady,Rhea,Hightower,Florent,,,F,
A Clash of Kings,899,70,Appendix,N/A,Ser Ryam Florent,Ser,Ryam,Florent,,,,M,
A Clash of Kings,899,70,Appendix,N/A,Ser Colin Florent,Ser,Colin,Florent,,,,M,
A Clash of Kings,899,70,Appendix,N/A,Ser Hosman Norcross,Ser,Hosman,Norcross,,,,M,
A Clash of Kings,899,70,Appendix,N/A,Alester Norcross,,Alester,Norcross,,,,M,
A Clash of Kings,899,70,Appendix,N/A,Renly Norcross,,Renly,Norcross,,,,M,
A Clash of Kings,900,70,Appendix,N/A,Maester Omer,Maester,Omer,,,,,M,
A Clash of Kings,900,70,Appendix,N/A,Merrell Florent,,Merrell,Florent,,,,M,
A Clash of Kings,900,70,Appendix,N/A,Rylene Crane (Florent),,Rylene,Crane,Florent,,,F,
A Clash of Kings,900,70,Appendix,N/A,Ser Rycherd Crane,Ser,Rycherd,Crane,,,,M,
A Clash of Kings,902,70,Appendix,N/A,Lord Waldon Wynch,Lord,Waldon,Wynch,,,,M,
A Clash of Kings,902,70,Appendix,N/A,Lord Rodrik Harlaw; The Reader,Lord,Rodrik,Harlaw,,The Reader,,M,
A Clash of Kings,902,70,Appendix,N/A,Lord Stonehouse; The Stonehouse,Lord,?,Stonehouse,,The Stonehouse,,M,
A Clash of Kings,902,70,Appendix,N/A,Lord Norne Goodbrother,Lord,Norne,Goodbrother,,,,M,
A Clash of Kings,902,70,Appendix,N/A,Lord Meldred Merlyn; The Merlyn,Lord,Meldred,Merlyn,,The Merlyn,,M,
A Clash of Kings,902,70,Appendix,N/A,Lord Sparr; The Sparr,Lord,?,Sparr,,The Sparr,,M,
A Clash of Kings,902,70,Appendix,N/A,Lord Baelor Blacktyde,Lord,Baelor,Blacktyde,,,,M,D
