A Clash of Kings,Crawn,Crawn,"Crawn, Son of Calor",,Crawn,,,Son of Calor
A Clash of Kings,Cressen,Cressen,Maester Cressen,Maester,Cressen,,,
A Clash of Kings,Cutjack,Cutjack,Cutjack,,Cutjack,,,
A Clash of Kings,Dagmer,Dagmer,"Dagmer, Cleftjaw",,Dagmer,,,Cleftjaw
A Clash of Kings,Dalbridge,Dalbridge,"Dalbridge, Squire Dalbridge",,Dalbridge,,,Squire Dalbridge
A Clash of Kings,Dale-Seaworth,Dale Seaworth,Dale Seaworth,,Dale,Seaworth,,
A Clash of Kings,Dalla,Dalla,Dalla,,Dalla,,,
A Clash of Kings,Dancy,Dancy,Dancy,,Dancy,,,
A Clash of Kings,Davos-Seaworth,Davos Seaworth,"Ser Davos Seaworth, The Onion Knight",Ser,Davos,Seaworth,,The Onion Knight
A Clash of Kings,Delena-Florent,Delena Norcross,Delena Norcross (Florent),,Delena,Norcross,Florent,
A Clash of Kings,Delp,Delp,Delp,,Delp,,,
A Clash of Kings,Dermot,Dermot,"Ser Dermot, Of the Rainwood",Ser,Dermot,,,Of the Rainwood
A Clash of Kings,Devan-Seaworth,Devan Seaworth,Devan Seaworth,,Devan,Seaworth,,
A Clash of Kings,Dobber,Dobber,Dobber,,Dobber,,,
A Clash of Kings,Domeric-Bolton,Domeric Bolton,Domeric Bolton,,Domeric,Bolton,,
A Clash of Kings,Donella-Hornwood,Donella Hornwood,Lady Donella Hornwood,Lady,Donella,Hornwood,,
A Clash of Kings,Donnel-Locke,Donnel Locke,Ser Donnel Locke,Ser,Donnel,Locke,,
A Clash of Kings,Donnor-Stark,Donnor Stark,Lord Donnor Stark,Lord,Donnor,Stark,,
A Clash of Kings,Dorren-Stark,Dorren Stark,King Dorren Stark,King,Dorren,Stark,,
A Clash of Kings,Drennan,Drennan,Drennan,,Drennan,,,
A Clash of Kings,Dunaver,Dunaver,Ser Dunaver,Ser,Dunaver,,,
A Clash of Kings,Dunsen,Dunsen,Dunsen,,Dunsen,,,
A Clash of Kings,Dunstan-Drumm,Dunstan Drumm,Lord Dunstan Drumm,Lord,Dunstan,Drumm,,
A Clash of Kings,Duram-Bar-Emmon,Duram Bar Emmon,Lord Duram Bar Emmon,Lord,Duram,Bar Emmon,,
A Clash of Kings,Durran,Durran Godsgrief,King Durran Godsgrief,King,Durran,Godsgrief,,
A Clash of Kings,Dykk-Harlaw,Dykk Harlaw,Dykk Harlaw,,Dykk,Harlaw,,
A Clash of Kings,Ebben,Ebben,Ebben,,Ebben,,,
A Clash of Kings,Edderion-Stark,Edderion Stark,"King Edderion Stark, The Bridegroom",King,Edderion,Stark,,The Bridegroom
A Clash of Kings,Eddison-Tollett,Eddison Tollett,"Eddison Tollett, Dolorous Edd",,Eddison,Tollett,,Dolorous Edd
A Clash of Kings,Edric-Storm,Edric Storm,Edric Storm,,Edric,Storm,,
A Clash of Kings,Edrick-Stark,Edrick Stark,"King Edrick Stark, Snowbeard",King,Edrick,Stark,,Snowbeard
A Clash of Kings,Edwyd-Fossoway,Edwyd Fossoway,Ser Edwyd Fossoway,Ser,Edwyd,Fossoway,,
A Clash of Kings,Edwyle-Stark,Edwyle Stark,Lord Edwyle Stark,Lord,Edwyle,Stark,,
A Clash of Kings,Edwyn-Stark,Edwyn Stark,"King Edwyn Stark, The Spring King",King,Edwyn,Stark,,The Spring King
A Clash of Kings,Eggon,Eggon,Eggon,,Eggon,,,
A Clash of Kings,Egon-Emeros,Egon Emeros,"Egon Emeros, The Exquisite",,Egon,Emeros,,The Exquisite
A Clash of Kings,Elbert-Arryn,Elbert Arryn,Elbert Arryn,,Elbert,Arryn,,
A Clash of Kings,Eldiss,Eldiss,Eldiss,,Eldiss,,,
A Clash of Kings,Eldon-Estermont,Eldon Estermont,Lord Eldon Estermont,Lord,Eldon,Estermont,,
A Clash of Kings,Elenei,Elenei,Elenei,,Elenei,,,
A Clash of Kings,Elwood-Meadows,Elwood Meadows,Lord Elwood Meadows,Lord,Elwood,Meadows,,
A Clash of Kings,Elyas-Willum,Elyas Willum,Elyas Willum,,Elyas,Willum,,
A Clash of Kings,Emmon-Cuy,Emmon Cuy,"Ser Emmon Cuy, The Yellow",Ser,Emmon,Cuy,,The Yellow
A Clash of Kings,Endehar,Endehar,Endehar,,Endehar,,,
A Clash of Kings,Enger,Enger,Enger,,Enger,,,
A Clash of Kings,Ermesande-Hayford,Ermesande Hayford,Lady Ermesande Hayford,Lady,Ermesande,Hayford,,
A Clash of Kings,Erren-Florent,Erren Florent,Ser Erren Florent,Ser,Erren,Florent,,
A Clash of Kings,Esgred,Esgred,Esgred,,Esgred,,,
A Clash of Kings,Eyron-Stark,Eyron Stark,King Eyron Stark,King,Eyron,Stark,,
A Clash of Kings,Falyse-Stokeworth,Falyse Stokeworth,Falyse Stokeworth,,Falyse,Stokeworth,,
A Clash of Kings,Frenken,Frenken,Maester Frenken,Maester,Frenken,,,
A Clash of Kings,Gawen-Wylde,Gawen Wylde,Ser Gawen Wylde,Ser,Gawen,Wylde,,
A Clash of Kings,Gendel,Gendel,King Gendel,King,Gendel,,,
A Clash of Kings,Gerren,Gerren,Gerren,,Gerren,,,
A Clash of Kings,Gevin-Harlaw,Gevin Harlaw,Gevin Harlaw,,Gevin,Harlaw,,
A Clash of Kings,Gilly,Gilly,Gilly,,Gilly,,,
A Clash of Kings,Gorne,Gorne,King Gorne,King,Gorne,,,
A Clash of Kings,Gorold-Goodbrother,Gorold Goodbrother,Lord Gorold Goodbrother,Lord,Gorold,Goodbrother,,
A Clash of Kings,Gulian-Swann,Gulian Swann,Lord Gulian Swann,Lord,Gulian,Swann,,
A Clash of Kings,Guncer-Sunglass,Guncer Sunglass,Lord Guncer Sunglass,Lord,Guncer,Sunglass,,
A Clash of Kings,Guyard-Morrigen,Guyard Morrigen,"Ser Guyard Morrigen, The Green",Ser,Guyard,Morrigen,,The Green
A Clash of Kings,Gynir,Gynir,"Gynir, Rednose",,Gynir,,,Rednose
A Clash of Kings,Hallyne,Hallyne,"Wisdom Hallyne, The Pyromancer",Wisdom,Hallyne,,,The Pyromancer
A Clash of Kings,Harbert,Harbert,Ser Harbert,Ser,Harbert,,,
A Clash of Kings,Harma,Harma,"Harma, The Dogshead",,Harma,,,The Dogshead
A Clash of Kings,Harra,Harra,Goodwife Harra,Goodwife,Harra,,,
A Clash of Kings,Harrag-Sharp,Harrag Sharp,"Harrag Sharp, Sheepstealer",,Harrag,Sharp,,Sheepstealer
A Clash of Kings,Harys-Haigh,Harys Haigh,Ser Harys Haigh,Ser,Harys,Haigh,,
A Clash of Kings,Hayhead,Hayhead,Hayhead,,Hayhead,,,
A Clash of Kings,Reek,Heke,"Heke, Reek",,Heke,,,Reek
A Clash of Kings,Helya,Helya,Helya,,Helya,,,
A Clash of Kings,Hendry-Bracken,Hendry Bracken,Hendry Bracken,,Hendry,Bracken,,
A Clash of Kings,Hod,Hod,Hod,,Hod,,,
A Clash of Kings,Holger,Holger,Holger,,Holger,,,
A Clash of Kings,Hot-Pie,Hot Pie,Hot Pie,,Hot Pie,,,
A Clash of Kings,Hother-Umber,Hother Umber,"Hother Umber, Whoresbane",,Hother,Umber,,Whoresbane
A Clash of Kings,Hubard-Rambton,Hubard Rambton,Ser Hubard Rambton,Ser,Hubard,Rambton,,
A Clash of Kings,Imry-Florent,Imry Florent,Ser Imry Florent,Ser,Imry,Florent,,
A Clash of Kings,Ironbelly,Ironbelly,Ironbelly,,Ironbelly,,,
A Clash of Kings,Jacelyn-Bywater,Jacelyn Bywater,Ser Jacelyn Bywater,Ser,Jacelyn,Bywater,,
A Clash of Kings,Jammos-Frey,Jammos Frey,Ser Jammos Frey,Ser,Jammos,Frey,,
A Clash of Kings,Jaqen-Hghar,Jaqen Hghar,Jaqen H'ghar,,Jaqen,H'ghar,,
A Clash of Kings,Jarmen-Buckwell,Jarman Buckwell,"Jarman Buckwell,Jarmen Buckwell",,Jarman,Buckwell,,
A Clash of Kings,Jeffory-Mallister,Jeffory Mallister,Jeffory Mallister,,Jeffory,Mallister,,
A Clash of Kings,Jodge,Jodge,Jodge,,Jodge,,,
A Clash of Kings,Jojen-Reed,Jojen Reed,Jojen Reed,,Jojen,Reed,,
A Clash of Kings,Jommy,Jommy,Jommy,,Jommy,,,
A Clash of Kings,Jonnel-Stark,Jonnel Stark,Lord Jonnel Stark,Lord,Jonnel,Stark,,
A Clash of Kings,Jonos-Stark,Jonos Stark,King Jonos Stark,King,Jonos,Stark,,
A Clash of Kings,Jorah-Stark,Jorah Stark,King Jorah Stark,King,Jorah,Stark,,
A Clash of Kings,Joramun,Joramun,Joramun,,Joramun,,,
A Clash of Kings,Josmyn-Peckledon,Josmyn Peckledon,"Josmyn Peckledon, Peck",,Josmyn,Peckledon,,Peck
A Clash of Kings,Joss-Stilwood,Joss Stilwood,Joss Stilwood,,Joss,Stilwood,,
A Clash of Kings,Josua-Willum,Josua Willum,Josua Willum,,Josua,Willum,,
A Clash of Kings,Kenned,Kenned,"Kenned, The Whale",,Kenned,,,The Whale
A Clash of Kings,Koss,Koss,Koss,,Koss,,,
A Clash of Kings,Kromm,Kromm,Kromm,,Kromm,,,
A Clash of Kings,Kurz,Kurz,Kurz,,Kurz,,,
A Clash of Kings,Kyle-Royce,Kyle Royce,Kyle Royce,,Kyle,Royce,,
A Clash of Kings,Kym,Kym,Maester Kym,Maester,Kym,,,
A Clash of Kings,Larence-Snow,Larence Snow,Larence Snow,,Larence,Snow,,
A Clash of Kings,Lark,Lark,"Lark, The Sisterman",,Lark,,,The Sisterman
A Clash of Kings,Layna,Layna,Layna,,Layna,,,
A Clash of Kings,Leobald-Tallhart,Leobald Tallhart,Leobald Tallhart,,Leobald,Tallhart,,
A Clash of Kings,Long-Lew,Lew,"Lew, Long Lew",,Lew,,,Long Lew
A Clash of Kings,Lollys-Stokeworth,Lollys Stokeworth,Lollys Stokeworth,,Lollys,Stokeworth,,
A Clash of Kings,Lommy-Greenhands,Lommy,"Lommy, Greenhands",,Lommy,,,Greenhands
A Clash of Kings,Lord-Deremond,Lord Deremond,Lord Deremond,Lord,?,Deremond,,
A Clash of Kings,Lord-Willum,Lord Willum,Lord Willum,Lord,?,Willum,,
A Clash of Kings,Lorent-Caswell,Lorent Caswell,Lord Lorent Caswell,Lord,Lorent,Caswell,,
A Clash of Kings,Lorren,Lorren,"Lorren, Black Lorren",,Lorren,,,Black Lorren
A Clash of Kings,Lucan,Lucan,Lucan,,Lucan,,,
A Clash of Kings,Lucas-Blackwood,Lucas Blackwood,Lucas Blackwood,,Lucas,Blackwood,,
A Clash of Kings,Lyessa-Flint,Lyessa Flint,Lady Lyessa Flint,Lady,Lyessa,Flint,,
A Clash of Kings,Lymond-Vikary,Lymond Vikary,Ser Lymond Vikary,Ser,Lymond,Vikary,,
A Clash of Kings,Lync,Lync,Lync,,Lync,,,
A Clash of Kings,Lynesse-Hightower,Lynesse Mormont,Lynesse Mormont (Hightower),,Lynesse,Mormont,Hightower,
A Clash of Kings,Lyonel-Frey,Lyonel,Ser Lyonel,Ser,Lyonel,,,
A Clash of Kings,Malcolm,Malcolm,Ser Malcolm,Ser,Malcolm,,,
A Clash of Kings,Mallador-Locke,Mallador Locke,Ser Mallador Locke,Ser,Mallador,Locke,,
A Clash of Kings,Malliard,Malliard,Malliard,,Malliard,,,
A Clash of Kings,Marei,Marei,Marei,,Marei,,,
A Clash of Kings,Maric-Seaworth,Maric Seaworth,Maric Seaworth,,Maric,Seaworth,,
A Clash of Kings,Mark-Mullendore,Mark Mullendore,Ser Mark Mullendore,Ser,Mark,Mullendore,,
A Clash of Kings,Maron-Botley,Maron Botley,"Maron Botley, Old Botley/Fishwhiskers",,Maron,Botley,,Old Botley/Fishwhiskers
A Clash of Kings,Marya-Seaworth,Marya Seaworth,Marya Seaworth,,Marya,Seaworth,,
A Clash of Kings,Mathos-Mallarawan,Mathos Mallarawan,Mathos Mallarawan,,Mathos,Mallarawan,,
A Clash of Kings,Matrice,Matrice,Matrice,,Matrice,,,
A Clash of Kings,Matthos-Seaworth,Matthos Seaworth,Matthos Seaworth,,Matthos,Seaworth,,
A Clash of Kings,Mebble,Mebble,"Mebble, Pinkeye",,Mebble,,,Pinkeye
A Clash of Kings,Meera-Reed,Meera Reed,Meera Reed,,Meera,Reed,,
A Clash of Kings,Melisandre,Melisandre,"Melisandre, Of Asshai/Melony",,Melisandre,,,Of Asshai/Melony
A Clash of Kings,Merrett-Frey,Merrett Frey,Merrett Frey,,Merrett,Frey,,
A Clash of Kings,Monford-Velaryon,Monford Velaryon,Lord Monford Velaryon,Lord,Monford,Velaryon,,
A Clash of Kings,Morosh-the-Myrman,Morosh,"Morosh, The Myrman",,Morosh,,,The Myrman
A Clash of Kings,Morros-Slynt,Morros Slynt,Morros Slynt,,Morros,Slynt,,
A Clash of Kings,Mors-Umber,Mors Umber,"Mors Umber, Crowfood",,Mors,Umber,,Crowfood
A Clash of Kings,Munciter,Munciter,Munciter,,Munciter,,,
A Clash of Kings,Murch,Murch,Murch,,Murch,,,
A Clash of Kings,Myles,Myles,Myles,,Myles,,,
A Clash of Kings,Nella,Nella,Nella,,Nella,,,
A Clash of Kings,Nissa-Nissa,Nissa Nissa,Nissa Nissa,,Nissa Nissa,,,
A Clash of Kings,Ondrew-Locke,Ondrew Locke,Lord Ondrew Locke,Lord,Ondrew,Locke,,
A Clash of Kings,Osfryd-Kettleblack,Osfryd Kettleblack,Osfryd Kettleblack,,Osfryd,Kettleblack,,
A Clash of Kings,Osmund-Kettleblack,Osmund Kettleblack,Ser Osmund Kettleblack,Ser,Osmund,Kettleblack,,
A Clash of Kings,Osmynd,Osmynd,Septon Osmynd,Septon,Osmynd,,,
A Clash of Kings,Osney-Kettleblack,Osney Kettleblack,Osney Kettleblack,,Osney,Kettleblack,,
A Clash of Kings,Otter-Gimpknee,Otter Gimpknee,Otter Gimpknee,,Otter,Gimpknee,,
A Clash of Kings,Ottyn-Wythers,Ottyn Wythers,Ser Ottyn Wythers,Ser,Ottyn,Wythers,,
A Clash of Kings,Palla,Palla,"Palla, The kennel girl",,Palla,,,The kennel girl
A Clash of Kings,Parmen-Crane,Parmen Crane,"Ser Parmen Crane, The Purple",Ser,Parmen,Crane,,The Purple
A Clash of Kings,Patchface,Patchface,Patchface,,Patchface,,,
A Clash of Kings,Philip-Foote,Philip Foote,Ser Philip Foote,Ser,Philip,Foote,,
A Clash of Kings,Pia,Pia,"Pia, Pretty Pia",,Pia,,,Pretty Pia
A Clash of Kings,Pollitor,Pollitor,Wisdom Pollitor,Wisdom,Pollitor,,,
A Clash of Kings,Poul-Pemford,Poul Pemford,Poul Pemford,,Poul,Pemford,,
A Clash of Kings,Poxy-Tym,Poxy Tym,Poxy Tym,,Poxy Tym,,,
A Clash of Kings,Praed,Praed,Praed,,Praed,,,
A Clash of Kings,Pyat-Pree,Pyat Pree,Pyat Pree,,Pyat,Pree,,
A Clash of Kings,Pylos,Pylos,Maester Pylos,Maester,Pylos,,,
A Clash of Kings,Qalen,Qalen,Maester Qalen,Maester,Qalen,,,
A Clash of Kings,Qarl-the-Maid,Qarl,"Qarl, The Maid",,Qarl,,,The Maid
A Clash of Kings,Quaithe,Quaithe,"Quaithe, Of the Shadow",,Quaithe,,,Of the Shadow
A Clash of Kings,Quhuru-Mo,Quhuru Mo,Captain Quhuru Mo,Captain,Quhuru,Mo,,
A Clash of Kings,Qyburn,Qyburn,Qyburn,,Qyburn,,,
A Clash of Kings,Qyle,Qyle,Qyle,,Qyle,,,
A Clash of Kings,Rafford,Rafford,"Rafford, Raff the Sweetling",,Rafford,,,Raff the Sweetling
A Clash of Kings,Ragwyle,Ragwyle,Ragwyle,,Ragwyle,,,
A Clash of Kings,Ramsay-Snow,Ramsay Snow,"Ramsay Snow, The Bastard of Bolton",,Ramsay,Snow,,The Bastard of Bolton
A Clash of Kings,Rattleshirt,Rattleshirt,Rattleshirt,,Rattleshirt,,,
A Clash of Kings,Raymun-Redbeard,Raymun Redbeard,King Raymun Redbeard,King,Raymun,Redbeard,,
A Clash of Kings,Redwyn,Redwyn,Redwyn,,Redwyn,,,
A Clash of Kings,Reysen,Reysen,"Reysen,Rey",,Reysen,,,
A Clash of Kings,Rodwell-Stark,Rodwell Stark,Lord Rodwell Stark,Lord,Rodwell,Stark,,
A Clash of Kings,Rolfe,Rolfe,Rolfe,,Rolfe,,,
A Clash of Kings,Rolfe,Rolfe,"Rolfe, Red Rolfe",,Rolfe,,,Red Rolfe
A Clash of Kings,Ronnet-Connington,Ronnet Connington,"Ser Ronnet Connington, Red Ronnet",Ser,Ronnet,Connington,,Red Ronnet
A Clash of Kings,Rorge,Rorge,Rorge,,Rorge,,,
A Clash of Kings,Rossart,Rossart,Lord Rossart,Lord,Rossart,,,
A Clash of Kings,Rupert-Brax,Rupert Brax,Ser Rupert Brax,Ser,Rupert,Brax,,
A Clash of Kings,Rymolf,Rymolf Stormdrunk,Rymolf Stormdrunk,,Rymolf,Stormdrunk,,
A Clash of Kings,Rymund-the-Rhymer,Rymund,"Rymund, The Rhymer",,Rymund,,,The Rhymer
A Clash of Kings,Saathos,Saathos,"Saathos, The Wise",,Saathos,,,The Wise
A Clash of Kings,Salladhor-Saan,Salladhor Saan,Salladhor Saan,,Salladhor,Saan,,
A Clash of Kings,Salloreon,Salloreon,"Salloreon, Master Armorer",,Salloreon,,,Master Armorer
A Clash of Kings,Sawane-Botley,Sawane Botley,Lord Sawane Botley,Lord,Sawane,Botley,,
A Clash of Kings,Selwyn-Tarth,Selwyn Tarth,"Lord Selwyn Tarth, The Evenstar",Lord,Selwyn,Tarth,,The Evenstar
A Clash of Kings,Shadd,Shadd,Shadd,,Shadd,,,
A Clash of Kings,Shagwell,Shagwell,"Shagwell, The Fool",,Shagwell,,,The Fool
A Clash of Kings,Shitmouth,Shitmouth,Shitmouth,,?,,,Shitmouth
A Clash of Kings,Shyra,Shyra,Shyra,,Shyra,,,
A Clash of Kings,Sigrin,Sigrin,"Sigrin, The Shipwright",,Sigrin,,,The Shipwright
A Clash of Kings,Skittrick,Skittrick,Skittrick,,Skittrick,,,
A Clash of Kings,Skyte,Skyte,Skyte,,Skyte,,,
A Clash of Kings,Squint,Squint,Squint,,Squint,,,
A Clash of Kings,Steffon-Baratheon,Steffon Baratheon,Lord Steffon Baratheon,Lord,Steffon,Baratheon,,
A Clash of Kings,Steffon-Varner,Steffon Varner,Lord Steffon Varner,Lord,Steffon,Varner,,
A Clash of Kings,Stonesnake,Stonesnake,Stonesnake,,Stonesnake,,,
A Clash of Kings,Stygg,Stygg,Stygg,,Stygg,,,
A Clash of Kings,Sybassion,Sybassion,"Sybassion, Eater of Eyes",,Sybassion,,,Eater of Eyes
A Clash of Kings,Sylas,Sylas,"Sylas, Sourmouth",,Sylas,,,Sourmouth
A Clash of Kings,Symon-Silver-Tongue,Symon,"Symon, Silver Tongue",,Symon,,,Silver Tongue
A Clash of Kings,Tallad,Tallad,"Ser Tallad, The Tall",Ser,Tallad,,,The Tall
A Clash of Kings,Tanton-Fossoway,Tanton Fossoway,Ser Tanton Fossoway,Ser,Tanton,Fossoway,,
A Clash of Kings,Tarber,Tarber,Tarber,,Tarber,,,
A Clash of Kings,Tickler,Tickler,Tickler,,The Tickler,,,
A Clash of Kings,Thoren-Smallwood,Thoren Smallwood,Thoren Smallwood,,Thoren,Smallwood,,
A Clash of Kings,Timon,Timon,"Ser Timon, The Scrapesword",Ser,Timon,,,The Scrapesword
A Clash of Kings,Tobbot,Tobbot,Tobbot,,Tobbot,,,
A Clash of Kings,Todric,Todric,Todric,,Todric,,,
A Clash of Kings,TomToo,TomToo,"TomToo, Son of Tomard",,TomToo,,,Son of Tomard
A Clash of Kings,Tothmure,Tothmure,Maester Tothmure,Maester,Tothmure,,,
A Clash of Kings,Tregar-Ormollen,Tregar Ormollen,Tregar Ormollen,,Tregar,Ormollen,,
A Clash of Kings,Tuffleberry,Tuffleberry,Tuffleberry,,Tuffleberry,,,
A Clash of Kings,Turnip,Turnip,Turnip,,Turnip,,,
A Clash of Kings,Tymor,Tymor,Tymor,,Tymor,,,
A Clash of Kings,Uller,Uller,Uller,,Uller,,,
A Clash of Kings,Urrathon,Urrathon,"Urrathon, Night-walker",,Urrathon,,,Night-walker
A Clash of Kings,Urreg,Urreg,Urreg,,Urreg,,,
A Clash of Kings,Urswyck,Urswyck,"Urswyck, Faithful Urswyck",,Urswyck,,,Faithful Urswyck
A Clash of Kings,Urzen,Urzen,Urzen,,Urzen,,,
A Clash of Kings,Utt,Utt,Septon Utt,Septon,Utt,,,
A Clash of Kings,Vylarr,Vylarr,Captain Vylarr,Captain,Vylarr,,,
A Clash of Kings,Walder-Frey,Walder Frey,"Walder Frey, Big Walder/Son of Jammos",,Walder,Frey,,Big Walder/Son of Jammos
A Clash of Kings,Walder-Frey,Walder Frey,"Walder Frey, Little Walder/Son of Merrett",,Walder,Frey,,Little Walder/Son of Merrett
A Clash of Kings,Walder-Frey,Walder Frey,"Walder Frey, Black Walder/Son of Ryman",,Walder,Frey,,Black Walder/Son of Ryman
A Clash of Kings,Walder-Frey,Walder Frey,"Walder Frey, Red Walder/Son of Emmon",,Walder,Frey,,Red Walder/Son of Emmon
A Clash of Kings,Walder-Rivers,Walder Rivers,"Walder Rivers, Bastard Walder",,Walder,Rivers,,Bastard Walder
A Clash of Kings,Walton,Walton,"Walton, Steelshanks",,Walton,,,Steelshanks
A Clash of Kings,Walton-Stark,Walton Stark,"King Walton Stark, The Moon King",King,Walton,Stark,,The Moon King
A Clash of Kings,Waltyr-Frey,Waltyr Frey,"Waltyr Frey, Tyr",,Waltyr,Frey,,Tyr
A Clash of Kings,Wat-(Whitesmile),Wat,"Wat, Whitesmile Wat",,Wat,,,Whitesmile Wat
A Clash of Kings,Weasel,Weasel,Weasel,,Weasel,,,
A Clash of Kings,Weeper,Weeping Man,The Weeping Man,,?,,,The Weeping Man
A Clash of Kings,Weese,Weese,Weese,,Weese,,,
A Clash of Kings,Wendamyr,Wendamyr,Maester Wendamyr,Maester,Wendamyr,,,
A Clash of Kings,Wendello-Qar-Deeth,Wendello Qar Deeth,Wendello Qar Deeth,,Wendello,Qar Deeth,,
A Clash of Kings,Werlag,Werlag,Werlag,,Werlag,,,
A Clash of Kings,Wex-Pyke,Wex Pyke,Wex Pyke,,Wex,Pyke,,
A Clash of Kings,Willam-Stark,Willam Stark,Lord Willam Stark,Lord,Willam,Stark,,
