Gevin-Harlaw,Gevin Harlaw,A Clash of Kings,486,37,Theon III,Theon Greyjoy,Gevin Harlaw,,Gevin,Harlaw,,,,M,A
Lorren,Lorren,A Clash of Kings,486,37,Theon III,Theon Greyjoy,"Lorren, Black Lorren",,Lorren,,,Black Lorren,,M,D
Maron-Botley,Maron Botley,A Clash of Kings,486,37,Theon III,Theon Greyjoy,"Maron Botley, Old Botley/Fishwhiskers",,Maron,Botley,,Old Botley/Fishwhiskers,,M,A
Todric,Todric,A Clash of Kings,486,37,Theon III,Theon Greyjoy,Todric,,Todric,,,,,M,D
Tymor,Tymor,A Clash of Kings,486,37,Theon III,Theon Greyjoy,Tymor,,Tymor,,,,,M,U
Urzen,Urzen,A Clash of Kings,486,37,Theon III,Theon Greyjoy,Urzen,,Urzen,,,,,M,U
Andrik,Andrik,A Clash of Kings,490,37,Theon III,Theon Greyjoy,"Andrik, The Unsmiling",,Andrik,,,The Unsmiling,,M,A
Dunstan-Drumm,Dunstan Drumm,A Clash of Kings,490,37,Theon III,Theon Greyjoy,Lord Dunstan Drumm,Lord,Dunstan,Drumm,,,,M,A
Lucan,Lucan,A Clash of Kings,496,38,Arya VIII,Arya Stark,Lucan,,Lucan,,,,,M,D
Lyonel,Lyonel,A Clash of Kings,496,38,Arya VIII,Arya Stark,Ser Lyonel,Ser,Lyonel,,,,,M,U
Tuffleberry,Tuffleberry,A Clash of Kings,496,38,Arya VIII,Arya Stark,Tuffleberry,,Tuffleberry,,,,,M,U
Rymund,Rymund,A Clash of Kings,504,39,Catelyn V,Catelyn Tully,"Rymund, The Rhymer",,Rymund,,,The Rhymer,,M,A
Delp,Delp,A Clash of Kings,511,39,Catelyn V,Catelyn Tully,Delp,,Delp,,,,,M,D
Enger,Enger,A Clash of Kings,511,39,Catelyn V,Catelyn Tully,Enger,,Enger,,,,,M,A
Lew,Lew,A Clash of Kings,511,39,Catelyn V,Catelyn Tully,"Lew, Long Lew",,Lew,,,Long Lew,,M,A
Myles,Myles,A Clash of Kings,511,39,Catelyn V,Catelyn Tully,Myles,,Myles,,,,,M,D
Poul-Pemford,Poul Pemford,A Clash of Kings,511,39,Catelyn V,Catelyn Tully,Poul Pemford,,Poul,Pemford,,,,M,D
Egon-Emeros,Egon Emeros,A Clash of Kings,520,40,Daenerys III,Daenerys Targaryen,"Egon Emeros, The Exquisite",,Egon,Emeros,,The Exquisite,,M,A
Mathos-Mallarawan,Mathos Mallarawan,A Clash of Kings,520,40,Daenerys III,Daenerys Targaryen,Mathos Mallarawan,,Mathos,Mallarawan,,,,M,A
Wendello-Qar-Deeth,Wendello Qar Deeth,A Clash of Kings,520,40,Daenerys III,Daenerys Targaryen,Wendello Qar Deeth,,Wendello,Qar Deeth,,,,M,A
Osfryd-Kettleblack,Osfryd Kettleblack,A Clash of Kings,533,41,Tyrion IX,Tyrion Lannister,Osfryd Kettleblack,,Osfryd,Kettleblack,,,,M,A
Osmund-Kettleblack,Osmund Kettleblack,A Clash of Kings,533,41,Tyrion IX,Tyrion Lannister,Ser Osmund Kettleblack,Ser,Osmund,Kettleblack,,,,M,A
Osney-Kettleblack,Osney Kettleblack,A Clash of Kings,533,41,Tyrion IX,Tyrion Lannister,Osney Kettleblack,,Osney,Kettleblack,,,,M,A
Bryan-Fossoway,Bryan Fossoway,A Clash of Kings,547,42,Davos II,Davos Seaworth,Ser Bryan Fossoway,Ser,Bryan,Fossoway,,,,M,D
Eldon-Estermont,Eldon Estermont,A Clash of Kings,550,42,Davos II,Davos Seaworth,Lord Eldon Estermont,Lord,Eldon,Estermont,,,,M,A
Erren-Florent,Erren Florent,A Clash of Kings,556,42,Davos II,Davos Seaworth,Ser Erren Florent,Ser,Erren,Florent,,,,M,A
Elwood-Meadows,Elwood Meadows,A Clash of Kings,557,42,Davos II,Davos Seaworth,Lord Elwood Meadows,Lord,Elwood,Meadows,,,,M,A
Alfyn,Alfyn,A Clash of Kings,565,43,Jon V,Jon Snow,"Alfyn, Crowkiller",,Alfyn,,,Crowkiller,,M,D
Harma,Harma,A Clash of Kings,565,43,Jon V,Jon Snow,"Harma, The Dogshead",,Harma,,,The Dogshead,,F,D
Rattleshirt,Rattleshirt,A Clash of Kings,565,43,Jon V,Jon Snow,Rattleshirt,,Rattleshirt,,,,,M,D
Ebben,Ebben,A Clash of Kings,569,43,Jon V,Jon Snow,Ebben,,Ebben,,,,,M,D
Weeping-Man,Weeping Man,A Clash of Kings,569,43,Jon V,Jon Snow,The Weeping Man,,?,,,The Weeping Man,,M,A
Symon,Symon,A Clash of Kings,575,44,Tyrion X,Tyrion Lannister,"Symon, Silver Tongue",,Symon,,,Silver Tongue,,M,D
Kym,Kym,A Clash of Kings,588,45,Catelyn VI,Catelyn Tully,Maester Kym,Maester,Kym,,,,,M,D
Lord-Deremond,Lord Deremond,A Clash of Kings,588,45,Catelyn VI,Catelyn Tully,Lord Deremond,Lord,?,Deremond,,,,M,F
Mebble,Mebble,A Clash of Kings,609,47,Arya IX,Arya Stark,"Mebble, Pinkeye",,Mebble,,,Pinkeye,,M,U
Aenys-Frey,Aenys Frey,A Clash of Kings,611,47,Arya IX,Arya Stark,Ser Aenys Frey,Ser,Aenys,Frey,,,,M,D
Cadwyn,Cadwyn,A Clash of Kings,611,47,Arya IX,Arya Stark,Ser Cadwyn,Ser,Cadwyn,,,,,M,A
Ben,Ben,A Clash of Kings,614,47,Arya IX,Arya Stark,"Ben, Blackthumb",,Ben,,,Blackthumb,,M,A
Shagwell,Shagwell,A Clash of Kings,625,47,Arya IX,Arya Stark,"Shagwell, The Fool",,Shagwell,,,The Fool,,M,D
Holger,Holger,A Clash of Kings,640,49,Tyrion XI,Tyrion Lannister,Holger,,Holger,,,,,M,U
Pollitor,Pollitor,A Clash of Kings,646,49,Tyrion XI,Tyrion Lannister,Wisdom Pollitor,Wisdom,Pollitor,,,,,M,U
Drennan,Drennan,A Clash of Kings,652,50,Theon IV,Theon Greyjoy,Drennan,,Drennan,,,,,M,D
Squint,Squint,A Clash of Kings,652,50,Theon IV,Theon Greyjoy,Squint,,Squint,,,,,M,D
Aggar,Aggar,A Clash of Kings,654,50,Theon IV,Theon Greyjoy,Aggar,,Aggar,,,,,M,D
Gynir,Gynir,A Clash of Kings,656,50,Theon IV,Theon Greyjoy,"Gynir, Rednose",,Gynir,,,Rednose,,M,D
Dalbridge,Dalbridge,A Clash of Kings,665,51,Jon VI,Jon Snow,"Dalbridge, Squire Dalbridge",,Dalbridge,,,Squire Dalbridge,,M,D
Stonesnake,Stonesnake,A Clash of Kings,665,51,Jon VI,Jon Snow,Stonesnake,,Stonesnake,,,,,M,U
Ygritte,Ygritte,A Clash of Kings,671,51,Jon VI,Jon Snow,Ygritte,,Ygritte,,,,,F,D
Brandon-Stark,Brandon Stark,A Clash of Kings,674,51,Jon VI,Jon Snow,"Lord Brandon Stark, The Daughterless",Lord,Brandon,Stark,,The Daughterless,,M,D
Elbert-Arryn,Elbert Arryn,A Clash of Kings,721,55,Catelyn VII,Catelyn Tully,Elbert Arryn,,Elbert,Arryn,,,,M,D
Jeffory-Mallister,Jeffory Mallister,A Clash of Kings,721,55,Catelyn VII,Catelyn Tully,Jeffory Mallister,,Jeffory,Mallister,,,,M,D
Kyle-Royce,Kyle Royce,A Clash of Kings,721,55,Catelyn VII,Catelyn Tully,Kyle Royce,,Kyle,Royce,,,,M,D
Kromm,Kromm,A Clash of Kings,725,56,Theon V,Theon Greyjoy,Kromm,,Kromm,,,,,M,U
Cadwyl,Cadwyl,A Clash of Kings,726,56,Theon V,Theon Greyjoy,Cadwyl,,Cadwyl,,,,,M,U
Imry-Florent,Imry Florent,A Clash of Kings,740,58,Davos III,Davos Seaworth,Ser Imry Florent,Ser,Imry,Florent,,,,M,D
Arneld,Arneld,A Clash of Kings,758,59,Tyrion XIII,Tyrion Lannister,Ser Arneld,Ser,Arneld,,,,,M,
Sybassion,Sybassion,A Clash of Kings,787,63,Daenerys V,Daenerys Targaryen,"Sybassion, Eater of Eyes",,Sybassion,,,Eater of Eyes,,M,
Urrathon,Urrathon,A Clash of Kings,787,63,Daenerys V,Daenerys Targaryen,"Urrathon, Night-walker",,Urrathon,,,Night-walker,,M,
Belwas,Belwas,A Clash of Kings,796,63,Daenerys V,Daenerys Targaryen,"Belwas, Strong Belwas",,Belwas,,,Strong Belwas,,M,
Harys-Haigh,Harys Haigh,A Clash of Kings,802,64,Arya X,Arya Stark,Ser Harys Haigh,Ser,Harys,Haigh,,,,M,
Qyburn,Qyburn,A Clash of Kings,802,64,Arya X,Arya Stark,Qyburn,,Qyburn,,,,,M,
Urswyck,Urswyck,A Clash of Kings,802,64,Arya X,Arya Stark,"Urswyck, Faithful Urswyck",,Urswyck,,,Faithful Urswyck,,M,
Utt,Utt,A Clash of Kings,802,64,Arya X,Arya Stark,Septon Utt,Septon,Utt,,,,,M,D
Walton,Walton,A Clash of Kings,802,64,Arya X,Arya Stark,"Walton, Steelshanks",,Walton,,,Steelshanks,,M,
Edwyd-Fossoway,Edwyd Fossoway,A Clash of Kings,820,65,Sansa VIII,Sansa Stark,Ser Edwyd Fossoway,Ser,Edwyd,Fossoway,,,,M,D
Philip-Foote,Philip Foote,A Clash of Kings,820,65,Sansa VIII,Sansa Stark,Ser Philip Foote,Ser,Philip,Foote,,,,M,
Josmyn-Peckledon,Josmyn Peckledon,A Clash of Kings,821,65,Sansa VIII,Sansa Stark,"Josmyn Peckledon, Peck",,Josmyn,Peckledon,,Peck,,M,
Willit,Willit,A Clash of Kings,821,65,Sansa VIII,Sansa Stark,Willit,,Willit,,,,,M,
Aurane-Waters,Aurane Waters,A Clash of Kings,823,65,Sansa VIII,Sansa Stark,"Aurane Waters, Bastard of Driftmark",,Aurane,Waters,,Bastard of Driftmark,,M,
Bonifer-Hasty,Bonifer Hasty,A Clash of Kings,823,65,Sansa VIII,Sansa Stark,"Ser Bonifer Hasty, The Good",Ser,Bonifer,Hasty,,The Good,,M,
Dermot,Dermot,A Clash of Kings,823,65,Sansa VIII,Sansa Stark,"Ser Dermot, Of the Rainwood",Ser,Dermot,,,Of the Rainwood,,M,
Timon,Timon,A Clash of Kings,823,65,Sansa VIII,Sansa Stark,"Ser Timon, The Scrapesword",Ser,Timon,,,The Scrapesword,,M,
Dykk-Harlaw,Dykk Harlaw,A Clash of Kings,828,66,Theon VI,Theon Greyjoy,Dykk Harlaw,,Dykk,Harlaw,,,,M,
Endehar,Endehar,A Clash of Kings,828,66,Theon VI,Theon Greyjoy,Endehar,,Endehar,,,,,M,
Harrag-Sharp,Harrag Sharp,A Clash of Kings,829,66,Theon VI,Theon Greyjoy,"Harrag Sharp, Sheepstealer",,Harrag,Sharp,,Sheepstealer,,M,
Kenned,Kenned,A Clash of Kings,829,66,Theon VI,Theon Greyjoy,"Kenned, The Whale",,Kenned,,,The Whale,,M,
Rolfe,Rolfe,A Clash of Kings,829,66,Theon VI,Theon Greyjoy,"Rolfe, Red Rolfe",,Rolfe,,,Red Rolfe,,M,D
Ramsay-Snow,Ramsay Snow,A Clash of Kings,838,66,Theon VI,Theon Greyjoy,"Ramsay Snow, The Bastard of Bolton",,Ramsay,Snow,,The Bastard of Bolton,,M,A
Ballabar,Ballabar,A Clash of Kings,846,67,Tyrion XV,Tyrion Lannister,Maester Ballabar,Maester,Ballabar,,,,,M,
Ragwyle,Ragwyle,A Clash of Kings,859,68,Jon VIII,Jon Snow,Ragwyle,,Ragwyle,,,,,M,
Artos-Stark,Artos Stark,A Clash of Kings,865,69,Bran VII,Bran Stark,"Artos Stark, The Implacable",,Artos,Stark,,The Implacable,,M,
Barth-Stark,Barth Stark,A Clash of Kings,865,69,Bran VII,Bran Stark,Lord Barth Stark,Lord,Barth,Stark,,,,M,
Beron-Stark,Beron Stark,A Clash of Kings,865,69,Bran VII,Bran Stark,Lord Beron Stark,Lord,Beron,Stark,,,,M,
Donnor-Stark,Donnor Stark,A Clash of Kings,865,69,Bran VII,Bran Stark,Lord Donnor Stark,Lord,Donnor,Stark,,,,M,
Edwyle-Stark,Edwyle Stark,A Clash of Kings,865,69,Bran VII,Bran Stark,Lord Edwyle Stark,Lord,Edwyle,Stark,,,,M,
Edwyn-Stark,Edwyn Stark,A Clash of Kings,865,69,Bran VII,Bran Stark,"King Edwyn Stark, The Spring King",King,Edwyn,Stark,,The Spring King,,M,
Jonnel-Stark,Jonnel Stark,A Clash of Kings,865,69,Bran VII,Bran Stark,Lord Jonnel Stark,Lord,Jonnel,Stark,,,,M,
Rodwell-Stark,Rodwell Stark,A Clash of Kings,865,69,Bran VII,Bran Stark,Lord Rodwell Stark,Lord,Rodwell,Stark,,,,M,
Willam-Stark,Willam Stark,A Clash of Kings,865,69,Bran VII,Bran Stark,Lord Willam Stark,Lord,Willam,Stark,,,,M,
Benjen-Stark,Benjen Stark,A Clash of Kings,866,69,Bran VII,Bran Stark,"King Benjen Stark, The Sweet",King,Benjen,Stark,,The Sweet,,M,
Benjen-Stark,Benjen Stark,A Clash of Kings,866,69,Bran VII,Bran Stark,"King Benjen Stark, The Bitter",King,Benjen,Stark,,The Bitter,,M,
Brandon-Stark,Brandon Stark,A Clash of Kings,866,69,Bran VII,Bran Stark,"King Brandon Stark, The Bad",King,Brandon,Stark,,The Bad,,M,
Edderion-Stark,Edderion Stark,A Clash of Kings,866,69,Bran VII,Bran Stark,"King Edderion Stark, The Bridegroom",King,Edderion,Stark,,The Bridegroom,,M,
Edrick-Stark,Edrick Stark,A Clash of Kings,866,69,Bran VII,Bran Stark,"King Edrick Stark, Snowbeard",King,Edrick,Stark,,Snowbeard,,M,
Eyron-Stark,Eyron Stark,A Clash of Kings,866,69,Bran VII,Bran Stark,King Eyron Stark,King,Eyron,Stark,,,,M,
Jonos-Stark,Jonos Stark,A Clash of Kings,866,69,Bran VII,Bran Stark,King Jonos Stark,King,Jonos,Stark,,,,M,
Jorah-Stark,Jorah Stark,A Clash of Kings,866,69,Bran VII,Bran Stark,King Jorah Stark,King,Jorah,Stark,,,,M,
Walton-Stark,Walton Stark,A Clash of Kings,866,69,Bran VII,Bran Stark,"King Walton Stark, The Moon King",King,Walton,Stark,,The Moon King,,M,
