Source,Target,Weight,Type
"Eddard S","Jon S",56.0,undirected
"Eddard S","Jon A",25.0,undirected
"Eddard S","Tyrion L",17.0,undirected
"Eddard S","Brandon S",25.0,undirected
"Eddard S","Daenerys T",4.0,undirected
"Eddard S","Catelyn S",50.0,undirected
"Eddard S","Arya S",24.0,undirected
"Eddard S","Robert B",137.0,undirected
"Eddard S","Sansa S",29.0,undirected
"Eddard S","Robb S",14.0,undirected
"Eddard S","Joffrey B",19.0,undirected
"Eddard S","Petyr B",63.0,undirected
"Eddard S","Jaime L",21.0,undirected
"Eddard S","Tywin L",12.0,undirected
"Eddard S","Luwin",13.0,undirected
"Eddard S","Lysa A",12.0,undirected
"Eddard S","Varys",39.0,undirected
"Eddard S","Rodrik C",7.0,undirected
"Eddard S","Cersei L",19.0,undirected
"Eddard S","Renly B",27.0,undirected
"Eddard S","Septa M",8.0,undirected
"Eddard S","Pycelle",27.0,undirected
"Eddard S","Sandor C",7.0,undirected
"Eddard S","Jory C",29.0,undirected
"Eddard S","Gregor C",9.0,undirected
"Eddard S","Stannis B",11.0,undirected
"Eddard S","Theon G",4.0,undirected
"Eddard S","Barristan S",20.0,undirected
"Eddard S","Rickon S",4.0,undirected
"Eddard S","Syrio F",6.0,undirected
"Eddard S","Loras T",12.0,undirected
"Eddard S","Rhaegar T",10.0,undirected
"Eddard S","Tom",15.0,undirected
"Eddard S","Aerys T",9.0,undirected
"Eddard S","Lyanna",18.0,undirected
"Eddard S","Ilyn P",5.0,undirected
"Eddard S","Alyn",10.0,undirected
"Eddard S","Desmond",4.0,undirected
"Eddard S","Vayon P",8.0,undirected
"Eddard S","Harwin",4.0,undirected
"Eddard S","Tobho M",4.0,undirected
"Eddard S","Cayn",7.0,undirected
"Eddard S","Torrhen K",6.0,undirected
"Eddard S","Daryn H",4.0,undirected
"Jon S","Jon A",56.0,undirected
"Jon S","Tyrion L",40.0,undirected
"Jon S","Brandon S",60.0,undirected
"Jon S","Catelyn S",21.0,undirected
"Jon S","Arya S",35.0,undirected
"Jon S","Robert B",23.0,undirected
"Jon S","Sansa S",7.0,undirected
"Jon S","Robb S",49.0,undirected
"Jon S","Joffrey B",9.0,undirected
"Jon S","Luwin",6.0,undirected
"Jon S","Lysa A",6.0,undirected
"Jon S","Samwell T",78.0,undirected
"Jon S","Rodrik C",4.0,undirected
"Jon S","Pycelle",5.0,undirected
"Jon S","Jory C",5.0,undirected
"Jon S","Stannis B",10.0,undirected
"Jon S","Benjen S",37.0,undirected
"Jon S","Theon G",5.0,undirected
"Jon S","Jeor M",29.0,undirected
"Jon S","Rickon S",11.0,undirected
"Jon S","Pyp",41.0,undirected
"Jon S","Alliser T",27.0,undirected
